sample_index,cluster,Activity
2139,1,1
2140,2,0
2141,1,1
2142,2,1
2143,1,0
2144,2,1
2145,2,0
2146,1,0
2147,2,1
2148,2,1
2149,1,1
2150,1,1
2151,2,1
2152,1,0
2153,1,1
2154,1,1
2155,1,0
2156,1,0
2157,2,1
2158,0,0
2159,0,1
2160,1,1
2161,0,1
2162,1,1
2163,0,0
2164,1,1
2165,1,1
2166,0,0
2167,2,1
2168,0,0
2169,0,0
2170,0,1
2171,1,0
2172,2,1
2173,1,1
2174,2,1
2175,1,0
2176,1,1
2177,1,1
2178,1,1
2179,2,0
2180,2,1
2181,0,1
2182,0,0
2183,0,1
2184,1,1
2185,2,1
2186,1,1
2187,1,0
2188,1,1
2189,1,1
2190,0,0
2191,2,0
2192,0,0
2193,1,0
2194,0,1
2195,0,1
2196,1,0
2197,1,1
2198,1,1
2199,1,0
2200,1,1
2201,1,0
2202,2,1
2203,0,0
2204,1,1
2205,1,1
2206,2,1
2207,1,0
2208,2,1
2209,1,0
2210,1,1
2211,1,0
2212,0,0
2213,1,0
2214,0,0
2215,1,1
2216,2,1
2217,1,1
2218,1,1
2219,2,0
2220,0,1
2221,1,0
2222,1,1
2223,1,0
2224,0,1
2225,1,1
2226,1,0
2227,1,1
2228,1,1
2229,2,1
2230,1,0
2231,1,1
2232,1,1
2233,1,1
2234,1,0
2235,1,0
2236,1,0
2237,0,1
2238,2,0
2239,0,1
2240,1,0
2241,1,1
2242,1,1
2243,1,1
2244,1,1
2245,1,0
2246,2,0
2247,2,1
2248,1,1
2249,1,0
2250,1,1
2251,1,1
2252,1,1
2253,0,1
2254,0,0
2255,1,0
2256,1,1
2257,0,0
2258,1,1
2259,1,1
2260,1,1
2261,1,0
2262,0,0
2263,2,1
2264,0,0
2265,2,0
2266,1,1
2267,0,0
2268,1,1
2269,0,0
2270,2,1
2271,2,1
2272,1,1
2273,1,1
2274,2,0
2275,1,0
2276,2,1
2277,1,0
2278,1,0
2279,1,1
2280,2,0
2281,1,0
2282,1,1
2283,2,0
2284,1,0
2285,2,0
2286,1,1
2287,0,1
2288,0,1
2289,0,1
2290,0,1
2291,1,1
2292,1,0
2293,1,0
2294,1,0
2295,1,0
2296,1,1
2297,1,0
2298,0,1
2299,0,1
2300,0,0
2301,1,1
2302,0,1
2303,1,0
2304,1,1
2305,0,0
2306,2,1
2307,1,1
2308,0,0
2309,0,1
2310,1,1
2311,1,0
2312,1,1
2313,1,0
2314,1,0
2315,0,0
2316,2,1
2317,1,1
2318,1,0
2319,1,1
2320,1,1
2321,1,1
2322,2,1
2323,1,0
2324,1,1
2325,1,0
2326,1,0
2327,1,1
2328,1,0
2329,1,1
2330,1,1
2331,0,0
2332,0,1
2333,1,0
2334,2,1
2335,2,1
2336,0,1
2337,1,1
2338,1,1
2339,0,1
2340,1,1
2341,2,1
2342,1,1
2343,1,1
2344,1,1
2345,2,1
2346,0,1
2347,0,0
2348,1,1
2349,0,1
2350,1,0
2351,1,0
2352,1,0
2353,1,1
2354,1,0
2355,1,0
2356,1,1
2357,1,1
2358,1,0
2359,2,1
2360,1,0
2361,1,0
2362,2,0
2363,1,0
2364,0,1
2365,1,1
2366,1,0
2367,1,0
2368,0,0
2369,1,0
2370,1,1
2371,2,1
2372,1,1
2373,2,0
2374,0,0
2375,0,0
2376,1,1
2377,0,1
2378,1,0
2379,1,1
2380,1,1
2381,0,0
2382,1,1
2383,1,1
2384,1,0
2385,2,1
2386,1,0
2387,1,1
2388,1,1
2389,1,0
2390,1,1
2391,1,0
2392,1,1
2393,1,1
2394,0,0
2395,1,0
2396,1,1
2397,0,0
2398,1,0
2399,1,1
2400,2,1
2401,1,1
2402,0,0
2403,0,0
2404,1,1
2405,1,1
2406,0,0
2407,1,1
2408,0,0
2409,1,0
2410,2,1
2411,1,1
2412,2,1
2413,0,0
2414,1,1
2415,1,1
2416,1,1
2417,2,1
2418,2,0
2419,1,0
2420,0,1
2421,1,1
2422,1,0
2423,0,1
2424,1,1
2425,1,0
2426,0,0
2427,1,1
2428,1,1
2429,1,0
2430,1,1
2431,2,0
2432,1,0
2433,0,1
2434,1,1
2435,1,1
2436,1,1
2437,1,1
2438,1,0
2439,1,0
2440,0,0
2441,1,1
2442,0,0
2443,2,0
2444,1,1
2445,1,0
2446,1,1
2447,0,1
2448,1,1
2449,0,1
2450,0,0
2451,2,0
2452,1,0
2453,1,1
2454,0,0
2455,2,0
2456,1,1
2457,2,0
2458,1,1
2459,1,1
2460,2,1
2461,0,0
2462,2,1
2463,1,1
2464,2,0
2465,2,1
2466,1,0
2467,1,1
2468,0,1
2469,0,0
2470,2,1
2471,1,1
2472,1,1
2473,1,0
2474,2,1
2475,0,0
2476,2,0
2477,1,1
2478,1,1
2479,1,0
2480,2,0
2481,1,0
2482,1,1
2483,1,1
2484,2,0
2485,1,1
2486,1,1
2487,1,1
2488,0,1
2489,1,0
2490,1,1
2491,0,1
2492,0,1
2493,1,0
2494,0,0
2495,1,1
2496,2,0
2497,1,1
2498,1,1
2499,0,1
2500,1,0
2501,2,0
2502,1,0
2503,1,1
2504,0,0
2505,1,1
2506,1,0
2507,2,1
2508,2,0
2509,1,1
2510,1,1
2511,1,1
2512,2,1
2513,2,0
2514,0,1
2515,1,1
2516,2,1
2517,1,1
2518,2,0
2519,0,1
2520,1,0
2521,0,0
2522,1,0
2523,2,0
2524,1,1
2525,0,1
2526,1,1
2527,1,1
2528,1,1
2529,1,0
2530,2,1
2531,1,0
2532,2,0
2533,1,1
2534,1,1
2535,1,1
2536,2,0
2537,0,0
2538,1,1
2539,1,0
2540,1,0
2541,1,1
2542,2,1
2543,0,1
2544,1,1
2545,0,0
2546,0,0
2547,2,0
2548,0,0
2549,1,1
2550,2,1
2551,1,0
2552,0,1
2553,0,1
2554,1,1
2555,1,1
2556,0,0
2557,1,0
2558,2,0
2559,0,1
2560,1,0
2561,0,1
2562,2,0
2563,0,1
2564,0,0
2565,0,1
2566,1,0
2567,1,0
2568,1,1
2569,1,0
2570,1,1
2571,1,1
2572,1,1
2573,1,0
2574,1,1
2575,2,0
2576,2,0
2577,1,1
2578,0,0
2579,1,0
2580,2,1
2581,2,1
2582,2,1
2583,2,0
2584,1,0
2585,1,1
2586,1,0
2587,1,1
2588,2,1
2589,1,1
2590,0,0
2591,1,0
2592,1,1
2593,1,1
2594,2,1
2595,0,0
2596,0,0
2597,1,1
2598,0,0
2599,0,1
2600,2,0
2601,1,0
2602,1,0
2603,1,0
2604,1,0
2605,0,0
2606,1,1
2607,0,0
2608,1,0
2609,2,0
2610,2,1
2611,1,1
2612,0,1
2613,2,1
2614,0,1
2615,2,1
2616,1,1
2617,1,0
2618,1,1
2619,1,0
2620,1,1
2621,1,0
2622,1,1
2623,1,1
2624,1,1
2625,2,0
2626,1,1
2627,0,0
2628,0,0
2629,1,1
2630,0,0
2631,1,0
2632,1,0
2633,1,1
2634,1,1
2635,1,0
2636,2,0
2637,2,1
2638,2,1
2639,1,0
2640,0,0
2641,2,1
2642,1,0
2643,1,0
2644,2,0
2645,2,1
2646,1,0
2647,0,1
2648,0,0
2649,1,0
2650,1,1
2651,1,1
2652,1,0
2653,1,1
2654,1,0
2655,1,1
2656,1,0
2657,1,1
2658,1,1
2659,1,1
2660,1,0
2661,2,0
2662,1,1
2663,2,1
2664,1,1
2665,1,1
2666,1,1
2667,1,1
2668,1,1
2669,1,0
2670,1,0
2671,1,1
2672,0,1
2673,1,1
2674,2,1
2675,0,0
2676,1,1
2677,0,0
2678,2,1
2679,0,0
2680,1,0
2681,0,0
2682,1,0
2683,1,0
2684,1,0
2685,1,0
2686,0,0
2687,0,0
2688,0,1
2689,0,0
2690,1,1
2691,2,0
2692,1,1
2693,2,0
2694,1,1
2695,2,1
2696,1,0
2697,0,0
2698,1,1
2699,1,1
2700,1,1
2701,1,1
2702,1,1
2703,0,0
2704,1,1
2705,1,1
2706,1,1
2707,0,0
2708,0,0
2709,1,1
2710,1,0
2711,1,1
2712,0,0
2713,2,0
2714,0,1
2715,1,0
2716,0,1
2717,2,0
2718,1,1
2719,1,1
2720,2,1
2721,1,0
2722,1,0
2723,0,0
2724,1,0
2725,0,1
2726,0,1
2727,2,1
2728,2,1
2729,0,1
2730,0,1
2731,1,1
2732,1,1
2733,0,0
2734,1,0
2735,1,0
2736,1,0
2737,2,0
2738,0,0
2739,0,0
2740,2,0
2741,2,1
2742,1,1
2743,1,1
2744,0,0
2745,0,0
2746,1,0
2747,1,1
2748,0,0
2749,1,1
2750,2,1
2751,1,1
2752,2,0
2753,0,1
2754,0,0
2755,0,1
2756,2,0
2757,1,1
2758,1,0
2759,2,1
2760,2,1
2761,1,0
2762,0,1
2763,0,1
2764,2,0
2765,1,1
2766,0,1
2767,2,1
2768,1,1
2769,1,0
2770,1,1
2771,1,0
2772,1,1
2773,1,0
2774,0,0
2775,0,1
2776,1,0
2777,0,0
2778,0,0
2779,2,0
2780,0,1
2781,1,1
2782,1,0
2783,0,0
2784,1,1
2785,2,1
2786,1,0
2787,1,1
2788,2,0
2789,1,1
2790,1,0
2791,1,1
2792,1,0
2793,0,0
2794,0,0
2795,2,1
2796,0,0
2797,0,0
2798,1,0
2799,1,1
2800,0,1
2801,1,1
2802,1,1
2803,1,0
2804,0,1
2805,1,0
2806,2,1
2807,0,1
2808,0,0
2809,1,1
2810,0,0
2811,1,1
2812,1,1
2813,1,0
2814,1,1
2815,0,1
2816,2,1
2817,1,0
2818,1,1
2819,0,0
2820,0,1
2821,1,1
2822,0,0
2823,0,0
2824,0,0
2825,1,1
2826,1,1
2827,1,1
2828,0,0
2829,1,1
2830,0,1
2831,0,0
2832,1,1
2833,2,1
2834,1,1
2835,2,0
2836,2,0
2837,1,0
2838,1,1
2839,1,0
2840,2,0
2841,0,0
2842,0,0
2843,1,1
2844,1,0
2845,1,1
2846,2,1
2847,1,1
2848,1,1
2849,1,1
2850,2,1
2851,2,0
2852,1,0
2853,0,0
2854,1,0
2855,0,0
2856,1,0
2857,0,1
2858,0,0
2859,1,1
2860,1,1
2861,1,0
2862,1,0
2863,0,0
2864,1,0
2865,0,0
2866,1,1
2867,1,1
2868,1,1
2869,1,0
2870,0,0
2871,2,0
2872,1,0
2873,1,0
2874,2,0
2875,1,1
2876,0,0
2877,0,0
2878,1,0
2879,1,1
2880,1,1
2881,0,1
2882,0,1
2883,0,1
2884,1,0
2885,1,1
2886,0,1
2887,1,1
2888,1,0
2889,1,0
2890,1,1
2891,0,0
2892,1,1
2893,2,0
2894,1,0
2895,1,1
2896,0,1
2897,0,0
2898,1,0
2899,1,0
2900,2,0
2901,1,1
2902,1,1
2903,2,0
2904,0,0
2905,2,1
2906,1,1
2907,1,1
2908,0,0
2909,1,0
2910,1,0
2911,1,0
2912,1,1
2913,0,0
2914,1,0
2915,0,0
2916,0,1
2917,1,0
2918,0,0
2919,1,1
2920,0,0
2921,2,0
2922,0,1
2923,0,0
2924,2,0
2925,1,0
2926,1,1
2927,0,0
2928,0,0
2929,1,1
2930,2,0
2931,1,0
2932,1,0
2933,2,0
2934,0,0
2935,1,0
2936,2,0
2937,1,1
2938,0,1
2939,1,0
2940,1,0
2941,2,1
2942,0,0
2943,1,0
2944,2,0
2945,2,1
2946,1,0
2947,0,1
2948,0,0
2949,1,1
2950,0,0
2951,0,1
2952,1,1
2953,2,1
2954,1,0
2955,1,1
2956,1,0
2957,0,0
2958,0,1
2959,1,0
2960,1,1
2961,1,0
2962,0,0
2963,1,0
2964,1,0
2965,2,0
2966,2,1
2967,2,1
2968,2,1
2969,1,1
2970,2,0
2971,0,1
2972,1,1
2973,1,0
2974,1,1
2975,0,0
2976,1,1
2977,1,0
2978,2,1
2979,2,0
2980,0,1
2981,0,1
2982,1,1
2983,0,0
2984,0,0
2985,1,1
2986,1,0
2987,0,0
2988,1,0
2989,2,0
2990,1,1
2991,1,0
2992,0,0
2993,1,1
2994,1,0
2995,0,0
2996,0,1
2997,0,0
2998,1,1
2999,1,0
3000,1,0
3001,0,0
3002,1,1
3003,2,0
3004,1,1
3005,1,1
3006,2,1
3007,0,1
3008,0,1
3009,1,1
3010,1,1
3011,1,0
3012,1,1
3013,0,0
3014,1,1
3015,1,0
3016,0,1
3017,1,0
3018,0,0
3019,0,1
3020,1,0
3021,2,1
3022,1,1
3023,1,0
3024,1,1
3025,1,0
3026,2,1
3027,1,0
3028,0,1
3029,1,1
3030,1,1
3031,1,0
3032,2,1
3033,1,1
3034,1,0
3035,2,0
3036,1,0
3037,1,0
3038,1,1
3039,2,0
3040,0,1
3041,1,0
3042,1,1
3043,1,1
3044,0,0
3045,1,0
3046,1,0
3047,0,1
3048,1,0
3049,1,1
3050,1,1
3051,1,1
3052,2,1
3053,1,0
3054,0,0
3055,2,1
3056,0,0
3057,1,0
3058,2,0
3059,1,1
3060,1,0
3061,1,0
3062,1,0
3063,0,1
3064,1,0
3065,2,0
3066,2,0
3067,2,0
3068,1,1
3069,1,0
3070,2,1
3071,1,1
3072,1,0
3073,0,0
3074,1,0
3075,0,0
3076,0,0
3077,0,0
3078,1,1
3079,1,1
3080,0,1
3081,2,1
3082,1,0
3083,0,0
3084,2,1
3085,1,0
3086,1,0
3087,0,0
3088,1,1
3089,1,1
3090,0,0
3091,1,1
3092,2,1
3093,1,1
3094,1,1
3095,1,1
3096,1,0
3097,1,1
3098,1,0
3099,2,0
3100,1,1
3101,1,1
3102,1,1
3103,2,0
3104,2,1
3105,0,1
3106,1,0
3107,2,1
3108,2,0
3109,2,1
3110,1,0
3111,1,1
3112,0,0
3113,0,0
3114,2,1
3115,0,0
3116,1,1
3117,1,1
3118,0,1
3119,1,1
3120,1,0
3121,0,1
3122,2,1
3123,2,1
3124,1,0
3125,1,0
3126,0,1
3127,1,1
3128,1,1
3129,1,1
3130,2,0
3131,1,1
3132,0,1
3133,1,0
3134,1,0
3135,1,0
3136,1,1
3137,1,0
3138,0,0
3139,0,0
3140,1,1
3141,1,1
3142,0,1
3143,0,0
3144,2,0
3145,1,1
3146,0,1
3147,0,0
3148,1,1
3149,1,0
3150,1,0
3151,1,0
3152,0,1
3153,1,0
3154,2,0
3155,1,1
3156,0,1
3157,0,1
3158,0,1
3159,0,0
3160,1,1
3161,1,0
3162,1,0
3163,1,0
3164,1,0
3165,1,0
3166,1,1
3167,1,1
3168,1,1
3169,2,1
3170,1,1
3171,1,1
3172,1,0
3173,0,0
3174,0,1
3175,1,1
3176,1,0
3177,0,0
3178,1,1
3179,2,1
3180,1,1
3181,1,1
3182,1,1
3183,2,0
3184,1,1
3185,0,1
3186,0,1
3187,0,0
3188,1,1
3189,1,1
3190,0,0
3191,1,0
3192,0,1
3193,2,1
3194,2,0
3195,1,0
3196,2,1
3197,1,0
3198,1,0
3199,1,1
3200,2,0
3201,2,1
3202,0,1
3203,1,0
3204,1,0
3205,1,1
3206,1,1
3207,1,1
3208,1,0
3209,1,0
3210,1,0
3211,1,1
3212,1,0
3213,0,0
3214,2,0
3215,1,1
3216,0,1
3217,1,1
3218,1,1
3219,1,1
3220,1,0
3221,1,1
3222,0,1
3223,2,1
3224,1,1
3225,1,0
3226,1,0
3227,1,1
3228,1,1
3229,1,0
3230,1,0
3231,2,0
3232,1,1
3233,1,1
3234,2,0
3235,1,1
3236,1,0
3237,1,1
3238,1,1
3239,1,0
3240,1,1
3241,1,0
3242,2,1
3243,1,1
3244,0,0
3245,2,0
3246,0,0
3247,2,0
3248,1,1
3249,0,1
3250,1,1
3251,2,0
3252,1,1
3253,0,0
3254,1,1
3255,2,0
3256,1,0
3257,0,0
3258,1,1
3259,0,0
3260,1,0
3261,0,0
3262,1,1
3263,1,1
3264,1,1
3265,1,0
3266,1,1
3267,0,0
3268,1,0
3269,1,0
3270,1,1
3271,2,0
3272,1,0
3273,0,1
3274,2,1
3275,1,0
3276,2,0
3277,1,1
3278,1,1
3279,1,0
3280,2,0
3281,1,1
3282,1,0
3283,2,0
3284,1,1
3285,2,1
3286,0,0
3287,1,0
3288,1,1
3289,0,1
3290,1,0
3291,1,0
3292,1,1
3293,2,0
3294,1,0
3295,0,0
3296,1,1
3297,2,1
3298,2,1
3299,1,1
3300,2,0
3301,0,0
3302,0,0
3303,1,1
3304,1,0
3305,0,1
3306,0,0
3307,0,0
3308,1,0
3309,0,1
3310,1,1
3311,1,1
3312,2,0
3313,2,1
3314,0,0
3315,1,1
3316,1,1
3317,1,1
3318,1,1
3319,0,0
3320,1,1
3321,1,1
3322,1,0
3323,1,1
3324,1,1
3325,1,1
3326,1,0
3327,0,0
3328,0,1
3329,0,0
3330,1,1
3331,2,1
3332,1,0
3333,0,1
3334,1,0
3335,0,1
3336,1,0
3337,1,0
3338,1,1
3339,2,1
3340,1,1
3341,2,0
3342,1,1
3343,1,0
3344,1,0
3345,1,1
3346,1,1
3347,1,0
3348,1,0
3349,2,0
3350,1,1
3351,1,1
3352,2,1
3353,1,0
3354,0,1
3355,0,0
3356,2,0
3357,1,1
3358,1,1
3359,0,1
3360,1,1
3361,2,0
3362,1,1
3363,0,1
3364,0,1
3365,1,0
3366,1,1
3367,1,1
3368,1,1
3369,1,1
3370,0,1
3371,0,1
3372,1,1
3373,2,0
3374,1,1
3375,0,1
3376,1,1
3377,0,0
3378,0,1
3379,1,0
3380,0,0
3381,0,0
3382,0,0
3383,1,1
3384,1,0
3385,1,1
3386,2,0
3387,0,1
3388,2,0
3389,0,1
3390,0,0
3391,1,1
3392,0,1
3393,0,0
3394,1,0
3395,0,0
3396,2,1
3397,0,0
3398,1,0
3399,1,1
3400,2,0
3401,1,0
3402,0,0
3403,2,0
3404,1,1
3405,0,1
3406,1,1
3407,1,0
3408,1,1
3409,1,0
3410,2,1
3411,1,0
3412,1,0
3413,2,1
3414,1,1
3415,1,0
3416,1,1
3417,1,1
3418,2,0
3419,1,1
3420,0,0
3421,0,1
3422,1,1
3423,2,0
3424,1,0
3425,2,0
3426,1,1
3427,2,0
3428,1,0
3429,1,1
3430,0,0
3431,2,1
3432,2,0
3433,1,0
3434,1,0
3435,2,0
3436,1,1
3437,2,1
3438,1,0
3439,1,1
3440,1,0
3441,1,1
3442,2,1
3443,1,1
3444,2,1
3445,1,0
3446,2,0
3447,1,0
3448,1,1
3449,1,1
3450,1,0
3451,2,0
3452,1,1
3453,1,0
3454,1,1
3455,1,1
3456,1,1
3457,2,0
3458,1,1
3459,1,1
3460,1,1
3461,1,1
3462,1,0
3463,0,0
3464,1,1
3465,0,0
3466,0,1
3467,2,0
3468,1,1
3469,1,1
3470,0,1
3471,1,0
3472,1,1
3473,0,0
3474,1,1
3475,0,0
3476,1,1
3477,1,1
3478,1,1
3479,1,0
3480,1,1
3481,2,0
3482,2,1
3483,2,0
3484,1,0
3485,2,1
3486,1,1
3487,1,1
3488,0,0
3489,0,1
3490,1,1
3491,1,1
3492,1,1
3493,1,0
3494,2,1
3495,0,0
3496,2,0
3497,2,0
3498,1,0
3499,2,0
3500,0,1
3501,1,1
3502,1,0
3503,1,0
3504,1,1
3505,2,0
3506,1,1
3507,1,0
3508,0,1
3509,2,0
3510,1,1
3511,0,1
3512,1,0
3513,1,1
3514,1,0
3515,1,1
3516,1,0
3517,1,1
3518,1,1
3519,2,1
3520,1,0
3521,1,1
3522,1,1
3523,1,1
3524,1,1
3525,1,1
3526,1,1
3527,1,1
3528,1,1
3529,0,1
3530,1,1
3531,2,1
3532,2,0
3533,1,1
3534,1,1
3535,0,1
3536,1,0
3537,2,0
3538,1,0
3539,1,1
3540,1,1
3541,1,0
3542,1,1
3543,2,0
3544,0,0
3545,2,1
3546,0,0
3547,2,0
3548,1,1
3549,1,1
3550,1,0
3551,1,0
3552,1,0
3553,1,1
3554,1,1
3555,0,1
3556,2,1
3557,1,0
3558,2,0
3559,1,0
3560,0,1
3561,0,0
3562,1,1
3563,0,0
3564,2,1
3565,1,1
3566,0,0
3567,2,0
3568,1,0
3569,2,1
3570,1,1
3571,1,0
3572,0,0
3573,1,0
3574,2,0
3575,1,0
3576,1,0
3577,2,0
3578,2,0
3579,1,1
3580,2,0
3581,1,1
3582,0,0
3583,0,1
3584,1,1
3585,2,1
3586,1,0
3587,1,1
3588,0,1
3589,1,1
3590,0,0
3591,2,1
3592,2,1
3593,1,1
3594,1,0
3595,1,0
3596,1,0
3597,0,1
3598,1,1
3599,1,1
3600,1,1
3601,1,1
3602,1,0
3603,1,1
3604,1,0
3605,1,0
3606,2,1
3607,1,1
3608,0,1
3609,1,1
3610,2,1
3611,1,1
3612,2,0
3613,0,0
3614,1,0
3615,0,0
3616,0,0
3617,0,1
3618,1,1
3619,1,1
3620,2,1
3621,1,0
3622,1,1
3623,1,0
3624,0,0
3625,0,1
3626,1,1
3627,0,1
3628,1,1
3629,2,0
3630,2,1
3631,2,0
3632,1,1
3633,1,1
3634,1,0
3635,2,1
3636,1,1
3637,0,0
3638,2,0
3639,1,1
3640,0,0
3641,1,1
3642,0,1
3643,2,0
3644,1,0
3645,1,1
3646,1,0
3647,2,0
3648,2,0
3649,2,1
3650,0,0
3651,1,1
3652,1,0
3653,0,0
3654,1,1
3655,0,1
3656,2,1
3657,1,0
3658,0,0
3659,0,0
3660,2,0
3661,1,0
3662,0,0
3663,1,1
3664,2,0
3665,0,1
3666,1,0
3667,1,0
3668,1,1
3669,1,1
3670,1,1
3671,2,0
3672,1,1
3673,2,0
3674,2,1
3675,1,0
3676,1,0
3677,1,1
3678,0,1
3679,1,0
3680,0,0
3681,1,0
3682,0,0
3683,1,1
3684,1,0
3685,0,0
3686,1,1
3687,2,0
3688,1,1
3689,0,1
3690,1,1
3691,1,0
3692,1,1
3693,1,1
3694,1,0
3695,2,1
3696,2,1
3697,2,0
3698,1,1
3699,1,1
3700,1,1
3701,1,1
3702,1,1
3703,1,1
3704,0,0
3705,0,0
3706,0,1
3707,0,1
3708,1,1
3709,1,1
3710,1,0
3711,0,1
3712,2,1
3713,1,1
3714,1,1
3715,1,1
3716,0,0
3717,0,0
3718,2,1
3719,1,1
3720,0,1
3721,1,1
3722,1,1
3723,2,0
3724,1,1
3725,1,1
3726,2,0
3727,0,0
3728,1,1
3729,0,0
3730,1,1
3731,1,0
3732,1,1
3733,1,0
3734,1,1
3735,1,1
3736,1,0
3737,2,0
3738,2,0
3739,0,1
3740,1,1
3741,1,0
3742,1,0
3743,2,0
3744,0,0
3745,0,1
3746,1,1
3747,2,1
3748,2,0
3749,0,1
3750,0,0
