feature,minimum,q01,q05,q25,median,mean,q75,q95,q99,maximum,std,variance,iqr,skewness,kurtosis_fisher,zero_fraction,positive_fraction,unique_values,dominant_value_fraction,positive_mean,positive_median
D103,0.0,0.07150000000000001,0.113588294,0.179269885,0.247793107,0.26424796798613703,0.32234603650000004,0.47363530600000003,0.708009776,1.0,0.12121892778066226,0.014694028452293414,0.14307615150000005,1.472225541521851,4.091877245566145,0.00026659557451346307,0.9997334044254865,2980,0.002932551319648094,0.2643184341109333,0.24783638200000002
D104,0.0,0.1290228645,0.2356937885,0.4273051135,0.527742097,0.5749985779474808,0.796905467,0.867456328,0.9172735285,1.0,0.20624218443977715,0.04253583864249105,0.3696003535,-0.06049537282774833,-0.8703670898363627,0.006664889362836577,0.9933351106371634,3613,0.006664889362836577,0.5788565930974234,0.5299004745
D105,0.00381,0.046200000000000005,0.12154915250000001,0.298717404,0.573549999,0.5133213393620368,0.676815065,0.7506356475,0.802584721,0.972938252,0.20505426217024836,0.042047250434184946,0.378097661,-0.7504736059414973,-0.6068009614204519,0.0,1.0,3640,0.0013329778725673154,0.5133213393620368,0.573549999
D106,0.0,0.0975,0.119950953,0.175733589,0.226737457,0.2536274524412157,0.3456447915,0.4306643545,0.4903812025,1.0,0.1050588734546858,0.011037366891567684,0.1699112025,0.8081531031099684,1.5031667217420077,0.006664889362836577,0.9933351106371634,3638,0.006664889362836577,0.2553291932654321,0.227058583
D107,0.0,0.333358725,0.438067196,0.5886566785,0.660373547,0.6471386441306318,0.7141217815,0.7687940325,0.7896397895,0.91561378,0.09519382161456266,0.009061863673585177,0.12546510300000002,-1.3016057276473008,2.8521595415722762,0.00026659557451346307,0.9997334044254865,3595,0.0010663822980538523,0.6473112144357334,0.6603804579999999
D108,0.0,0.0,0.0,0.0,0.0,0.04594330404398827,0.0,0.333333333,0.5,1.0,0.10711598914332726,0.011473835130153404,0.0,2.9954874835087932,11.41193365798539,0.800853105838443,0.19914689416155693,7,0.800853105838443,0.23070058027978577,0.166666667
D109,0.0,0.0,0.0,0.0,0.0,0.02697058563449747,0.0,0.166666667,0.333333333,0.833333333,0.08383286402202329,0.007027949090135047,0.0,3.6071082316927923,14.762991234923565,0.8869634764062917,0.11303652359370835,6,0.8869634764062917,0.2386006290448113,0.166666667
D110,0.0,0.0,0.0,0.0,0.0,0.033368879430285256,0.0,0.166666667,0.333333333,1.0,0.09135359992353023,0.008345480218988422,0.0,3.3962565418982376,14.94515929352933,0.8552386030391895,0.14476139696081045,7,0.8552386030391895,0.23050951518047882,0.166666667
D111,0.0,0.0,0.0,0.0,0.0,0.01830622945907758,0.0,0.166666667,0.333333333,1.0,0.07437378076986509,0.005531459266003954,0.0,5.149236975161144,32.85770128792376,0.9272194081578246,0.07278059184217542,7,0.9272194081578246,0.25152625165201464,0.166666667
D112,0.0,0.0,0.0,0.0,0.0,0.024313516395627836,0.0,0.2,0.4,0.8,0.09113010085179502,0.008304695281258332,0.0,4.375272227120718,21.372719491709255,0.9192215409224207,0.08077845907757931,5,0.9192215409224207,0.300990099009901,0.2
D113,0.0,0.0,0.0,0.0,0.0,0.013116502266062384,0.0,0.0,0.4,1.0,0.06771443585826138,0.004585244823602595,0.0,6.4646319144683,51.068647284484015,0.9549453479072247,0.04505465209277526,6,0.9549453479072247,0.2911242603550296,0.2
D114,0.0,0.0,0.0,0.0,0.0,0.01684884030925087,0.0,0.2,0.4,1.0,0.08022493925200626,0.006436040877988094,0.0,5.7513744364725445,38.13380717862272,0.9472140762463344,0.05278592375366569,6,0.9472140762463344,0.3191919191919192,0.2
D115,0.0,0.0,0.0,0.0,0.0,0.0056784857371367636,0.0,0.0,0.2,0.9,0.03755546388582798,0.0014104128676797297,0.0,11.405071632932263,199.10298211965423,0.9661423620367902,0.03385763796320981,6,0.9661423620367902,0.16771653543307094,0.1
D116,0.0,0.0,0.0,0.0,0.0,0.007664622767262063,0.0,0.0,0.25,1.0,0.056785308183111866,0.0032245712254509915,0.0,8.63103325071662,85.43995742463981,0.9789389496134364,0.021061050386563585,5,0.9789389496134364,0.3639240506329114,0.25
D117,0.0,0.0,0.0,0.0,0.0,0.12794709269768062,0.0,0.739883866,0.8643755275,1.0,0.26575959943598904,0.07062816469237734,0.0,1.722956690745574,1.2550636907803945,0.800853105838443,0.19914689416155693,746,0.800853105838443,0.6424759634658634,0.665564225
D118,0.0,0.0,0.0,0.0,0.0,0.04267962042415356,0.0,0.38391131749999996,0.6626978145,0.922242628,0.13769005674053988,0.01895855172521309,0.0,3.4972820961826567,11.961450185736291,0.8869634764062917,0.11303652359370835,416,0.8869634764062917,0.3775737174787736,0.36213274949999996
D119,0.0,0.0,0.0,0.0,0.0,0.06223792260383897,0.0,0.5546877025,0.785744106,1.0,0.17540326101263304,0.030766303973865875,0.0,2.9375691424876647,7.689908011654456,0.8552386030391895,0.14476139696081045,542,0.8552386030391895,0.4299345261270719,0.445553326
D120,0.0,0.0,0.0,0.0,0.0,0.03667989229218875,0.0,0.4073690535,0.7352625005,1.0,0.14437414810413052,0.020843894640793413,0.0,4.082406394632408,15.851872655975399,0.9272194081578246,0.07278059184217542,274,0.9272194081578246,0.503979032923077,0.553061265
D121,0.0,0.0,0.0,0.0,0.0,0.042475420782458015,0.0,0.47012594500000005,0.7981804835,1.0,0.15730769968622693,0.024745712380572157,0.0,3.8612610397442375,14.17632209620562,0.9192215409224207,0.08077845907757931,304,0.9192215409224207,0.525826083679868,0.563220602
D122,0.0,0.0,0.0,0.0,0.0,0.02172123342468675,0.0,0.0,0.6811273275,0.984054397,0.11033405828515651,0.012173604417672314,0.0,5.523726709163689,31.146866100118658,0.9549453479072247,0.04505465209277526,170,0.9549453479072247,0.4821085596213018,0.501788005
D123,0.0,0.0,0.0,0.0,0.0,0.024391549257531325,0.0,0.0916,0.704926942,0.999932181,0.11667670841786401,0.01361345428722726,0.0,5.182662814901902,26.939871045621437,0.9472140762463344,0.05278592375366569,199,0.9472140762463344,0.46208434982323227,0.472895351
D124,0.0,0.0,0.0,0.0,0.0,0.015715492708077847,0.0,0.0,0.6464639999999999,0.999938906,0.09432908286337902,0.008897975873846223,0.0,6.648442930273756,45.9524007744479,0.9661423620367902,0.03385763796320981,128,0.9661423620367902,0.46416388305511813,0.462141086
D125,0.0,0.0,0.0,0.0,0.0,0.010407295654492135,0.0,0.0,0.4757833775,0.999923697,0.07860265105734904,0.006178376753243374,0.0,8.354498854389648,73.5552920212522,0.9789389496134364,0.021061050386563585,80,0.9789389496134364,0.49414893670886073,0.471945448
D126,0.0,0.0,0.0263,0.105263158,0.184210526,0.20173753243854972,0.263157895,0.421052632,0.5657894735,0.921052632,0.11679923624679751,0.013642061587835218,0.15789473699999998,0.9297986638779226,2.023305386527399,0.022394028259130897,0.977605971740869,33,0.09730738469741403,0.20635873579956365,0.184210526
D127,0.0,0.0,0.0,0.0,0.0,0.10748244916422287,0.166666667,0.333333333,0.5,1.0,0.14929463120213526,0.02228888690578158,0.166666667,1.459393261361691,2.323385707109459,0.5777126099706745,0.4222873900293255,7,0.5777126099706745,0.25452441086805555,0.166666667
D128,0.0,0.0,0.0,0.0333,0.0667,0.08397961430045323,0.133333333,0.2,0.333333333,1.0,0.07392359904541138,0.005464698495826745,0.100033333,2.2253520244784726,13.682425688843633,0.17728605705145295,0.822713942948547,20,0.22580645161290322,0.10207632315003241,0.1
D129,0.0,0.0,0.0,0.0,0.0,0.0230528111986137,0.0,0.157894737,0.315789474,1.0,0.06825774616017069,0.004659119910866296,0.0,4.805534244257538,35.37504371422363,0.8496400959744068,0.15035990402559318,14,0.8496400959744068,0.1533175439822695,0.157894737
D130,0.0,0.0,0.0,0.0556,0.111111111,0.10921209455105305,0.166666667,0.25,0.416666667,0.861111111,0.08690073607467702,0.007551737930320672,0.111066667,1.5991593112030653,5.99479061054026,0.12023460410557185,0.8797653958944281,26,0.147960543854972,0.1241377474730303,0.111111111
D131,0.0,0.0,0.0,0.0952,0.142857143,0.15704242928392428,0.214285714,0.30952381,0.476190476,1.0,0.1039515062126891,0.010805915643886742,0.11908571399999998,1.1082529551392324,3.8638457873874277,0.07464676086376966,0.9253532391362304,32,0.12743268461743534,0.16971079004436762,0.166666667
D132,0.0,0.0,0.0,0.0,0.0,0.01903775882697947,0.0,0.166666667,0.333333333,0.833333333,0.06857123165805067,0.004702013811102051,0.0,4.960224145968954,30.506585378634526,0.8933617701946148,0.10663822980538523,10,0.8933617701946148,0.17852658339999997,0.166666667
D133,0.0,0.0,0.0,0.0,0.0,0.02481704274220208,0.0,0.181818182,0.363636364,0.909090909,0.08139851140465648,0.006625717658893992,0.0,4.622056807833162,26.865049045335716,0.86990135963743,0.13009864036257,11,0.86990135963743,0.19075558878278687,0.181818182
D134,0.0,0.0,0.0,0.0,0.0,0.0025130974601439617,0.0,0.0,0.0714,0.857142857,0.023014410267417174,0.0005296630799569971,0.0,21.254905486391547,647.2013322124883,0.9762729938683018,0.023727006131698213,7,0.9762729938683018,0.10591717497752809,0.0714
D135,0.0,0.0,0.0,0.0,0.0,0.06455056706504932,0.0769,0.230769231,0.461538462,1.0,0.10064847269318374,0.010130115055470552,0.0769,3.1783847486344063,17.186353913990274,0.5275926419621434,0.47240735803785655,13,0.5275926419621434,0.13664174777708804,0.0769
D136,0.0,0.0,0.0,0.0,0.111111111,0.1398145678389763,0.222222222,0.333333333,0.555555556,0.777777778,0.13042099790250095,0.017009636693884157,0.222222222,0.9288671190408508,1.0495211396973048,0.31804852039456144,0.6819514796054386,8,0.31804852039456144,0.2050212838014074,0.222222222
D137,0.0,0.0,0.0,0.0,0.0625,0.08399426819514796,0.125,0.25,0.375,0.9375,0.09042929042703836,0.008177456567137652,0.125,2.107577066768639,9.069178626866785,0.3324446814182885,0.6675553185817116,14,0.3324446814182885,0.1258236821086262,0.125
D138,0.0,0.0,0.0,0.0,0.0,0.00438535501626233,0.0,0.0,0.111111111,1.0,0.03175016366842387,0.001008072892971703,0.0,18.73673773336897,486.58825705189463,0.9546787523327113,0.045321247667288726,10,0.9546787523327113,0.0967615686235294,0.0556
D139,0.0,0.0,0.0,0.0476,0.0952,0.1113302916089043,0.142857143,0.285714286,0.380952381,0.714285714,0.08640867820363249,0.007466459668898913,0.09525714299999999,1.3352784177948473,3.1178298027900233,0.10077312716608905,0.899226872833911,27,0.14156225006664888,0.12380667768307145,0.119047619
D140,0.0,0.0,0.0,0.0,0.0,0.022234070914422824,0.0,0.2,0.5,1.0,0.08641863762829118,0.007468180929529903,0.0,5.285300392063913,33.38153761378272,0.9058917621967475,0.09410823780325246,11,0.9058917621967475,0.23626062322946179,0.2
D141,0.0,0.0,0.0,0.0,0.0,0.008491069048253799,0.0,0.05,0.15,1.0,0.03871970885156763,0.0014992158535501645,0.0,9.549256354835153,158.99779553890727,0.9181551586243668,0.08184484137563316,11,0.9181551586243668,0.10374592833876221,0.1
D142,0.0,0.0,0.0,0.0625,0.125,0.11970141295654492,0.1875,0.3125,0.4375,0.6875,0.10044194420328767,0.010088584155336354,0.125,1.1150182509159259,1.8342820753487485,0.19514796054385497,0.804852039456145,12,0.2684617435350573,0.14872474329248095,0.125
D143,0.0,0.0,0.0,0.0,0.0345,0.055830026927752595,0.069,0.172413793,0.310344828,1.0,0.0731487417859547,0.005350738424868273,0.069,3.0512448336204723,18.3131744708612,0.37056784857371367,0.6294321514262863,21,0.37056784857371367,0.08869903896908089,0.069
D144,0.0,0.0,0.0,0.0,0.0,0.0035220450306584915,0.0,0.0303,0.0909,0.878787879,0.023185090630554774,0.0005375484275470387,0.0,20.123134076540044,625.6305370525861,0.942415355905092,0.05758464409490802,11,0.942415355905092,0.06116292087962963,0.0303
D145,0.0,0.0,0.0,0.0385,0.115384615,0.13340351496614236,0.192307692,0.326923077,0.461538462,0.807692308,0.10860613900885446,0.011795293430410619,0.153807692,1.1607724649725943,2.490517809302686,0.144494801386297,0.855505198613703,38,0.144494801386297,0.15593536448675602,0.134615385
D146,0.0,0.0,0.0,0.0238,0.0952,0.1490323697805918,0.214285714,0.5,0.630952381,0.952380952,0.15793588747114923,0.024943744551299513,0.19048571399999997,1.36876966333111,1.6346799513160093,0.20261263663023193,0.797387363369768,36,0.20261263663023193,0.18690084220896025,0.142857143
D147,0.0,0.0,0.0,0.0,0.0,0.023193814982671288,0.0,0.2,0.5,1.0,0.09223468342080088,0.00850723682573536,0.0,5.345752194143021,33.56682589442529,0.9077579312183418,0.09224206878165822,11,0.9077579312183418,0.2514450867052024,0.2
D148,0.0,0.0,0.0,0.0,0.0,0.0009827512665955746,0.0,0.0,0.0208,0.833333333,0.015094323135531546,0.00022783859091984285,0.0,45.67665084390173,2472.2096276563248,0.9800053319114903,0.01999466808850973,8,0.9800053319114903,0.049150666679999996,0.0208
D149,0.0,0.0,0.0,0.0,0.0,0.026481521797920553,0.0294,0.117647059,0.235294118,1.0,0.0566099182771741,0.00320468284734833,0.0294,5.487917095650255,58.88814890343117,0.653425753132498,0.346574246867502,20,0.653425753132498,0.0764093755876923,0.0588
D150,0.0,0.0,0.0,0.0588,0.117647059,0.1370735396462277,0.235294118,0.352941176,0.529411765,1.0,0.12690753450912767,0.016105522315185434,0.176494118,1.3129369260255015,3.101120861868517,0.24100239936017062,0.7589976006398294,18,0.24100239936017062,0.18059811985001759,0.117647059
D151,0.0,0.0,0.0,0.0,0.0571,0.06228498683204478,0.0857,0.2,0.371428571,1.0,0.08137215668728572,0.006621427883940177,0.0857,3.329833375246765,21.27922776542432,0.34710743801652894,0.6528925619834711,27,0.34710743801652894,0.0953985241351572,0.0571
D152,0.0,0.0,0.0,0.0303,0.121212121,0.12968437507917888,0.212121212,0.318181818,0.424242424,0.651515152,0.10710326831588746,0.011471110083944983,0.181821212,0.7785845949442443,0.43397935344500027,0.13463076512929886,0.8653692348707012,40,0.13463076512929886,0.14986016356192236,0.136363636
D153,0.0,0.0,0.0,0.0,0.0,0.01841355193628366,0.0,0.133333333,0.466666667,1.0,0.07909053255974748,0.0062553123405844745,0.0,5.662002992625878,38.281559593240594,0.9200213276459611,0.07997867235403892,13,0.9200213276459611,0.23023077771,0.2
D154,0.0,0.0,0.0,0.0,0.0,0.005916740151159691,0.0,0.0385,0.115384615,1.0,0.029006522546597482,0.000841378350246268,0.0,14.593721017285706,398.72536552256673,0.9109570781125034,0.08904292188749667,17,0.9109570781125034,0.06644818055988023,0.0385
D155,0.0,0.0,0.0,0.0,0.0,0.035907099296454276,0.0588,0.176470588,0.294117647,0.764705882,0.0681656385739542,0.004646554282194954,0.0588,3.4559369246554157,18.607722502880577,0.6523593708344442,0.3476406291655558,14,0.6523593708344442,0.10328798271549079,0.0588
D156,0.0,0.0,0.0,0.0,0.0,0.028678066828312445,0.0,0.142857143,0.285714286,0.714285714,0.07383887262401119,0.005452179110384948,0.0,3.1288205477327318,12.851160765929492,0.8432418021860837,0.15675819781391628,6,0.8432418021860837,0.18294460658673473,0.142857143
D157,0.0,0.0,0.0,0.0,0.0,0.02072380105518528,0.0,0.111111111,0.222222222,1.0,0.06018836671587276,0.0036226394879243797,0.0,5.881509297548377,54.95684048913345,0.8184484137563316,0.18155158624366835,15,0.8184484137563316,0.11414827864610869,0.111111111
D158,0.0,0.0,0.0,0.0,0.0222,0.05172732603918955,0.0667,0.222222222,0.466666667,1.0,0.09124811011378879,0.008326217599338125,0.0667,3.6980589620211277,20.661573294478636,0.4878699013596374,0.5121300986403625,36,0.4878699013596374,0.10100426859604372,0.0667
D159,0.0,0.0,0.0,0.0,0.0323,0.03152855840655825,0.0645,0.0968,0.193548387,0.451612903,0.040742920641757024,0.0016599855824205108,0.0645,2.1480237798014925,8.96737599126245,0.46680885097307384,0.5331911490269261,13,0.46680885097307384,0.0591318112915,0.0323
D160,0.0,0.0,0.0,0.0,0.0,0.02576952812956545,0.0357,0.142857143,0.25,1.0,0.06412853281838334,0.004112468721438468,0.0357,6.545381096670471,67.99832721966175,0.6888829645427886,0.3111170354572114,21,0.6888829645427886,0.08282904885518425,0.0714
D161,0.0,0.0,0.0,0.0,0.0,0.0475039989336177,0.0625,0.1875,0.34375,0.75,0.07538828368743779,0.005683393317337599,0.0625,2.5205219619723302,9.589549901341492,0.5793121834177553,0.42068781658224474,12,0.5793121834177553,0.11291983523447402,0.0625
D162,0.0,0.0,0.0,0.0,0.0833,0.10334709856918155,0.166666667,0.291666667,0.416666667,0.75,0.09909295930337804,0.009819414583500937,0.166666667,1.3058345416780448,2.79069086969701,0.2708611037056785,0.7291388962943215,17,0.2708611037056785,0.14173856187678247,0.125
D163,0.0,0.0,0.0,0.0,0.0,0.019541455611836848,0.0,0.1,0.3,0.9,0.06474073689963142,0.004191363014307297,0.0,5.114488714587463,38.022938649290964,0.8781658224473474,0.12183417755265262,9,0.8781658224473474,0.1603938730853392,0.1
D164,0.0,0.0,0.0,0.0,0.0,0.020861103705678487,0.0,0.125,0.25,1.0,0.06811533089308781,0.004639698302674843,0.0,4.783571944930745,33.97893201616676,0.8856304985337243,0.11436950146627566,7,0.8856304985337243,0.18240093240093241,0.125
D165,0.0,0.0,0.0,0.0,0.0,0.03585710479338843,0.0,0.166666667,0.5,1.0,0.10086220519791472,0.010173184437386256,0.0,3.3914343389266124,13.08984555991465,0.8571047720607838,0.14289522793921622,7,0.8571047720607838,0.25093283597014926,0.166666667
D166,0.0,0.0,0.0,0.0,0.0,0.029192215444948016,0.0,0.166666667,0.333333333,1.0,0.07697639310657337,0.005925365095697716,0.0,3.283684386443606,15.656274232540618,0.8523060517195414,0.14769394828045854,6,0.8523060517195414,0.1976534298447653,0.166666667
D167,0.0,0.0,0.0,0.0,0.0769,0.07609576323060518,0.153846154,0.230769231,0.384615385,1.0,0.08803411769649246,0.0077500058785998855,0.153846154,1.9178448495355882,8.031700572398803,0.418555051986137,0.5814449480138629,11,0.418555051986137,0.13087354785786337,0.0769
D168,0.0,0.0,0.0,0.0,0.0,0.03628953803679019,0.0714,0.142857143,0.3214285715,0.714285714,0.0722544222737301,0.005220701538110505,0.0714,3.3959675624487513,17.280937394892536,0.6918155158624367,0.30818448413756333,11,0.6918155158624367,0.11775264461591696,0.0714
D169,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.5,1.0,0.11569409650860386,0.013385123966942145,0.0,4.90334170990088,25.49574571457053,0.9536123700346574,0.046387629965342576,3,0.9536123700346574,0.5344827586206896,0.5
D172,0.0,0.0,0.0,0.0,0.0,0.010192177412956544,0.0,0.10163597199999999,0.21261335650000002,1.0,0.04646660981199523,0.0021591458274202112,0.0,8.208287575224025,111.7804617608528,0.9333511063716342,0.06664889362836576,246,0.9333511063716342,0.15292342990399999,0.1225089565
D173,0.0,0.0,0.0,0.0,0.0477,0.06803495171954146,0.11261544500000001,0.237340576,0.41458797150000004,0.885242297,0.09433897290052908,0.008899841807926759,0.11261544500000001,2.50373151572446,10.802259262904606,0.4660090642495335,0.5339909357504665,1435,0.4660090642495335,0.1274084392910634,0.104814326
D174,0.0,0.0,0.0,0.0,0.0,0.013301444343908292,0.0,0.0,0.35446270599999996,0.95982379,0.07288630913040096,0.005312414058652372,0.0,6.226345189645464,44.53517050533426,0.9640095974406825,0.035990402559317514,134,0.9640095974406825,0.36958309432592595,0.328624067
D175,0.0189,0.08715,0.1008428585,0.103358009,0.103358009,0.12616958799813383,0.123695919,0.222663202,0.395055999,0.82157487,0.05729277144454364,0.003282461659796715,0.02033791,4.559825195522054,28.84586484315046,0.0,1.0,1742,0.5113303119168222,0.12616958799813383,0.103358009
D177,0.000514,0.000514,0.000514,0.000514,0.17389434,0.20846885269981338,0.3397636155,0.5756525365,0.7103107470000001,1.0,0.19197492766660668,0.03685437285259886,0.3392496155,0.7885219452790343,-0.0067216865141856985,0.0,1.0,2658,0.2684617435350573,0.20846885269981338,0.17389434
D178,0.00115,0.6590918815,0.784206561,0.830996962,0.830996962,0.8239497546766197,0.830996962,0.8461489099999999,0.8847940999999999,1.0,0.044877912732591056,0.0020140270512340585,0.0,-9.279257577804225,124.22483524923129,0.0,1.0,1133,0.6888829645427886,0.8239497546766197,0.830996962
D180,0.0945,0.3180265795,0.39725198949999996,0.44217046849999997,0.452221385,0.4448736725958411,0.452221385,0.48047901800000004,0.530351267,0.838126574,0.03447846814137169,0.0011887647653755825,0.010050916500000007,-1.1271980063385254,27.93878759141917,0.0,1.0,1518,0.5795787789922687,0.4448736725958411,0.452221385
D181,0.354010439,0.572923055,0.6365060105,0.658947518,0.679672879,0.6929257896057051,0.71762419,0.8023391705,0.861444879,1.0,0.054085794211740514,0.002925273135514744,0.05867667200000004,0.9312949148872732,3.549496008917022,0.0,1.0,2622,0.2708611037056785,0.6929257896057051,0.679672879
D182,0.0,0.0943,0.0943,0.0943,0.0943,0.1454121368680352,0.1433288905,0.4044139955,0.5494468285,1.0,0.11044849547099252,0.012198870151805855,0.049028890500000005,2.6059976033036523,7.017411805110985,0.00026659557451346307,0.9997334044254865,991,0.7200746467608637,0.14545091343786667,0.0943
D183,0.0,0.9210584925,0.960771687,0.976739687,0.976739687,0.9741670958480406,0.976739687,0.976739687,0.9806696455,1.0,0.02160523698518081,0.00046678626518582476,0.0,-31.460526786879573,1268.0842479304642,0.00026659557451346307,0.9997334044254865,454,0.8784324180218608,0.9744268737402668,0.976739687
D185,0.0,0.0,0.0,0.0,0.0,0.04626738018208478,0.0,0.250775476,0.464557883,1.0,0.11001143170058138,0.012102515104811681,0.0,2.91059540628631,10.103288438674795,0.8091175686483605,0.19088243135163957,698,0.8091175686483605,0.24238679198743016,0.19277754349999998
D186,0.0628,0.0628,0.0628,0.0628,0.0628,0.0813912266606238,0.0628,0.12744241299999998,0.4964260105,1.0,0.0847138446055421,0.007176435467851935,0.0,4.875830042932712,25.54260291067039,0.0,1.0,190,0.9488136496934151,0.0813912266606238,0.0628
D187,0.0,0.6162265385000001,0.742335925,0.836961625,0.836961625,0.8184739998152495,0.836961625,0.836961625,0.836961625,1.0,0.05483108883689649,0.0030064483030396347,0.0,-4.965753703163663,41.63063461774812,0.00026659557451346307,0.9997334044254865,571,0.837110103972274,0.8186922595485334,0.836961625
D189,0.190761677,0.309464436,0.309464436,0.309464436,0.309464436,0.3166910172047454,0.309464436,0.309464436,0.5377220755000001,1.0,0.045416609154222166,0.0020626683870673766,0.0,7.5643179690384095,66.82351854355517,0.0,1.0,124,0.967208744334844,0.3166910172047454,0.309464436
D190,0.0,0.636643246,0.636643246,0.636643246,0.636643246,0.6398009547803253,0.636643246,0.636643246,0.8870030195,1.0,0.03729611555861928,0.0013910002357618832,0.0,1.5659144716714724,97.00061350850012,0.00026659557451346307,0.9997334044254865,60,0.9834710743801653,0.6399715683682667,0.636643246
D191,0.0,0.0,0.0,0.0,0.0,0.020788488490269263,0.0,0.1437997925,0.29484567149999996,0.820906083,0.06437035947810588,0.004143543179340576,0.0,4.93445939843249,34.398674368245935,0.852039456145028,0.147960543854972,429,0.852039456145028,0.14050021680540542,0.124337927
D192,0.0,0.0,0.0,0.0,0.0,0.006093242006931485,0.0,0.0,0.18102639450000002,1.0,0.04104589652637367,0.0016847656216537742,0.0,11.971046820433413,198.39508835283937,0.9618768328445748,0.03812316715542522,134,0.9618768328445748,0.15983042495104896,0.0982
D194,0.0,0.0,0.0,0.0,0.0,0.28156065980618505,0.7887784705,0.8491451145,0.8956700205,1.0,0.3864956272138399,0.14937886985541948,0.7887784705,0.6523184871923339,-1.5580035216821642,0.6523593708344442,0.3476406291655558,1116,0.6523593708344442,0.8099187384455521,0.8089932719999999
D195,0.0,0.0,0.0,0.0,0.0,0.13347786971980805,0.0,0.795179048,0.8870940835,0.998498665,0.2864696210037217,0.08206484375801595,0.0,1.7328203707854646,1.1344290887724098,0.8184484137563316,0.18155158624366835,633,0.8184484137563316,0.7352062985594714,0.738434164
D196,0.0,0.0,0.0,0.0,0.616037593,0.4788995415329245,0.664948714,0.764691021,0.834495478,1.0,0.29541665527356326,0.08727100021301931,0.664948714,-0.918581056660925,-0.9493384895288082,0.2684617435350573,0.7315382564649426,1956,0.2684617435350573,0.6546472960240525,0.638775201
D197,0.0,0.0,0.0,0.0,0.0,0.02819151722474007,0.0,0.354974977,0.5161976,0.985416779,0.10936462705282542,0.011960621650403592,0.0,3.9738576782714525,15.773759323329163,0.9333511063716342,0.06664889362836576,249,0.9333511063716342,0.42298552444,0.410832481
D198,0.0,0.0,0.0,0.0,0.188537639,0.18573259548440416,0.350295656,0.505685695,0.6293779850000001,0.85245622,0.1982382204215235,0.03929839203589254,0.350295656,0.47069747263048267,-1.0760044091759595,0.4878699013596374,0.5121300986403625,1642,0.4878699013596374,0.3626668223123373,0.347168524
D199,0.0,0.0,0.0,0.0,0.33272328,0.26595481484590777,0.48432162,0.6856088334999999,0.792093704,1.0,0.26528033637781756,0.07037365686872803,0.48432162,0.24266674585789366,-1.4456877763662483,0.46680885097307384,0.5331911490269261,1706,0.46680885097307384,0.49879825524349997,0.473950708
D200,0.0,0.0,0.0,0.565888535,0.619220858,0.5256194225142629,0.667904603,0.764766813,0.8331817495,1.0,0.2595997738469682,0.06739204258139703,0.10201606799999996,-1.37220905896266,0.28955341254692435,0.1863503065849107,0.8136496934150893,2183,0.1863503065849107,0.6460021146300787,0.634126623
D201,0.257565449,0.257565449,0.257565449,0.257565449,0.623960953,0.5371532222295388,0.806507913,0.9026327465,0.932081053,1.0,0.2706863692104382,0.07327111047632967,0.548942464,0.05484388919036517,-1.7927468580562,0.0,1.0,1804,0.4660090642495335,0.5371532222295388,0.623960953
D202,0.0,0.392671829,0.517189537,0.593172082,0.593172082,0.6456077375414556,0.703307522,0.86650169,0.928966765,1.0,0.10799706006782896,0.011663364983294256,0.11013543999999997,0.7300659484270893,0.9780248434751999,0.00026659557451346307,0.9997334044254865,1712,0.5113303119168222,0.6457798996048,0.593172082
D203,0.0,0.0836,0.0836,0.0836,0.0836,0.17577067000159957,0.0836,0.7102791245,0.842202908,0.976332943,0.20989025092852306,0.04405391743483837,0.0,2.055586853087586,2.6919448049761048,0.00026659557451346307,0.9997334044254865,650,0.8184484137563316,0.17581754218026666,0.0836
D204,0.00399,0.00399,0.00399,0.00399,0.606642217,0.49019066711596904,0.7484311325,0.8561735939999999,0.884800326,1.0,0.31886586699407854,0.1016754411338854,0.7444411325,-0.6253159647912429,-1.2068262566856676,0.0,1.0,2293,0.2684617435350573,0.49019066711596904,0.606642217
D205,0.0324,0.515277023,0.623913634,0.803927892,0.803927892,0.7840955741962146,0.803927892,0.870340508,0.9232838809999999,1.0,0.0741646593952734,0.0055003967032169155,0.0,-2.359891143735182,10.408189023024924,0.0,1.0,1115,0.6888829645427886,0.7840955741962146,0.803927892
D206,0.0,0.0,0.0,0.0,0.0,0.016433905839509464,0.0,0.0,0.666368049,0.979965469,0.10395568703505634,0.010806784866930581,0.0,6.368221049604446,40.04670206659546,0.9749400159957344,0.02505998400426553,92,0.9749400159957344,0.6557827745106384,0.649346842
D207,0.0,0.475037821,0.537569339,0.6565415405,0.705213061,0.6795797427494003,0.705213061,0.733579173,0.900561019,0.974643848,0.07067702429278086,0.0049952417628823355,0.04867152050000001,-0.9192541534199825,6.453249921954338,0.00026659557451346307,0.9997334044254865,1492,0.5795787789922687,0.6797609640141334,0.705213061
D208,0.141123584,0.32998129099999995,0.426190105,0.575174098,0.589387798,0.643615459857638,0.756717077,0.9023490285,0.94027388,0.995062883,0.1388216256894611,0.019271443759064845,0.18154297900000005,0.2333488936014951,-0.2157670271238299,0.0,1.0,2494,0.2708611037056785,0.643615459857638,0.589387798
