reordered_position,feature,variance,zero_fraction
605,D757,0.0011064691690032351,0.9664089576113036
606,D562,0.0011055788886845871,0.9632098107171421
607,D41,0.0011039992115048434,0.8880298587043455
608,D261,0.001101478494623656,0.9666755531858171
609,D550,0.0011011374670695756,0.9717408691015729
610,D85,0.001072711237963944,0.8357771260997068
611,D864,0.0010688295215511318,0.977605971740869
612,D350,0.0010565490411738024,0.9709410823780326
613,D818,0.0010433090928239548,0.9760063982937883
614,D855,0.001039999265532252,0.989069581444948
615,D653,0.0010250409623771615,0.9757398027192749
616,D259,0.001023493983313234,0.9768061850173287
617,D367,0.0010202276923899087,0.9877366035723807
618,D798,0.0010128076957255842,0.9888029858704346
619,D138,0.001008072892971703,0.9546787523327113
620,D497,0.0010063620367901896,0.9725406558251133
621,D383,0.0010059139784946234,0.9898693681684884
622,D650,0.0009995867768595043,0.9762729938683018
623,D551,0.0009939152031175817,0.9794721407624634
624,D529,0.0009930524082466898,0.9784057584644095
625,D743,0.000982513903894305,0.959744068248467
626,D669,0.000980755267282622,0.9818715009330845
627,D907,0.0009761685772682843,0.9818715009330845
628,D522,0.0009747842276287758,0.9706744868035191
629,D758,0.000960902923278858,0.9794721407624634
630,D251,0.000952732604638763,0.9853372434017595
631,D913,0.0009420289734656666,0.9312183417755265
632,D591,0.0009416889713287073,0.9757398027192749
633,D343,0.0009402845693649858,0.9808051186350306
634,D734,0.0009384717162363972,0.9874700079978672
635,D320,0.0009374255754021151,0.9848040522527326
636,D896,0.0009203007237881205,0.9768061850173287
637,D478,0.0009052605013793452,0.9709410823780326
638,D667,0.0009047567333155602,0.9661423620367902
639,D347,0.0008816493379543231,0.9805385230605171
640,D454,0.0008781686216172242,0.9162889896027726
641,D863,0.0008628348045835979,0.9741402292721941
642,D262,0.0008500582447594902,0.9744068248467076
643,D154,0.000841378350246268,0.9109570781125034
644,D944,0.0008409538321253523,0.9869368168488403
645,D706,0.0008382198016312228,0.9725406558251133
646,D593,0.0008344590845254482,0.9882697947214076
647,D587,0.0008324499221386088,0.9346840842442016
648,D884,0.0008322114102905892,0.989069581444948
649,D565,0.0008176048051929521,0.9874700079978672
650,D707,0.0007921773089040833,0.9789389496134364
651,D552,0.0007815499200213278,0.989069581444948
652,D759,0.0007678215882286563,0.9872034124233537
653,D553,0.0007550664918757347,0.9882697947214076
654,D344,0.0007360376261469281,0.9864036256998134
655,D708,0.000730950391068765,0.9848040522527326
656,D289,0.0007272002132764596,0.978139162889896
657,D883,0.0007233866324211673,0.9824046920821115
658,D396,0.0007198084074611638,0.9898693681684884
659,D268,0.0007162372750284349,0.9880031991468942
660,D665,0.0007161146206384265,0.9264196214342842
661,D908,0.0007102505998400427,0.9866702212743268
662,D465,0.000705091933767812,0.9770727805918422
663,D946,0.0006905774836404388,0.9885363902959211
664,D817,0.0006828028081400516,0.9714742735270594
665,D264,0.000674473473740336,0.9893361770194615
666,D615,0.000649731182795699,0.9842708611037057
667,D666,0.0006369959045233803,0.9488136496934151
668,D882,0.000618027100894237,0.9549453479072247
669,D803,0.0006175834011468847,0.93148493735004
670,D508,0.000571516484493024,0.9896027725939749
671,D771,0.0005631789824046429,0.9592108770994402
672,D774,0.0005394852915883587,0.9765395894428153
673,D95,0.0005383198694845191,0.0007997867235403892
674,D144,0.0005375484275470387,0.942415355905092
675,D134,0.0005296630799569971,0.9762729938683018
676,D770,0.0005260706823910085,0.9472140762463344
677,D772,0.00047727182786294175,0.9736070381231672
678,D183,0.00046678626518582476,0.00026659557451346307
679,D530,0.00046621624214724863,0.9869368168488403
680,D780,0.00045949732612536663,0.9896027725939749
681,D567,0.000445066052089099,0.9880031991468942
682,D898,0.0004195583894873234,0.9885363902959211
683,D796,0.00041674788945170177,0.9805385230605171
684,D466,0.0003981429729279459,0.9789389496134364
685,D486,0.00037823113568781377,0.9893361770194615
686,D321,0.00036722429574335725,0.9888029858704346
687,D578,0.00036717875233271133,0.9896027725939749
688,D773,0.0003298806716846092,0.9784057584644095
689,D21,0.00024417108122815913,0.0007997867235403892
690,D148,0.00022783859091984285,0.9800053319114903
691,D263,0.00021207900115524753,0.9794721407624634
692,D630,0.00019226540166810622,0.9848040522527326
693,D467,0.00017056038389762728,0.989069581444948
694,D631,0.00011919723469251338,0.9832044788056519
