component,component_number,cluster_0_mean,cluster_1_mean,cluster_0_median,cluster_1_median,mean_difference_1_minus_0,median_difference_1_minus_0,cohen_d_1_minus_0,mann_whitney_u,mann_whitney_p_value,rank_biserial_1_minus_0,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_cohen_d
PC153,153,0.0012995987298750396,-0.06547841271891174,0.012675131746711001,-0.409331959233815,-0.06677801144878677,-0.42200709098052597,-0.08009872045731134,123645.0,0.24724419786690965,-0.07897383181747075,0.4921138524645169,False,0.08009872045731134
PC81,81,0.0018342746871574118,-0.0924172917721318,-0.02375452419417675,-0.0287895537565564,-0.09425156645928921,-0.00503502956237965,-0.07657913882697504,131802.0,0.789624983901899,-0.01821269749044674,0.880257635872311,False,0.07657913882697504
PC104,104,0.0015342027315301656,-0.07729859789818948,-0.0528846893372533,-0.1313011691313057,-0.07883280062971965,-0.07841647979405242,-0.07308436779635337,129906.0,0.6356918443679086,-0.03233591812107528,0.7833072049841681,False,0.07308436779635337
PC143,143,-0.0012372424484876072,0.06233668117175041,0.0115669649980429,-0.1773391554964,0.06357392362023802,-0.18890612049444291,0.07215028498752847,128886.0,0.558510263753814,-0.03993385327046417,0.7383695012338558,False,0.07215028498752847
PC6,6,-0.005822677188663944,0.2933672150672005,-0.7579203588578168,-2.521365161121849,0.29918989225586445,-1.7634448022640323,0.06891406949151516,114706.0,0.03295022312256509,-0.14556004975902626,0.17283752762533144,False,0.06891406949151516
PC43,43,0.0021888118023306604,-0.11028013436947676,-0.04926570145606575,0.9898179088051388,-0.11246894617180742,1.0390836102612044,-0.0652660802775218,162066.0,0.0023960678751292538,0.20722250776553675,0.02491910590134424,True,0.0652660802775218
PC134,134,-0.0011690258081418425,0.0588996838677438,0.0073052160485751,-0.3425206122499989,0.060068709675885644,-0.349825828298574,0.06519139977926629,123156.0,0.2261103414574529,-0.0826163713155601,0.4882865695866343,False,0.06519139977926629
PC74,74,0.0015879324119351924,-0.08000569056298037,0.0322251466980751,-0.2315277020418249,-0.08159362297491557,-0.2637528487399,-0.06279184437945838,125115.0,0.3189440458819913,-0.06802386645511627,0.540112652025264,False,0.06279184437945838
PC113,113,-0.0012194059900407814,0.061438016868088606,-0.044369374807158496,0.3005005483006368,0.06265742285812939,0.3448699231077953,0.061200734813311494,144805.0,0.2492115022095951,0.07864607775220311,0.4921138524645169,False,0.061200734813311494
PC145,145,-0.0009814054945289177,0.04944670423119675,0.00828557206541905,0.1906262282229444,0.050428109725725666,0.18234065615752534,0.05794013234456949,140011.0,0.5293229163651723,0.042935782550075574,0.7280564803593732,False,0.05794013234456949
PC82,82,-0.0013563208237587874,0.06833627383266862,-0.02782847118615345,-0.0386089747224787,0.06969259465642741,-0.010780503536325248,0.05668598211193514,133213.0,0.9101904986310417,-0.0077022205337922145,0.9403292568638577,False,0.05668598211193514
PC139,139,-0.0009818293896188776,0.04946806157559789,-0.020934824989628002,0.2035245594711537,0.050449890965216765,0.2244593844607817,0.056471893760779796,144695.0,0.25417755336329617,0.07782669258903363,0.4956462290584276,False,0.056471893760779796
PC90,90,0.0012665247857329305,-0.06381202961542641,-0.006843540860550799,0.1274262673707147,-0.06507855440115934,0.1342698082312655,-0.05564944704470493,138775.0,0.621207017941305,0.03372887289846327,0.7752663583907485,False,0.05564944704470493
PC138,138,-0.0009516311004253787,0.04794656421047106,0.012846455421733051,0.003360793926119,0.04889819531089644,-0.009485661495614051,0.05417536556292273,138551.0,0.6385746516730058,0.03206030674800919,0.7833072049841681,False,0.05417536556292273
PC2,2,-0.006044724719583464,0.30455476052913666,-0.1007475234162189,-8.674519347789674,0.3105994852487201,-8.573771824373456,0.05221218589438752,118839.0,0.09264538372356688,-0.11477351449194395,0.3284699968381008,False,0.05221218589438752
PC39,39,0.0017987493544637104,-0.09062739898243723,-0.0629887056237182,-0.2349325541923466,-0.09242614833690094,-0.1719438485686284,-0.05150435800429552,136419.0,0.8126553494200586,0.016179132494580806,0.8803766285383967,False,0.05150435800429552
PC98,98,0.0010037963385593851,-0.050574834701659716,-0.0579285057050659,0.1512133837101633,-0.0515786310402191,0.2091418894152292,-0.04614792018065588,140823.0,0.4729649580414006,0.04898433484547149,0.6866767594370677,False,0.04614792018065588
PC149,149,0.0007523261129883049,-0.03790486909000565,-0.0059637682404783,0.4157037084270069,-0.03865719520299395,0.42166747666748516,-0.04528573983319366,135690.0,0.8749001890258108,0.010748843549576614,0.9333053147481218,False,0.04528573983319366
PC33,33,-0.0016894021077971384,0.08511809523942465,-0.11055748075110841,0.4132861058621808,0.08680749734722179,0.5238435866132892,0.045240646514975745,137000.0,0.7638618739434238,0.020506975947321093,0.8697989221545556,False,0.045240646514975745
PC131,131,-0.0007954386660075911,0.04007703306268576,-0.0156124198716593,0.08868318397736,0.04087247172869335,0.1042956038490193,0.04373477064436362,138338.0,0.655275574039142,0.03047367911387222,0.7924262755822183,False,0.04373477064436362
PC99,99,0.0009450769343887577,-0.047616341981949896,-0.0091727603564051,0.0306724259848508,-0.04856141891633865,0.0398451863412559,-0.04365604452503555,128552.0,0.5342646890998037,-0.04242180458408751,0.7280564803593732,False,0.04365604452503555
PC38,38,-0.0013336399159844256,0.06719352891768268,0.058718432202496146,-0.1037273206938483,0.06852716883366711,-0.16244575289634444,0.03761519974259877,131263.0,0.7447079717472862,-0.02222768478997672,0.8630338338639472,False,0.03761519974259877
PC114,114,-0.000686705228044275,0.0345986551883117,-0.0161426521081691,-0.0804194627205089,0.03528536041635597,-0.06427681061233981,0.034687723740669675,133931.0,0.9725308309461684,-0.002353870105104794,0.9829224210064897,False,0.034687723740669675
PC97,97,0.0007542396985177848,-0.038001282344496935,0.0034405036564192004,-0.26748541296625,-0.03875552204301472,-0.2709259166226692,-0.03436113408820667,122294.0,0.19205642041089888,-0.08903737141239654,0.47556827911270194,False,0.03436113408820667
PC132,132,-0.0006160755081672694,0.031040078342999666,-0.020456529450172498,0.0761761342816292,0.031656153851166935,0.0966326637318017,0.03410934389926241,137634.0,0.7116735538912669,0.025229614069588235,0.8474891176109742,False,0.03410934389926241
PC101,101,-0.0006724640633942121,0.03388113459129742,-0.0088832062171377,0.3620180530091248,0.03455359865469163,0.3709012592262625,0.03150106739713807,144290.0,0.27305315046684775,0.07480986539736456,0.5132083309979307,False,0.03150106739713807
PC45,45,-0.0008143277542993289,0.041028732607030605,0.0094820899316287,-0.0560487970294439,0.04184306036132993,-0.0655308869610726,0.02505359310746523,128586.0,0.5367083028290252,-0.042168540079107864,0.7280564803593732,False,0.02505359310746523
PC122,122,0.00046992922026529874,-0.023676707837466338,-0.0116320753121525,0.1069978861407578,-0.024146637057731637,0.1186299614529103,-0.024808843348104074,139180.0,0.5903403221590177,0.03674570009013234,0.7603264158673757,False,0.024808843348104074
PC41,41,0.0007955111244501461,-0.04008068377708994,-0.034143735258764005,0.5877940600725684,-0.04087619490154008,0.6219377953313324,-0.02331593259319298,143257.0,0.32545249545112065,0.06711509381960123,0.540112652025264,False,0.02331593259319298
PC100,100,0.0004836824114678181,-0.024369642594230686,-0.0256788459639806,-0.0080396390318715,-0.024853325005698503,0.0176392069321091,-0.02251579282837786,133331.0,0.9204082328444922,-0.0068232437223922915,0.9446295021298736,False,0.02251579282837786
PC19,19,-0.000999841852958317,0.05037559363261206,-0.30664010252834784,0.1611423496024622,0.05137543548557038,0.46778245213081004,0.020476873348806556,137352.0,0.7347367866071604,0.023129008469463086,0.8617965316595264,False,0.020476873348806556
PC130,130,0.0003658415744571334,-0.018432401518534855,-0.0237726698325714,-0.248264494652176,-0.01879824309299199,-0.2244918248196046,-0.020059425454612603,128582.0,0.5364205273590716,-0.042198335903223194,0.7280564803593732,False,0.020059425454612603
PC120,120,-0.0003202278665133909,0.016134220452550786,0.016909465981148952,-0.323256361182786,0.016454448319064178,-0.34016582716393495,0.016774487833098175,122912.0,0.21606108827836012,-0.08443391658659039,0.4882865695866343,False,0.016774487833098175
PC129,129,-0.0002573417705340538,0.012965794959227256,-0.01693454496880075,-0.0603419466532626,0.01322313672976131,-0.04340740168446185,0.014029284772420367,135291.0,0.909325247258911,0.007776710094080208,0.9403292568638577,False,0.014029284772420367
PC96,96,0.0003050303345143716,-0.015368514662242485,-0.019964015376162,-0.374883466026966,-0.015673544996756855,-0.354919450650804,-0.01386429734548332,122839.0,0.2131180075646696,-0.08497769037669367,0.4882865695866343,False,0.01386429734548332
PC9,9,0.000594979761528472,-0.029977199491801273,-0.09687525207027535,0.6289583321286791,-0.030572179253329744,0.7258335841989545,-0.008234291671793422,138498.0,0.6427136040895738,0.031665512078482116,0.7833072049841681,False,0.008234291671793422
PC58,58,0.00021647863659602525,-0.010906964731505337,0.0366052056382526,0.2208700057402582,-0.011123443368101362,0.1842648001020056,-0.007440364558951458,139378.0,0.5755114684182258,0.03822059338383732,0.7514588709135162,False,0.007440364558951458
PC37,37,-8.949970980882499e-05,0.004509314146259841,-0.0160077831785001,-0.3644021850101526,0.004598813856068667,-0.3483944018316525,0.002486507350507707,126558.0,0.40139171594274503,-0.05727502290553976,0.6079330843404682,False,0.002486507350507707
PC54,54,9.160211740466188e-06,-0.00046152409289426313,0.040312103417403544,0.1627012175539969,-0.0004706843046347293,0.12238911413659337,-0.00030382737987763516,131969.0,0.8036927131964497,-0.01696872183363507,0.880257635872311,False,0.00030382737987763516
