row_index,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k3,mixed_balanced_k4
1144,1,1,0,1,0
1145,1,1,0,1,0
1146,0,0,1,2,2
1147,0,0,1,2,2
1148,0,0,1,2,2
1149,1,1,0,1,0
1150,0,0,1,2,2
1151,0,0,1,2,2
1152,1,3,0,1,1
1153,1,2,1,0,3
1154,0,0,1,2,2
1155,0,0,1,2,2
1156,1,1,0,1,0
1157,1,2,1,0,3
1158,1,2,1,0,3
1159,1,2,1,0,3
1160,1,2,1,0,3
1161,0,0,1,2,2
1162,1,3,0,1,1
1163,1,1,0,1,0
1164,0,0,1,2,2
1165,1,2,1,0,3
1166,1,1,0,1,0
1167,1,2,1,0,3
1168,1,3,0,1,1
1169,1,1,0,1,0
1170,1,1,0,1,0
1171,1,3,0,1,1
1172,1,2,1,0,3
1173,1,2,1,0,3
1174,1,2,1,0,3
1175,1,1,0,1,0
1176,0,0,1,2,2
1177,1,1,0,1,0
1178,1,1,0,1,0
1179,1,3,0,1,1
1180,1,3,0,1,1
1181,1,1,0,1,0
1182,0,0,1,2,2
1183,1,2,1,0,3
1184,1,3,0,1,1
1185,1,1,0,1,0
1186,1,1,0,1,0
1187,1,3,0,1,1
1188,1,2,1,0,3
1189,1,2,1,0,3
1190,1,2,1,0,3
1191,1,3,0,1,1
1192,1,3,0,1,1
1193,0,0,1,2,2
1194,1,2,1,0,3
1195,1,2,1,0,3
1196,1,1,0,1,0
1197,1,2,1,0,3
1198,0,0,1,2,2
1199,0,0,1,2,2
1200,1,3,0,1,1
1201,1,1,0,1,0
1202,0,0,1,2,2
1203,1,1,0,1,0
1204,1,2,1,0,3
1205,0,0,1,2,2
1206,1,1,0,1,0
1207,1,2,1,0,3
1208,1,2,1,0,3
1209,1,1,0,1,0
1210,1,1,0,1,0
1211,1,3,0,1,1
1212,1,3,0,1,1
1213,1,1,0,1,0
1214,1,3,0,1,1
1215,1,2,1,0,3
1216,1,1,0,1,0
1217,1,1,0,1,0
1218,0,0,1,2,2
1219,1,1,0,1,0
1220,1,2,1,0,3
1221,1,3,0,1,1
1222,1,1,0,1,0
1223,1,2,1,0,3
1224,1,2,1,0,3
1225,1,2,1,0,3
1226,0,0,1,2,2
1227,1,3,0,1,1
1228,1,2,1,0,3
1229,1,2,1,0,3
1230,1,1,0,1,0
1231,1,3,0,1,1
1232,1,2,1,0,3
1233,1,2,1,0,3
1234,0,0,1,2,2
1235,1,2,1,0,3
1236,1,1,0,1,0
1237,1,2,1,0,3
1238,0,0,1,2,2
1239,1,2,1,0,3
1240,1,1,0,1,0
1241,1,2,1,0,3
1242,1,2,1,0,3
1243,1,2,1,0,3
1244,1,3,0,1,1
1245,1,2,1,0,3
1246,0,0,1,2,2
1247,1,1,0,1,0
1248,1,2,1,0,3
1249,1,1,0,1,0
1250,0,0,1,2,2
1251,1,2,1,0,3
1252,0,0,1,2,2
1253,0,0,1,2,2
1254,1,3,0,1,1
1255,1,1,0,1,0
1256,1,1,0,1,0
1257,1,1,0,1,0
1258,0,0,1,2,2
1259,1,2,1,0,3
1260,1,2,1,0,3
1261,1,2,1,0,3
1262,1,2,1,0,3
1263,1,1,0,1,0
1264,1,2,1,0,3
1265,0,0,1,2,2
1266,1,2,1,0,3
1267,0,0,1,2,2
1268,0,0,1,2,2
1269,0,0,1,2,2
1270,1,1,0,1,0
1271,1,2,1,0,3
1272,1,1,0,1,0
1273,1,3,0,1,1
1274,1,1,0,1,0
1275,0,0,1,2,2
1276,1,2,1,0,3
1277,0,0,1,2,2
1278,1,3,0,1,1
1279,1,2,1,0,3
1280,1,2,1,0,3
1281,1,3,0,1,1
1282,0,0,1,2,2
1283,1,2,1,0,3
1284,0,0,1,2,2
1285,1,1,0,1,0
1286,0,0,1,2,2
1287,1,1,0,1,0
1288,0,0,1,2,2
1289,1,2,1,0,3
1290,1,2,1,0,3
1291,1,3,0,1,1
1292,1,2,1,0,3
1293,1,2,1,0,3
1294,1,3,0,1,1
1295,0,0,1,2,2
1296,0,0,1,2,2
1297,1,1,0,1,0
1298,1,3,0,1,1
1299,1,1,0,1,0
1300,0,0,1,2,2
1301,1,1,0,1,0
1302,0,0,1,2,2
1303,1,2,1,0,3
1304,0,0,1,2,2
1305,1,2,1,0,3
1306,0,0,1,2,2
1307,1,2,1,0,3
1308,1,1,0,1,0
1309,0,0,1,2,2
1310,0,0,1,2,2
1311,1,2,1,0,3
1312,1,2,1,0,3
1313,1,2,1,0,3
1314,1,1,0,1,0
1315,1,3,0,1,1
1316,0,0,1,2,2
1317,1,1,0,1,0
1318,1,1,0,1,0
1319,1,1,0,1,0
1320,1,1,0,1,0
1321,1,1,0,1,0
1322,1,2,1,0,3
1323,0,0,1,2,2
1324,1,2,1,0,3
1325,0,0,1,2,2
1326,1,1,0,1,0
1327,0,0,1,2,2
1328,1,1,0,1,0
1329,0,0,1,2,2
1330,0,0,1,2,2
1331,1,2,1,0,3
1332,1,2,1,0,3
1333,1,1,0,1,0
1334,1,3,0,1,1
1335,1,3,0,1,1
1336,1,3,0,1,1
1337,1,1,0,1,0
1338,1,1,0,1,0
1339,1,2,1,0,3
1340,1,2,1,0,3
1341,1,2,1,0,3
1342,1,2,1,0,3
1343,1,2,1,0,3
1344,0,0,1,2,2
1345,1,1,0,1,0
1346,0,0,1,2,2
1347,1,1,0,1,0
1348,0,0,1,2,2
1349,0,0,1,2,2
1350,1,3,0,1,1
1351,1,1,0,1,0
1352,1,2,1,0,3
1353,0,0,1,2,2
1354,1,3,0,1,1
1355,0,0,1,2,2
1356,1,3,0,1,1
1357,1,3,0,1,1
1358,1,3,0,1,1
1359,1,1,0,1,0
1360,1,1,0,1,0
1361,0,0,1,2,2
1362,1,2,1,0,3
1363,1,1,0,1,0
1364,0,0,1,2,2
1365,1,1,0,1,0
1366,1,3,0,1,1
1367,1,2,1,0,3
1368,1,2,1,0,3
1369,1,2,1,0,3
1370,1,2,1,0,3
1371,0,0,1,2,2
1372,0,0,1,2,2
1373,1,2,1,0,3
1374,1,2,1,0,3
1375,0,0,1,2,2
1376,1,2,1,0,3
1377,1,2,1,0,3
1378,1,2,1,0,3
1379,1,1,0,1,0
1380,0,0,1,2,2
1381,1,2,1,0,3
1382,0,0,1,2,2
1383,1,2,1,0,3
1384,1,2,1,0,3
1385,1,2,1,0,3
1386,1,1,0,1,0
1387,1,2,1,0,3
1388,0,0,1,2,2
1389,1,2,1,0,3
1390,1,1,0,1,0
1391,1,2,1,0,3
1392,1,1,0,1,0
1393,1,2,1,0,3
1394,1,2,1,0,3
1395,0,0,1,2,2
1396,1,2,1,0,3
1397,1,2,1,0,3
1398,1,2,1,0,3
1399,0,0,1,2,2
1400,1,1,0,1,0
1401,1,1,0,1,0
1402,0,0,1,2,2
1403,1,1,0,1,0
1404,1,3,0,1,1
1405,1,1,0,1,0
1406,0,0,1,2,2
1407,1,1,0,1,0
1408,1,2,1,0,3
1409,1,1,0,1,0
1410,1,1,0,1,0
1411,1,2,1,0,3
1412,0,0,1,2,2
1413,1,2,1,0,3
1414,0,0,1,2,2
1415,0,0,1,2,2
1416,1,1,0,1,0
1417,1,1,0,1,0
1418,0,0,1,2,2
1419,1,1,0,1,0
1420,1,3,0,1,1
1421,1,2,1,0,3
1422,1,2,1,0,3
1423,1,1,0,1,0
1424,1,2,1,0,3
1425,1,3,0,1,1
1426,1,3,0,1,1
1427,1,2,1,0,3
1428,1,2,1,0,3
1429,1,2,1,0,3
1430,0,0,1,2,2
1431,1,2,1,0,3
1432,0,0,1,2,2
1433,1,2,1,0,3
1434,0,0,1,2,2
1435,1,1,0,1,0
1436,1,2,1,0,3
1437,1,1,0,1,0
1438,1,2,1,0,3
1439,1,2,1,0,3
1440,1,3,0,1,1
1441,1,2,1,0,3
1442,0,0,1,2,2
1443,1,3,0,1,1
1444,0,0,1,2,2
1445,1,3,0,1,1
1446,1,1,0,1,0
1447,1,3,0,1,1
1448,1,3,0,1,1
1449,1,2,1,0,3
1450,1,1,0,1,0
1451,1,2,1,0,3
1452,1,3,0,1,1
1453,1,3,0,1,1
1454,1,1,0,1,0
1455,0,0,1,2,2
1456,1,3,0,1,1
1457,1,1,0,1,0
1458,0,0,1,2,2
1459,1,1,0,1,0
1460,1,2,1,0,3
1461,1,1,0,1,0
1462,1,2,1,0,3
1463,1,2,1,0,3
1464,0,0,1,2,2
1465,1,2,1,0,3
1466,1,2,1,0,3
1467,0,0,1,2,2
1468,1,2,1,0,3
1469,1,2,1,0,3
1470,0,0,1,2,2
1471,1,2,1,0,3
1472,1,2,1,0,3
1473,1,2,1,0,3
1474,1,2,1,0,3
1475,1,2,1,0,3
1476,1,2,1,0,3
1477,1,2,1,0,3
1478,1,3,0,1,1
1479,1,1,0,1,0
1480,1,3,0,1,1
1481,0,0,1,2,2
1482,0,0,1,2,2
1483,1,1,0,1,0
1484,1,2,1,0,3
1485,1,3,0,1,1
1486,1,1,0,1,0
1487,1,2,1,0,3
1488,1,1,0,1,0
1489,1,2,1,0,3
1490,1,2,1,0,3
1491,0,0,1,2,2
1492,1,3,0,1,1
1493,1,1,0,1,0
1494,0,0,1,2,2
1495,0,0,1,2,2
1496,1,2,1,0,3
1497,1,2,1,0,3
1498,1,2,1,0,3
1499,1,1,0,1,0
1500,0,0,1,2,2
1501,1,1,0,1,0
1502,1,2,1,0,3
1503,0,0,1,2,2
1504,0,0,1,2,2
1505,1,2,1,0,3
1506,1,2,1,0,3
1507,1,2,1,0,3
1508,0,0,1,2,2
1509,1,1,0,1,0
1510,1,1,0,1,0
1511,1,3,0,1,1
1512,0,0,1,2,2
1513,1,3,0,1,1
1514,1,2,1,0,3
1515,1,2,1,0,3
1516,1,2,1,0,3
1517,1,1,0,1,0
1518,0,0,1,2,2
1519,0,0,1,2,2
1520,1,3,0,1,1
1521,1,1,0,1,0
1522,1,1,0,1,0
1523,1,1,0,1,0
1524,1,3,0,1,1
1525,1,2,1,0,3
1526,1,2,1,0,3
1527,1,2,1,0,3
1528,1,2,1,0,3
1529,1,1,0,1,0
1530,1,1,0,1,0
1531,1,1,0,1,0
1532,1,1,0,1,0
1533,1,1,0,1,0
1534,1,1,0,1,0
1535,1,2,1,0,3
1536,1,2,1,0,3
1537,0,0,1,2,2
1538,1,2,1,0,3
1539,1,2,1,0,3
1540,0,0,1,2,2
1541,1,2,1,0,3
1542,1,1,0,1,0
1543,1,2,1,0,3
1544,1,2,1,0,3
1545,1,1,0,1,0
1546,1,2,1,0,3
1547,1,3,0,1,1
1548,1,3,0,1,1
1549,1,2,1,0,3
1550,1,2,1,0,3
1551,0,0,1,2,2
1552,0,0,1,2,2
1553,0,0,1,2,2
1554,0,0,1,2,2
1555,0,0,1,2,2
1556,1,2,1,0,3
1557,1,2,1,0,3
1558,1,3,0,1,1
1559,1,3,0,1,1
1560,0,0,1,2,2
1561,1,2,1,0,3
1562,1,3,0,1,1
1563,1,2,1,0,3
1564,1,2,1,0,3
1565,1,2,1,0,3
1566,1,1,0,1,0
1567,1,2,1,0,3
1568,1,1,0,1,0
1569,0,0,1,2,2
1570,1,2,1,0,3
1571,1,1,0,1,0
1572,1,1,0,1,0
1573,1,2,1,0,3
1574,0,0,1,2,2
1575,0,0,1,2,2
1576,1,2,1,0,3
1577,1,1,0,1,0
1578,1,2,1,0,3
1579,0,0,1,2,2
1580,0,0,1,2,2
1581,0,0,1,2,2
1582,0,0,1,2,2
1583,1,1,0,1,0
1584,0,0,1,2,2
1585,0,0,1,2,2
1586,0,0,1,2,2
1587,1,1,0,1,0
1588,1,1,0,1,0
1589,1,1,0,1,0
1590,1,1,0,1,0
1591,0,0,1,2,2
1592,1,2,1,0,3
1593,1,2,1,0,3
1594,0,0,1,2,2
1595,0,0,1,2,2
1596,1,2,1,0,3
1597,1,2,1,0,3
1598,1,1,0,1,0
1599,1,1,0,1,0
1600,1,1,0,1,0
1601,0,0,1,2,2
1602,1,2,1,0,3
1603,1,2,1,0,3
1604,0,0,1,2,2
1605,1,2,1,0,3
1606,1,2,1,0,3
1607,1,2,1,0,3
1608,1,2,1,0,3
1609,1,3,0,1,1
1610,1,1,0,1,0
1611,1,2,1,0,3
1612,1,3,0,1,1
1613,1,2,1,0,3
1614,0,0,1,2,2
1615,1,2,1,0,3
1616,1,2,1,0,3
1617,1,1,0,1,0
1618,1,1,0,1,0
1619,1,1,0,1,0
1620,1,3,0,1,1
1621,1,2,1,0,3
1622,1,3,0,1,1
1623,1,2,1,0,3
1624,1,3,0,1,1
1625,1,1,0,1,0
1626,1,3,0,1,1
1627,1,1,0,1,0
1628,0,0,1,2,2
1629,0,0,1,2,2
1630,1,2,1,0,3
1631,1,2,1,0,3
1632,0,0,1,2,2
1633,0,0,1,2,2
1634,1,3,0,1,1
1635,0,0,1,2,2
1636,1,2,1,0,3
1637,1,3,0,1,1
1638,1,2,1,0,3
1639,1,2,1,0,3
1640,1,2,1,0,3
1641,1,1,0,1,0
1642,0,0,1,2,2
1643,0,0,1,2,2
1644,0,0,1,2,2
1645,1,1,0,1,0
1646,0,0,1,2,2
1647,1,1,0,1,0
1648,0,0,1,2,2
1649,0,0,1,2,2
1650,1,2,1,0,3
1651,0,0,1,2,2
1652,1,2,1,0,3
1653,1,2,1,0,3
1654,1,3,0,1,1
1655,0,0,1,2,2
1656,0,0,1,2,2
1657,1,1,0,1,0
1658,0,0,1,2,2
1659,0,0,1,2,2
1660,1,2,1,0,3
1661,0,0,1,2,2
1662,1,3,0,1,1
1663,1,2,1,0,3
1664,1,3,0,1,1
1665,1,1,0,1,0
1666,1,2,1,0,3
1667,0,0,1,2,2
1668,1,1,0,1,0
1669,0,0,1,2,2
1670,0,0,1,2,2
1671,1,3,0,1,1
1672,1,2,1,0,3
1673,0,0,1,2,2
1674,1,2,1,0,3
1675,1,2,1,0,3
1676,1,2,1,0,3
1677,0,0,1,2,2
1678,1,2,1,0,3
1679,0,0,1,2,2
1680,0,0,1,2,2
1681,1,3,0,1,1
1682,1,2,1,0,3
1683,0,0,1,2,2
1684,1,2,1,0,3
1685,0,0,1,2,2
1686,1,1,0,1,0
1687,0,0,1,2,2
1688,1,1,0,1,0
1689,1,2,1,0,3
1690,0,0,1,2,2
1691,1,3,0,1,1
1692,0,0,1,2,2
1693,1,2,1,0,3
1694,1,1,0,1,0
1695,1,1,0,1,0
1696,1,2,1,0,3
1697,1,1,0,1,0
1698,0,0,1,2,2
1699,1,3,0,1,1
1700,0,0,1,2,2
1701,1,2,1,0,3
1702,0,0,1,2,2
1703,1,3,0,1,1
1704,1,2,1,0,3
1705,1,1,0,1,0
1706,1,2,1,0,3
1707,0,0,1,2,2
1708,1,1,0,1,0
1709,1,3,0,1,1
1710,1,1,0,1,0
1711,1,1,0,1,0
1712,0,0,1,2,2
1713,1,2,1,0,3
1714,1,1,0,1,0
1715,0,0,1,2,2
1716,1,2,1,0,3
1717,1,1,0,1,0
1718,1,3,0,1,1
1719,0,0,1,2,2
1720,0,0,1,2,2
1721,1,3,0,1,1
1722,1,2,1,0,3
1723,1,1,0,1,0
1724,1,2,1,0,3
1725,1,1,0,1,0
1726,1,1,0,1,0
1727,1,1,0,1,0
1728,1,3,0,1,1
1729,1,1,0,1,0
1730,0,0,1,2,2
1731,1,2,1,0,3
1732,1,2,1,0,3
1733,1,1,0,1,0
1734,0,0,1,2,2
1735,1,2,1,0,3
1736,0,0,1,2,2
1737,1,2,1,0,3
1738,0,0,1,2,2
1739,0,0,1,2,2
1740,1,2,1,0,3
1741,1,3,0,1,1
1742,0,0,1,2,2
1743,1,1,0,1,0
1744,0,0,1,2,2
1745,1,3,0,1,1
1746,1,1,0,1,0
1747,0,0,1,2,2
1748,0,0,1,2,2
1749,1,2,1,0,3
1750,1,2,1,0,3
1751,1,1,0,1,0
1752,0,0,1,2,2
1753,1,2,1,0,3
1754,0,0,1,2,2
1755,1,1,0,1,0
1756,1,3,0,1,1
1757,1,2,1,0,3
1758,1,1,0,1,0
1759,0,0,1,2,2
1760,1,2,1,0,3
1761,0,0,1,2,2
1762,0,0,1,2,2
1763,1,2,1,0,3
1764,1,2,1,0,3
1765,0,0,1,2,2
1766,1,1,0,1,0
1767,1,2,1,0,3
1768,1,1,0,1,0
1769,1,1,0,1,0
1770,1,2,1,0,3
1771,1,1,0,1,0
1772,0,0,1,2,2
1773,0,0,1,2,2
1774,1,1,0,1,0
1775,1,1,0,1,0
1776,1,2,1,0,3
1777,1,1,0,1,0
1778,1,2,1,0,3
1779,0,0,1,2,2
1780,1,2,1,0,3
1781,1,2,1,0,3
1782,1,1,0,1,0
1783,1,1,0,1,0
1784,1,1,0,1,0
1785,0,0,1,2,2
1786,1,2,1,0,3
1787,1,2,1,0,3
1788,1,3,0,1,1
1789,1,1,0,1,0
1790,0,0,1,2,2
1791,0,0,1,2,2
1792,1,2,1,0,3
1793,1,2,1,0,3
1794,1,3,0,1,1
1795,1,2,1,0,3
1796,0,0,1,2,2
1797,1,3,0,1,1
1798,0,0,1,2,2
1799,0,0,1,2,2
1800,1,2,1,0,3
1801,1,2,1,0,3
1802,1,1,0,1,0
1803,1,1,0,1,0
1804,0,0,1,2,2
1805,1,2,1,0,3
1806,1,2,1,0,3
1807,1,1,0,1,0
1808,0,0,1,2,2
1809,0,0,1,2,2
1810,1,2,1,0,3
1811,0,0,1,2,2
1812,1,1,0,1,0
1813,0,0,1,2,2
1814,0,0,1,2,2
1815,1,3,0,1,1
1816,1,2,1,0,3
1817,0,0,1,2,2
1818,1,1,0,1,0
1819,1,2,1,0,3
1820,0,0,1,2,2
1821,1,2,1,0,3
1822,0,0,1,2,2
1823,1,1,0,1,0
1824,1,2,1,0,3
1825,1,1,0,1,0
1826,1,1,0,1,0
1827,1,2,1,0,3
1828,1,3,0,1,1
1829,1,2,1,0,3
1830,1,1,0,1,0
1831,1,2,1,0,3
1832,1,3,0,1,1
1833,1,3,0,1,1
1834,1,1,0,1,0
1835,0,0,1,2,2
1836,1,1,0,1,0
1837,1,2,1,0,3
1838,1,2,1,0,3
1839,0,0,1,2,2
1840,0,0,1,2,2
1841,1,2,1,0,3
1842,1,1,0,1,0
1843,1,2,1,0,3
1844,1,1,0,1,0
1845,1,3,0,1,1
1846,0,0,1,2,2
1847,1,1,0,1,0
1848,1,1,0,1,0
1849,1,2,1,0,3
1850,0,0,1,2,2
1851,0,0,1,2,2
1852,1,2,1,0,3
1853,1,2,1,0,3
1854,0,0,1,2,2
1855,1,3,0,1,1
1856,1,1,0,1,0
1857,1,2,1,0,3
1858,1,2,1,0,3
1859,1,3,0,1,1
1860,1,2,1,0,3
1861,1,2,1,0,3
1862,1,3,0,1,1
1863,1,1,0,1,0
1864,1,1,0,1,0
1865,1,2,1,0,3
1866,1,2,1,0,3
1867,1,1,0,1,0
1868,1,2,1,0,3
1869,1,1,0,1,0
1870,1,2,1,0,3
1871,1,1,0,1,0
1872,1,2,1,0,3
1873,1,2,1,0,3
1874,1,1,0,1,0
1875,0,0,1,2,2
1876,1,2,1,0,3
1877,1,2,1,0,3
1878,0,0,1,2,2
1879,1,1,0,1,0
1880,1,2,1,0,3
1881,1,1,0,1,0
1882,1,2,1,0,3
1883,1,2,1,0,3
1884,1,2,1,0,3
1885,1,3,0,1,1
1886,1,3,0,1,1
1887,1,3,0,1,1
1888,1,2,1,0,3
1889,0,0,1,2,2
1890,1,1,0,1,0
1891,1,2,1,0,3
1892,1,2,1,0,3
1893,1,2,1,0,3
1894,1,2,1,0,3
1895,1,2,1,0,3
1896,1,1,0,1,0
1897,0,0,1,2,2
1898,1,2,1,0,3
1899,1,2,1,0,3
1900,0,0,1,2,2
1901,1,2,1,0,3
1902,1,2,1,0,3
1903,0,0,1,2,2
1904,0,0,1,2,2
1905,1,1,0,1,0
1906,0,0,1,2,2
1907,1,2,1,0,3
1908,0,0,1,2,2
1909,1,2,1,0,3
1910,1,2,1,0,3
1911,0,0,1,2,2
1912,1,2,1,0,3
1913,1,2,1,0,3
1914,1,1,0,1,0
1915,0,0,1,2,2
1916,1,2,1,0,3
1917,1,2,1,0,3
1918,1,2,1,0,3
1919,0,0,1,2,2
1920,1,1,0,1,0
1921,1,2,1,0,3
1922,0,0,1,2,2
1923,1,2,1,0,3
1924,1,2,1,0,3
1925,1,2,1,0,3
1926,1,3,0,1,1
1927,1,3,0,1,1
1928,0,0,1,2,2
1929,1,2,1,0,3
1930,1,3,0,1,1
1931,1,1,0,1,0
1932,1,1,0,1,0
1933,1,3,0,1,1
1934,1,3,0,1,1
1935,1,1,0,1,0
1936,1,3,0,1,1
1937,0,0,1,2,2
1938,1,1,0,1,0
1939,1,2,1,0,3
1940,1,1,0,1,0
1941,1,1,0,1,0
1942,0,0,1,2,2
1943,0,0,1,2,2
1944,1,1,0,1,0
1945,1,3,0,1,1
1946,0,0,1,2,2
1947,1,2,1,0,3
1948,1,1,0,1,0
1949,0,0,1,2,2
1950,1,2,1,0,3
1951,1,2,1,0,3
1952,0,0,1,2,2
1953,1,2,1,0,3
1954,1,2,1,0,3
1955,1,3,0,1,1
1956,1,2,1,0,3
1957,1,2,1,0,3
1958,0,0,1,2,2
1959,1,3,0,1,1
1960,1,1,0,1,0
1961,0,0,1,2,2
1962,1,2,1,0,3
1963,1,1,0,1,0
1964,0,0,1,2,2
1965,0,0,1,2,2
1966,0,0,1,2,2
1967,1,2,1,0,3
1968,1,2,1,0,3
1969,0,0,1,2,2
1970,1,1,0,1,0
1971,1,3,0,1,1
1972,1,2,1,0,3
1973,1,3,0,1,1
1974,1,2,1,0,3
1975,0,0,1,2,2
1976,1,2,1,0,3
1977,1,1,0,1,0
1978,1,3,0,1,1
1979,1,3,0,1,1
1980,1,2,1,0,3
1981,0,0,1,2,2
1982,1,2,1,0,3
1983,1,2,1,0,3
1984,1,2,1,0,3
1985,0,0,1,2,2
1986,0,0,1,2,2
1987,1,3,0,1,1
1988,1,1,0,1,0
1989,1,2,1,0,3
1990,0,0,1,2,2
1991,1,2,1,0,3
1992,1,1,0,1,0
1993,1,2,1,0,3
1994,1,1,0,1,0
1995,1,1,0,1,0
1996,1,2,1,0,3
1997,1,2,1,0,3
1998,1,2,1,0,3
1999,1,1,0,1,0
2000,1,3,0,1,1
2001,1,2,1,0,3
2002,0,0,1,2,2
2003,1,2,1,0,3
2004,0,0,1,2,2
2005,1,2,1,0,3
2006,0,0,1,2,2
2007,0,0,1,2,2
2008,1,2,1,0,3
2009,1,1,0,1,0
2010,0,0,1,2,2
2011,1,2,1,0,3
2012,1,1,0,1,0
2013,1,1,0,1,0
2014,1,2,1,0,3
2015,1,2,1,0,3
2016,1,2,1,0,3
2017,1,1,0,1,0
2018,1,1,0,1,0
2019,1,2,1,0,3
2020,0,0,1,2,2
2021,0,0,1,2,2
2022,1,2,1,0,3
2023,0,0,1,2,2
2024,0,0,1,2,2
2025,1,1,0,1,0
2026,1,2,1,0,3
2027,0,0,1,2,2
2028,0,0,1,2,2
2029,1,2,1,0,3
2030,0,0,1,2,2
2031,0,0,1,2,2
2032,1,2,1,0,3
2033,1,3,0,1,1
2034,1,2,1,0,3
2035,1,1,0,1,0
2036,0,0,1,2,2
2037,1,1,0,1,0
2038,1,1,0,1,0
2039,1,3,0,1,1
2040,1,3,0,1,1
2041,1,2,1,0,3
2042,1,1,0,1,0
2043,1,2,1,0,3
2044,0,0,1,2,2
2045,0,0,1,2,2
2046,1,1,0,1,0
2047,1,1,0,1,0
2048,1,1,0,1,0
2049,1,2,1,0,3
2050,1,2,1,0,3
2051,1,2,1,0,3
2052,0,0,1,2,2
2053,1,2,1,0,3
2054,1,3,0,1,1
2055,1,1,0,1,0
2056,1,1,0,1,0
2057,1,3,0,1,1
2058,0,0,1,2,2
2059,1,3,0,1,1
2060,1,2,1,0,3
2061,1,3,0,1,1
2062,1,3,0,1,1
2063,0,0,1,2,2
2064,1,1,0,1,0
2065,1,3,0,1,1
2066,0,0,1,2,2
2067,1,3,0,1,1
2068,0,0,1,2,2
2069,1,1,0,1,0
2070,1,1,0,1,0
2071,1,2,1,0,3
2072,0,0,1,2,2
2073,1,2,1,0,3
2074,1,1,0,1,0
2075,0,0,1,2,2
2076,1,1,0,1,0
2077,0,0,1,2,2
2078,0,0,1,2,2
2079,1,2,1,0,3
2080,1,3,0,1,1
2081,1,1,0,1,0
2082,1,2,1,0,3
2083,1,1,0,1,0
2084,1,2,1,0,3
2085,1,2,1,0,3
2086,0,0,1,2,2
2087,1,2,1,0,3
2088,1,2,1,0,3
2089,1,1,0,1,0
2090,1,3,0,1,1
2091,0,0,1,2,2
2092,1,2,1,0,3
2093,0,0,1,2,2
2094,1,2,1,0,3
2095,1,2,1,0,3
2096,0,0,1,2,2
2097,1,1,0,1,0
2098,0,0,1,2,2
2099,0,0,1,2,2
2100,0,0,1,2,2
2101,1,2,1,0,3
2102,0,0,1,2,2
2103,1,2,1,0,3
2104,1,2,1,0,3
2105,0,0,1,2,2
2106,0,0,1,2,2
2107,1,2,1,0,3
2108,0,0,1,2,2
2109,1,2,1,0,3
2110,1,1,0,1,0
2111,1,1,0,1,0
2112,1,2,1,0,3
2113,1,2,1,0,3
2114,1,2,1,0,3
2115,1,1,0,1,0
2116,1,3,0,1,1
2117,1,2,1,0,3
2118,1,1,0,1,0
2119,0,0,1,2,2
2120,1,2,1,0,3
2121,0,0,1,2,2
2122,1,1,0,1,0
2123,0,0,1,2,2
2124,0,0,1,2,2
2125,1,2,1,0,3
2126,1,1,0,1,0
2127,0,0,1,2,2
2128,1,3,0,1,1
2129,1,1,0,1,0
2130,1,1,0,1,0
2131,0,0,1,2,2
2132,0,0,1,2,2
2133,1,1,0,1,0
2134,1,3,0,1,1
2135,1,1,0,1,0
2136,1,1,0,1,0
2137,0,0,1,2,2
2138,0,0,1,2,2
2139,1,1,0,1,0
2140,1,2,1,0,3
2141,0,0,1,2,2
2142,0,0,1,2,2
2143,1,1,0,1,0
2144,1,2,1,0,3
2145,0,0,1,2,2
2146,0,0,1,2,2
2147,0,0,1,2,2
2148,0,0,1,2,2
2149,1,2,1,0,3
2150,0,0,1,2,2
2151,1,2,1,0,3
2152,1,1,0,1,0
2153,1,2,1,0,3
2154,0,0,1,2,2
2155,1,1,0,1,0
2156,1,2,1,0,3
2157,1,2,1,0,3
2158,1,1,0,1,0
2159,1,2,1,0,3
2160,1,3,0,1,1
2161,1,3,0,1,1
2162,1,2,1,0,3
2163,0,0,1,2,2
2164,1,2,1,0,3
2165,1,2,1,0,3
2166,1,3,0,1,1
2167,0,0,1,2,2
2168,1,1,0,1,0
2169,1,3,0,1,1
2170,1,3,0,1,1
2171,1,2,1,0,3
2172,0,0,1,2,2
2173,1,1,0,1,0
2174,1,2,1,0,3
2175,1,2,1,0,3
2176,1,3,0,1,1
2177,1,2,1,0,3
2178,0,0,1,2,2
2179,1,1,0,1,0
2180,0,0,1,2,2
2181,1,2,1,0,3
2182,1,3,0,1,1
2183,1,1,0,1,0
2184,0,0,1,2,2
2185,0,0,1,2,2
2186,1,2,1,0,3
2187,1,2,1,0,3
2188,1,1,0,1,0
2189,1,2,1,0,3
2190,1,2,1,0,3
2191,1,2,1,0,3
2192,1,3,0,1,1
2193,1,3,0,1,1
2194,1,1,0,1,0
2195,1,3,0,1,1
2196,1,2,1,0,3
2197,1,2,1,0,3
2198,1,2,1,0,3
2199,0,0,1,2,2
2200,0,0,1,2,2
2201,1,2,1,0,3
2202,1,2,1,0,3
2203,1,3,0,1,1
2204,1,1,0,1,0
2205,1,1,0,1,0
2206,0,0,1,2,2
2207,1,1,0,1,0
2208,0,0,1,2,2
2209,1,2,1,0,3
2210,1,2,1,0,3
2211,1,2,1,0,3
2212,1,1,0,1,0
2213,1,2,1,0,3
2214,1,1,0,1,0
2215,1,3,0,1,1
