feature,dominant_value_ratio,dominant_value_pct,n_unique,drop
D347,0.9805385230605171,98.05385230605171,5,False
D917,0.9805385230605171,98.05385230605171,8,False
D1482,0.9805385230605171,98.05385230605171,2,False
D848,0.9802719274860038,98.02719274860038,10,False
D1567,0.9802719274860038,98.02719274860038,2,False
D281,0.9802719274860038,98.02719274860038,5,False
D1545,0.9802719274860038,98.02719274860038,2,False
D1484,0.9802719274860038,98.02719274860038,2,False
D1474,0.9800053319114903,98.00053319114903,2,False
D1476,0.9800053319114903,98.00053319114903,2,False
D1462,0.9800053319114903,98.00053319114903,2,False
D148,0.9800053319114903,98.00053319114903,8,False
D1532,0.9800053319114903,98.00053319114903,2,False
D1765,0.9800053319114903,98.00053319114903,2,False
D1492,0.9797387363369768,97.97387363369768,2,False
D1533,0.9797387363369768,97.97387363369768,2,False
D1775,0.9797387363369768,97.97387363369768,2,False
D225,0.9797387363369768,97.97387363369768,3,False
D263,0.9794721407624634,97.94721407624634,5,False
D551,0.9794721407624634,97.94721407624634,10,False
D1585,0.9794721407624634,97.94721407624634,2,False
D758,0.9794721407624634,97.94721407624634,8,False
D1531,0.9792055451879499,97.92055451879499,2,False
D652,0.9792055451879499,97.92055451879499,5,False
D272,0.9792055451879499,97.92055451879499,5,False
D1583,0.9792055451879499,97.92055451879499,2,False
D1609,0.9792055451879499,97.92055451879499,2,False
D1486,0.9792055451879499,97.92055451879499,2,False
D1634,0.9792055451879499,97.92055451879499,2,False
D1619,0.9792055451879499,97.92055451879499,2,False
D600,0.9792055451879499,97.92055451879499,3,False
D1641,0.9792055451879499,97.92055451879499,2,False
D125,0.9789389496134364,97.89389496134365,80,False
D707,0.9789389496134364,97.89389496134365,9,False
D906,0.9789389496134364,97.89389496134365,5,False
D1759,0.9789389496134364,97.89389496134365,2,False
D1483,0.9789389496134364,97.89389496134365,2,False
D1518,0.9789389496134364,97.89389496134365,2,False
D1535,0.9789389496134364,97.89389496134365,2,False
D116,0.9789389496134364,97.89389496134365,5,False
D1648,0.9789389496134364,97.89389496134365,2,False
D466,0.9789389496134364,97.89389496134365,8,False
D381,0.9786723540389229,97.8672354038923,6,False
D400,0.9786723540389229,97.8672354038923,4,False
D1698,0.9786723540389229,97.8672354038923,2,False
D435,0.9786723540389229,97.8672354038923,6,False
D1505,0.9786723540389229,97.8672354038923,2,False
D1453,0.9784057584644095,97.84057584644094,2,False
D424,0.9784057584644095,97.84057584644094,14,False
D1644,0.9784057584644095,97.84057584644094,2,False
D773,0.9784057584644095,97.84057584644094,11,False
D529,0.9784057584644095,97.84057584644094,9,False
D1717,0.9784057584644095,97.84057584644094,2,False
D248,0.9784057584644095,97.84057584644094,82,False
D1458,0.978139162889896,97.8139162889896,2,False
D289,0.978139162889896,97.8139162889896,6,False
D1654,0.978139162889896,97.8139162889896,2,False
D592,0.978139162889896,97.8139162889896,11,False
D1668,0.978139162889896,97.8139162889896,2,False
D1731,0.978139162889896,97.8139162889896,2,False
D266,0.978139162889896,97.8139162889896,4,False
D1598,0.978139162889896,97.8139162889896,2,False
D1770,0.978139162889896,97.8139162889896,2,False
D819,0.9778725673153825,97.78725673153825,11,False
D1653,0.9778725673153825,97.78725673153825,2,False
D1524,0.9778725673153825,97.78725673153825,2,False
D1661,0.9778725673153825,97.78725673153825,2,False
D1676,0.9778725673153825,97.78725673153825,2,False
D1519,0.977605971740869,97.76059717408691,2,False
D1580,0.977605971740869,97.76059717408691,2,False
D864,0.977605971740869,97.76059717408691,11,False
D319,0.9773393761663557,97.73393761663557,7,False
D1590,0.9773393761663557,97.73393761663557,2,False
D465,0.9770727805918422,97.70727805918422,9,False
D1665,0.9770727805918422,97.70727805918422,2,False
D1608,0.9770727805918422,97.70727805918422,2,False
D1593,0.9770727805918422,97.70727805918422,2,False
D1627,0.9770727805918422,97.70727805918422,2,False
D896,0.9768061850173287,97.68061850173288,11,False
D1481,0.9768061850173287,97.68061850173288,2,False
D1561,0.9768061850173287,97.68061850173288,2,False
D1684,0.9768061850173287,97.68061850173288,2,False
D1703,0.9768061850173287,97.68061850173288,2,False
D1579,0.9768061850173287,97.68061850173288,2,False
D528,0.9768061850173287,97.68061850173288,13,False
D259,0.9768061850173287,97.68061850173288,4,False
D1468,0.9765395894428153,97.65395894428153,2,False
D774,0.9765395894428153,97.65395894428153,24,False
D1472,0.9765395894428153,97.65395894428153,2,False
D778,0.9762729938683018,97.62729938683017,7,False
D258,0.9762729938683018,97.62729938683017,4,False
D880,0.9762729938683018,97.62729938683017,6,False
D650,0.9762729938683018,97.62729938683017,5,False
D134,0.9762729938683018,97.62729938683017,7,False
D327,0.9760063982937883,97.60063982937884,3,False
D818,0.9760063982937883,97.60063982937884,8,False
D498,0.9757398027192749,97.57398027192748,8,False
D614,0.9757398027192749,97.57398027192748,5,False
D653,0.9757398027192749,97.57398027192748,9,False
D731,0.9757398027192749,97.57398027192748,5,False
D591,0.9757398027192749,97.57398027192748,10,False
D775,0.9757398027192749,97.57398027192748,6,False
D668,0.9757398027192749,97.57398027192748,11,False
D527,0.9754732071447614,97.54732071447614,11,False
D233,0.9754732071447614,97.54732071447614,93,False
D1755,0.9752066115702479,97.52066115702479,2,False
D434,0.9752066115702479,97.52066115702479,5,False
D1517,0.9752066115702479,97.52066115702479,2,False
D1456,0.9752066115702479,97.52066115702479,2,False
D1253,0.9752066115702479,97.52066115702479,2,False
D1467,0.9752066115702479,97.52066115702479,2,False
D1603,0.9752066115702479,97.52066115702479,2,False
D679,0.9749400159957344,97.49400159957344,7,False
D693,0.9749400159957344,97.49400159957344,7,False
D1552,0.9749400159957344,97.49400159957344,2,False
D1734,0.9749400159957344,97.49400159957344,2,False
D206,0.9749400159957344,97.49400159957344,92,False
D1551,0.974673420421221,97.4673420421221,2,False
D1489,0.974673420421221,97.4673420421221,2,False
D1452,0.9744068248467076,97.44068248467076,2,False
D380,0.9744068248467076,97.44068248467076,7,False
D262,0.9744068248467076,97.44068248467076,8,False
D563,0.9741402292721941,97.4140229272194,14,False
D1607,0.9741402292721941,97.4140229272194,2,False
D863,0.9741402292721941,97.4140229272194,11,False
D1562,0.9741402292721941,97.4140229272194,2,False
D1556,0.9741402292721941,97.4140229272194,2,False
D1504,0.9741402292721941,97.4140229272194,2,False
D795,0.9741402292721941,97.4140229272194,9,False
D1702,0.9738736336976807,97.38736336976807,2,False
D905,0.9738736336976807,97.38736336976807,6,False
D1507,0.9738736336976807,97.38736336976807,2,False
D1534,0.9736070381231672,97.36070381231671,2,False
D772,0.9736070381231672,97.36070381231671,11,False
D915,0.9736070381231672,97.36070381231671,9,False
D1699,0.9736070381231672,97.36070381231671,2,False
D539,0.9733404425486537,97.33404425486538,8,False
D1548,0.9733404425486537,97.33404425486538,2,False
D1559,0.9730738469741402,97.30738469741402,2,False
D342,0.9730738469741402,97.30738469741402,8,False
D1511,0.9730738469741402,97.30738469741402,2,False
D1587,0.9730738469741402,97.30738469741402,2,False
D1767,0.9730738469741402,97.30738469741402,2,False
D351,0.9730738469741402,97.30738469741402,10,False
D278,0.9728072513996268,97.28072513996267,3,False
D1574,0.9728072513996268,97.28072513996267,2,False
D1326,0.9728072513996268,97.28072513996267,2,False
D497,0.9725406558251133,97.25406558251133,7,False
D1752,0.9725406558251133,97.25406558251133,2,False
D1733,0.9725406558251133,97.25406558251133,2,False
D706,0.9725406558251133,97.25406558251133,8,False
D629,0.9722740602505998,97.22740602505998,7,False
D916,0.9720074646760863,97.20074646760864,8,False
D1473,0.9720074646760863,97.20074646760864,2,False
D1306,0.9717408691015729,97.17408691015729,2,False
D550,0.9717408691015729,97.17408691015729,12,False
D1351,0.9714742735270594,97.14742735270593,2,False
D1594,0.9714742735270594,97.14742735270593,2,False
D1761,0.9714742735270594,97.14742735270593,2,False
D817,0.9714742735270594,97.14742735270593,11,False
D1757,0.971207677952546,97.12076779525461,2,False
D221,0.971207677952546,97.12076779525461,109,False
D220,0.971207677952546,97.12076779525461,107,False
D1728,0.9709410823780326,97.09410823780325,2,False
D478,0.9709410823780326,97.09410823780325,11,False
D1656,0.9709410823780326,97.09410823780325,2,False
D1677,0.9709410823780326,97.09410823780325,2,False
D350,0.9709410823780326,97.09410823780325,10,False
D456,0.9709410823780326,97.09410823780325,16,False
D569,0.9706744868035191,97.0674486803519,8,False
D522,0.9706744868035191,97.0674486803519,12,False
D1602,0.9706744868035191,97.0674486803519,2,False
D1224,0.9706744868035191,97.0674486803519,2,False
D1716,0.9706744868035191,97.0674486803519,2,False
D1622,0.9704078912290056,97.04078912290056,2,False
D902,0.9704078912290056,97.04078912290056,6,False
D433,0.9704078912290056,97.04078912290056,8,False
D213,0.9704078912290056,97.04078912290056,110,False
D1494,0.9701412956544921,97.01412956544921,2,False
D1605,0.9701412956544921,97.01412956544921,2,False
D1700,0.9701412956544921,97.01412956544921,2,False
D1764,0.9701412956544921,97.01412956544921,2,False
D895,0.9701412956544921,97.01412956544921,10,False
D1513,0.9698747000799787,96.98747000799787,2,False
D379,0.9698747000799787,96.98747000799787,8,False
D1495,0.9698747000799787,96.98747000799787,2,False
D730,0.9693415089309517,96.93415089309518,5,False
D1469,0.9693415089309517,96.93415089309518,2,False
D393,0.9690749133564383,96.90749133564383,7,False
D794,0.9688083177819248,96.88083177819247,6,False
D900,0.9688083177819248,96.88083177819247,7,False
D346,0.9688083177819248,96.88083177819247,4,False
D538,0.9685417222074113,96.85417222074113,7,False
D270,0.9682751266328979,96.8275126632898,5,False
D325,0.9682751266328979,96.8275126632898,5,False
D549,0.9682751266328979,96.8275126632898,10,False
D1623,0.9682751266328979,96.8275126632898,2,False
D387,0.9682751266328979,96.8275126632898,4,False
D1536,0.9680085310583845,96.80085310583844,2,False
D940,0.9680085310583845,96.80085310583844,8,False
D365,0.9680085310583845,96.80085310583844,5,False
D776,0.9680085310583845,96.80085310583844,5,False
D318,0.9680085310583845,96.80085310583844,6,False
D914,0.9680085310583845,96.80085310583844,6,False
D941,0.9680085310583845,96.80085310583844,8,False
D288,0.967741935483871,96.7741935483871,6,False
D394,0.967208744334844,96.72087443348441,7,False
D792,0.967208744334844,96.72087443348441,9,False
D189,0.967208744334844,96.72087443348441,124,False
D261,0.9666755531858171,96.6675553185817,11,False
D23,0.9664089576113036,96.64089576113037,2,False
D757,0.9664089576113036,96.64089576113037,9,False
D1470,0.9664089576113036,96.64089576113037,2,False
D115,0.9661423620367902,96.61423620367901,6,False
D124,0.9661423620367902,96.61423620367901,128,False
D667,0.9661423620367902,96.61423620367901,11,False
D901,0.9658757664622767,96.58757664622767,8,False
D599,0.9658757664622767,96.58757664622767,4,False
D729,0.9656091708877632,96.56091708877632,6,False
D496,0.9653425753132499,96.53425753132498,10,False
D1744,0.9653425753132499,96.53425753132498,2,False
D1543,0.9653425753132499,96.53425753132498,2,False
D590,0.9648093841642229,96.48093841642229,11,False
D1749,0.9645427885897094,96.45427885897094,2,False
D349,0.9645427885897094,96.45427885897094,9,False
D1336,0.9645427885897094,96.45427885897094,2,False
D709,0.964276193015196,96.4276193015196,3,False
D1690,0.9640095974406825,96.40095974406825,2,False
D174,0.9640095974406825,96.40095974406825,134,False
D326,0.9634764062916555,96.34764062916555,5,False
D521,0.9634764062916555,96.34764062916555,14,False
D562,0.9632098107171421,96.3209810717142,14,False
D1614,0.9632098107171421,96.3209810717142,2,False
D544,0.9629432151426286,96.29432151426286,8,False
D237,0.9626766195681151,96.26766195681151,138,False
D1269,0.9626766195681151,96.26766195681151,2,False
D1596,0.9626766195681151,96.26766195681151,2,False
D904,0.9624100239936018,96.24100239936017,7,False
D315,0.9621434284190883,96.21434284190883,12,False
D561,0.9621434284190883,96.21434284190883,16,False
D635,0.9621434284190883,96.21434284190883,4,False
D224,0.9618768328445748,96.18768328445748,142,False
D589,0.9618768328445748,96.18768328445748,16,False
D192,0.9618768328445748,96.18768328445748,134,False
D845,0.9616102372700613,96.16102372700614,6,False
D728,0.9616102372700613,96.16102372700614,6,False
D881,0.9616102372700613,96.16102372700614,11,False
D1312,0.9610770461210344,96.10770461210343,2,False
D423,0.9610770461210344,96.10770461210343,14,False
D526,0.9610770461210344,96.10770461210343,11,False
D535,0.9608104505465209,96.0810450546521,7,False
D464,0.9608104505465209,96.0810450546521,11,False
D1328,0.9605438549720074,96.05438549720074,2,False
D1565,0.9605438549720074,96.05438549720074,2,False
D756,0.9605438549720074,96.05438549720074,10,False
D525,0.960277259397494,96.0277259397494,9,False
D260,0.960277259397494,96.0277259397494,9,False
D903,0.9600106638229805,96.00106638229805,7,False
D743,0.959744068248467,95.97440682484671,17,False
D1739,0.9594774726739536,95.94774726739536,2,False
D691,0.9594774726739536,95.94774726739536,8,False
D771,0.9592108770994402,95.92108770994402,11,False
D692,0.9589442815249267,95.89442815249268,6,False
D364,0.9584110903758998,95.84110903758997,5,False
D712,0.9578778992268728,95.78778992268728,6,False
D705,0.9576113036523594,95.76113036523594,11,False
D560,0.9576113036523594,95.76113036523594,15,False
D448,0.9573447080778459,95.73447080778459,15,False
D1283,0.9570781125033324,95.70781125033324,2,False
D341,0.9570781125033324,95.70781125033324,9,False
D1358,0.9570781125033324,95.70781125033324,2,False
D340,0.9570781125033324,95.70781125033324,10,False
D348,0.9568115169288189,95.6811516928819,8,False
D427,0.9568115169288189,95.6811516928819,5,False
D222,0.9568115169288189,95.6811516928819,163,False
D537,0.9568115169288189,95.6811516928819,6,False
D495,0.9565449213543055,95.65449213543054,7,False
D432,0.9565449213543055,95.65449213543054,8,False
D894,0.9560117302052786,95.60117302052787,11,False
D363,0.9557451346307652,95.57451346307651,6,False
D1217,0.9557451346307652,95.57451346307651,2,False
D1370,0.9549453479072247,95.49453479072247,2,False
D882,0.9549453479072247,95.49453479072247,11,False
D122,0.9549453479072247,95.49453479072247,170,False
D113,0.9549453479072247,95.49453479072247,6,False
D138,0.9546787523327113,95.46787523327113,10,False
D1260,0.9544121567581978,95.44121567581978,2,False
D548,0.9541455611836843,95.41455611836844,12,False
D791,0.9541455611836843,95.41455611836844,7,False
D493,0.9538789656091708,95.38789656091708,9,False
D678,0.9538789656091708,95.38789656091708,7,False
D169,0.9536123700346574,95.36123700346573,3,False
D555,0.9536123700346574,95.36123700346573,10,False
D1255,0.953345774460144,95.3345774460144,2,False
D793,0.9528125833111171,95.2812583311117,9,False
D816,0.9522793921620901,95.22793921620901,12,False
D1225,0.9522793921620901,95.22793921620901,2,False
D422,0.9520127965875766,95.20127965875767,15,False
D711,0.9520127965875766,95.20127965875767,6,False
D929,0.9520127965875766,95.20127965875767,22,False
D846,0.9520127965875766,95.20127965875767,7,False
D392,0.9520127965875766,95.20127965875767,7,False
D932,0.9512130098640362,95.12130098640363,5,False
D710,0.9509464142895228,95.09464142895227,6,False
D1361,0.9509464142895228,95.09464142895227,2,False
D628,0.9509464142895228,95.09464142895227,6,False
D777,0.9506798187150093,95.06798187150093,7,False
D755,0.9504132231404959,95.0413223140496,11,False
D588,0.9504132231404959,95.0413223140496,14,False
D690,0.9504132231404959,95.0413223140496,8,False
D1308,0.9496134364169555,94.96134364169555,2,False
D1301,0.9490802452679286,94.90802452679286,2,False
D1372,0.9490802452679286,94.90802452679286,2,False
D186,0.9488136496934151,94.8813649693415,190,False
D1284,0.9488136496934151,94.8813649693415,2,False
D666,0.9488136496934151,94.8813649693415,13,False
D613,0.9488136496934151,94.8813649693415,7,False
D1367,0.9485470541189016,94.85470541189017,2,False
D1085,0.9485470541189016,94.85470541189017,2,False
D1318,0.9485470541189016,94.85470541189017,2,False
D1437,0.9480138629698747,94.80138629698746,2,False
D770,0.9472140762463344,94.72140762463343,12,False
D114,0.9472140762463344,94.72140762463343,6,False
D123,0.9472140762463344,94.72140762463343,199,False
D1443,0.9469474806718209,94.69474806718209,2,False
D1416,0.9461476939482805,94.61476939482804,2,False
D1449,0.9461476939482805,94.61476939482804,2,False
D1383,0.9461476939482805,94.61476939482804,2,False
D1314,0.945881098373767,94.5881098373767,2,False
D386,0.94534790722474,94.534790722474,3,False
D547,0.9450813116502266,94.50813116502266,13,False
D314,0.9450813116502266,94.50813116502266,10,False
D1393,0.9450813116502266,94.50813116502266,2,False
D536,0.9442815249266863,94.42815249266863,9,False
D378,0.9442815249266863,94.42815249266863,9,False
D546,0.9442815249266863,94.42815249266863,12,False
D1440,0.9442815249266863,94.42815249266863,2,False
D1239,0.9442815249266863,94.42815249266863,2,False
D481,0.9440149293521728,94.40149293521728,7,False
D1426,0.9437483337776593,94.37483337776594,2,False
D1210,0.9437483337776593,94.37483337776594,2,False
D1223,0.9434817382031458,94.34817382031459,2,False
D1262,0.9432151426286324,94.32151426286323,2,False
D1236,0.9426819514796054,94.26819514796054,2,False
D455,0.9426819514796054,94.26819514796054,21,False
D431,0.942415355905092,94.2415355905092,7,False
D480,0.942415355905092,94.2415355905092,4,False
D144,0.942415355905092,94.2415355905092,11,False
D494,0.9421487603305785,94.21487603305785,10,False
D939,0.9413489736070382,94.13489736070382,9,False
D1238,0.9410823780325247,94.10823780325246,2,False
D1356,0.9405491868834978,94.05491868834977,2,False
D677,0.9400159957344708,94.00159957344708,5,False
D1346,0.9400159957344708,94.00159957344708,2,False
D1413,0.9400159957344708,94.00159957344708,2,False
D1348,0.9397494001599573,93.97494001599573,2,False
D492,0.9394828045854439,93.94828045854439,8,False
D559,0.9394828045854439,93.94828045854439,15,False
D556,0.9392162090109304,93.92162090109304,17,False
D1287,0.9392162090109304,93.92162090109304,2,False
D362,0.9389496134364169,93.8949613436417,5,False
D1292,0.9386830178619034,93.86830178619034,2,False
D524,0.9381498267128766,93.81498267128767,8,False
D1282,0.9381498267128766,93.81498267128767,2,False
D1329,0.9378832311383631,93.78832311383631,2,False
D1435,0.9378832311383631,93.78832311383631,2,False
D1208,0.9376166355638497,93.76166355638496,2,False
D1444,0.9376166355638497,93.76166355638496,2,False
D815,0.9376166355638497,93.76166355638496,11,False
D1380,0.9376166355638497,93.76166355638496,2,False
D520,0.9373500399893362,93.73500399893362,14,False
D1320,0.9373500399893362,93.73500399893362,2,False
D339,0.9370834444148227,93.70834444148227,12,False
D704,0.9370834444148227,93.70834444148227,11,False
D1209,0.9368168488403092,93.68168488403093,2,False
D1212,0.9368168488403092,93.68168488403093,2,False
D1259,0.9368168488403092,93.68168488403093,2,False
D1216,0.9368168488403092,93.68168488403093,2,False
D1211,0.9365502532657958,93.65502532657958,2,False
D313,0.9362836576912823,93.62836576912824,9,False
D1355,0.9360170621167688,93.60170621167688,2,False
D1267,0.9354838709677419,93.54838709677419,2,False
D463,0.9352172753932285,93.52172753932285,7,False
D1405,0.934950679818715,93.4950679818715,2,False
D1439,0.9346840842442016,93.46840842442016,2,False
D98,0.9346840842442016,93.46840842442016,5,False
D1207,0.9346840842442016,93.46840842442016,2,False
D587,0.9346840842442016,93.46840842442016,14,False
D1322,0.9344174886696881,93.44174886696881,2,False
D1304,0.9344174886696881,93.44174886696881,2,False
D81,0.9341508930951746,93.41508930951747,4,False
D172,0.9333511063716342,93.33511063716342,246,False
D197,0.9333511063716342,93.33511063716342,249,False
D1263,0.9333511063716342,93.33511063716342,2,False
D1384,0.9328179152226073,93.28179152226073,2,False
D1417,0.9328179152226073,93.28179152226073,2,False
D1374,0.9325513196480938,93.25513196480938,2,False
D1249,0.9325513196480938,93.25513196480938,2,False
D1310,0.9322847240735804,93.22847240735804,2,False
D1218,0.932018128499067,93.2018128499067,2,False
D1409,0.9317515329245535,93.17515329245535,2,False
D482,0.93148493735004,93.148493735004,9,False
D1368,0.93148493735004,93.148493735004,2,False
D803,0.93148493735004,93.148493735004,31,False
D893,0.9312183417755265,93.12183417755266,11,False
D1271,0.9312183417755265,93.12183417755266,2,False
D913,0.9312183417755265,93.12183417755266,93,False
D1423,0.9301519594774726,93.01519594774726,2,False
D584,0.9301519594774726,93.01519594774726,7,False
D312,0.9298853639029592,92.98853639029592,10,False
D1205,0.9298853639029592,92.98853639029592,2,False
D1333,0.9296187683284457,92.96187683284457,2,False
D1265,0.9293521727539323,92.93521727539323,2,False
D557,0.9290855771794189,92.90855771794189,15,False
D1235,0.9288189816049054,92.88189816049054,2,False
D754,0.9288189816049054,92.88189816049054,11,False
D1392,0.9288189816049054,92.88189816049054,2,False
D1220,0.9285523860303919,92.8552386030392,2,False
D1398,0.9285523860303919,92.8552386030392,2,False
D421,0.928019194881365,92.80191948813649,15,False
D1377,0.9277525993068515,92.77525993068515,2,False
D558,0.927486003732338,92.7486003732338,17,False
D111,0.9272194081578246,92.72194081578246,7,False
D120,0.9272194081578246,92.72194081578246,274,False
D1415,0.9272194081578246,92.72194081578246,2,False
D391,0.9272194081578246,92.72194081578246,9,False
D1319,0.9264196214342842,92.64196214342843,2,False
D665,0.9264196214342842,92.64196214342843,13,False
D1295,0.9264196214342842,92.64196214342843,2,False
D1222,0.9264196214342842,92.64196214342843,2,False
D1387,0.9261530258597708,92.61530258597708,2,False
D769,0.9261530258597708,92.61530258597708,14,False
D1401,0.9261530258597708,92.61530258597708,2,False
D1335,0.9256198347107438,92.56198347107438,2,False
D1424,0.9250866435617169,92.50866435617169,2,False
D938,0.9250866435617169,92.50866435617169,11,False
D1206,0.9245534524126899,92.45534524126899,2,False
D612,0.9245534524126899,92.45534524126899,7,False
D1297,0.9245534524126899,92.45534524126899,2,False
D1419,0.9242868568381765,92.42868568381765,2,False
D430,0.9237536656891495,92.37536656891496,6,False
D1274,0.9237536656891495,92.37536656891496,2,False
D703,0.9237536656891495,92.37536656891496,10,False
D689,0.9237536656891495,92.37536656891496,8,False
D519,0.923487070114636,92.3487070114636,16,False
D1428,0.923487070114636,92.3487070114636,2,False
D1237,0.923487070114636,92.3487070114636,2,False
D1353,0.9232204745401227,92.32204745401226,2,False
D534,0.9232204745401227,92.32204745401226,7,False
D429,0.9232204745401227,92.32204745401226,6,False
D1438,0.9229538789656092,92.29538789656092,2,False
D1313,0.9229538789656092,92.29538789656092,2,False
D1303,0.9224206878165823,92.24206878165823,2,False
D545,0.9221540922420688,92.21540922420688,12,False
D1129,0.9221540922420688,92.21540922420688,2,False
D377,0.9218874966675553,92.18874966675553,9,False
D1261,0.9218874966675553,92.18874966675553,2,False
D1389,0.9210877099440149,92.1087709944015,2,False
D1302,0.9210877099440149,92.1087709944015,2,False
D1081,0.9208211143695014,92.08211143695014,2,False
D388,0.920554518794988,92.05545187949879,6,False
D1204,0.9202879232204746,92.02879232204747,2,False
D1408,0.9200213276459611,92.00213276459611,2,False
D1272,0.9200213276459611,92.00213276459611,2,False
D153,0.9200213276459611,92.00213276459611,13,False
D585,0.9194881364969342,91.94881364969342,10,False
D121,0.9192215409224207,91.92215409224207,304,False
D1352,0.9192215409224207,91.92215409224207,2,False
D112,0.9192215409224207,91.92215409224207,5,False
D390,0.9192215409224207,91.92215409224207,6,False
D1240,0.9189549453479072,91.89549453479073,2,False
D1350,0.9189549453479072,91.89549453479073,2,False
D374,0.9186883497733938,91.86883497733938,12,False
D1410,0.9184217541988803,91.84217541988802,2,False
D1373,0.9181551586243668,91.81551586243668,2,False
D141,0.9181551586243668,91.81551586243668,11,False
D1305,0.9176219674753399,91.76219674753399,2,False
D1226,0.9176219674753399,91.76219674753399,2,False
D1359,0.917088776326313,91.7088776326313,2,False
D1254,0.917088776326313,91.7088776326313,2,False
D554,0.917088776326313,91.7088776326313,11,False
D428,0.9168221807517996,91.68221807517996,7,False
D477,0.9168221807517996,91.68221807517996,12,False
D454,0.9162889896027726,91.62889896027725,22,False
D229,0.9162889896027726,91.62889896027725,5,False
D1343,0.9160223940282591,91.60223940282592,2,False
D1327,0.9157557984537457,91.57557984537456,2,False
D1344,0.9157557984537457,91.57557984537456,2,False
D1251,0.9154892028792322,91.54892028792322,2,False
D1286,0.9154892028792322,91.54892028792322,2,False
D1245,0.9154892028792322,91.54892028792322,2,False
D586,0.9149560117302052,91.49560117302052,13,False
D1294,0.9146894161556918,91.46894161556918,2,False
D1257,0.9144228205811783,91.44228205811783,2,False
D1331,0.9144228205811783,91.44228205811783,2,False
D1247,0.9141562250066649,91.41562250066649,2,False
D1371,0.9138896294321515,91.38896294321515,2,False
D1250,0.9138896294321515,91.38896294321515,2,False
D1234,0.913623033857638,91.3623033857638,2,False
D1228,0.9133564382831245,91.33564382831246,2,False
D1311,0.9133564382831245,91.33564382831246,2,False
D1246,0.913089842708611,91.3089842708611,2,False
D311,0.913089842708611,91.3089842708611,10,False
D1357,0.9128232471340976,91.28232471340976,2,False
D627,0.9128232471340976,91.28232471340976,9,False
D1324,0.9125566515595841,91.25566515595841,2,False
D249,0.9125566515595841,91.25566515595841,318,False
D389,0.9122900559850706,91.22900559850706,5,False
D376,0.9120234604105572,91.20234604105572,7,False
D676,0.9114902692615302,91.14902692615303,8,False
D1252,0.9112236736870168,91.12236736870169,2,False
D154,0.9109570781125034,91.09570781125034,17,False
D1219,0.9106904825379899,91.069048253799,2,False
D1132,0.9104238869634764,91.04238869634764,2,False
D1347,0.9104238869634764,91.04238869634764,2,False
D1179,0.910157291388963,91.01572913889629,2,False
D1275,0.910157291388963,91.01572913889629,2,False
D451,0.9098906958144495,90.98906958144495,20,False
D1288,0.909624100239936,90.9624100239936,2,False
D1215,0.909624100239936,90.9624100239936,2,False
D1442,0.909624100239936,90.9624100239936,2,False
D649,0.9093575046654225,90.93575046654226,11,False
D440,0.9093575046654225,90.93575046654226,5,False
D912,0.9088243135163956,90.88243135163955,39,False
D1264,0.9085577179418821,90.85577179418821,2,False
D1298,0.9082911223673688,90.82911223673688,2,False
D1334,0.9082911223673688,90.82911223673688,2,False
D1399,0.9080245267928553,90.80245267928552,2,False
D1394,0.9077579312183418,90.77579312183418,2,False
D338,0.9077579312183418,90.77579312183418,13,False
D147,0.9077579312183418,90.77579312183418,11,False
D1379,0.9074913356438283,90.74913356438283,2,False
D1122,0.9074913356438283,90.74913356438283,2,False
D310,0.9074913356438283,90.74913356438283,8,False
D1418,0.9072247400693149,90.72247400693149,2,False
D453,0.9066915489202879,90.66915489202879,22,False
D1448,0.9064249533457744,90.64249533457745,2,False
D375,0.906158357771261,90.6158357771261,10,False
D140,0.9058917621967475,90.58917621967475,11,False
D1386,0.905625166622234,90.5625166622234,2,False
D1391,0.9053585710477207,90.53585710477206,2,False
D892,0.9053585710477207,90.53585710477206,15,False
D753,0.9053585710477207,90.53585710477206,12,False
D359,0.9050919754732072,90.50919754732072,5,False
D1231,0.9042921887496668,90.42921887496668,2,False
D1316,0.9042921887496668,90.42921887496668,2,False
D1432,0.9040255931751533,90.40255931751533,2,False
D768,0.9040255931751533,90.40255931751533,17,False
D1229,0.9037589976006398,90.37589976006399,2,False
D814,0.9029592108770994,90.29592108770994,11,False
D452,0.9026926153025859,90.26926153025859,19,False
D309,0.9026926153025859,90.26926153025859,5,False
D1349,0.9024260197280725,90.24260197280725,2,False
D226,0.9024260197280725,90.24260197280725,6,False
D1256,0.9018928285790456,90.18928285790456,2,False
D1323,0.9013596374300187,90.13596374300187,2,False
D334,0.9013596374300187,90.13596374300187,7,False
D1268,0.9008264462809917,90.08264462809917,2,False
D337,0.9000266595574513,90.00266595574513,10,False
D1270,0.8997600639829378,89.97600639829379,2,False
D1364,0.899226872833911,89.9226872833911,2,False
D228,0.8989602772593975,89.89602772593976,5,False
D685,0.8986936816848841,89.8693681684884,5,False
D1309,0.8978938949613436,89.78938949613436,2,False
D1360,0.8976272993868302,89.76272993868302,2,False
D361,0.8973607038123167,89.73607038123167,8,False
D611,0.8968275126632897,89.68275126632898,6,False
D476,0.8962943215142629,89.62943215142629,14,False
D841,0.8962943215142629,89.62943215142629,7,False
D1281,0.8962943215142629,89.62943215142629,2,False
D1258,0.895761130365236,89.5761130365236,2,False
D702,0.8954945347907225,89.54945347907226,14,False
D1135,0.895227939216209,89.5227939216209,2,False
