feature,cluster_0_mean,cluster_1_mean,cluster_0_median,cluster_1_median,mean_difference_1_minus_0,median_difference_1_minus_0,cohen_d_1_minus_0,mann_whitney_u,mann_whitney_p_value,rank_biserial_1_minus_0,standardized_mean_cluster_0,standardized_mean_cluster_1,standardized_mean_difference_1_minus_0,zero_fraction_cluster_0,zero_fraction_cluster_1,zero_fraction_difference_1_minus_0,feature_cluster,PC1_loading,PC2_loading,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_standardized_mean_difference,absolute_rank_biserial
D557,0.00657568342387167,0.1239136986438356,0.0,0.0455,0.11733801521996393,0.0455,2.751598646889374,195699.0,2.4242556363017744e-51,0.4577532458825895,-0.05006771651686555,2.5225898814935803,2.572657598010446,0.9377379010331702,0.4931506849315068,-0.4445872161016634,6,0.0470819832882007,-0.0560175753181165,8.91459083190335e-51,True,2.572657598010446,0.4577532458825895
D755,0.004956136280859162,0.10747997897260274,0.0,0.0,0.10252384269174358,0.0,2.7491539758033676,186882.0,1.1655172031404428e-52,0.3920758005765492,-0.05002884527659048,2.5206314099630096,2.5706602552396003,0.9578575312669929,0.5753424657534246,-0.3825150655135683,6,0.0587360436620548,-0.0043895044897747,4.402361174905477e-52,True,2.5706602552396003,0.3920758005765492
D817,0.0020391517128874386,0.06917808219178082,0.0,0.0,0.06713893047889338,0.0,2.7479951922652655,197962.5,1.7459692930792072e-128,0.4746139578538069,-0.05001041558925009,2.519702856674819,2.569713272264069,0.9806960304513322,0.5068493150684932,-0.47384671538283907,6,0.0541182352736497,-0.0429578933127849,1.989260096213195e-127,True,2.569713272264069,0.4746139578538069
D689,0.011555193039695487,0.17294520547945205,0.0,0.0,0.16139001243975656,0.0,2.7409873663683797,186455.5,3.062564653438666e-35,0.3888988208302606,-0.04989889814780304,2.5140842107893087,2.5639831089371117,0.9309407286568787,0.5616438356164384,-0.36929689304044033,6,0.0527063560704564,0.0352501461851544,7.768184066203915e-35,True,2.5639831089371117,0.3888988208302606
D542,0.010077503304513322,0.12621800395890412,0.0,0.0714,0.1161405006543908,0.0714,2.7353771368441735,201972.0,8.216137494457422e-44,0.5044805470513307,-0.049809543658810566,2.5095822133850074,2.559391757043818,0.9040239260467645,0.4246575342465753,-0.4793663918001892,4,0.0519423611979966,-0.0142644819224706,2.5721691705621208e-43,True,2.559391757043818,0.5044805470513307
D927,0.07579434860141379,0.3163427843150685,0.0465,0.279069767,0.24054843571365472,0.23256976700000004,2.719733428378198,252733.0,1.4216333776655812e-39,0.8825970040298852,-0.049560022331803365,2.4970104402242885,2.546570462556092,0.30886351277868407,0.0,-0.30886351277868407,6,0.0575796425699417,-0.00971916076838,4.082790072221401e-39,True,2.546570462556092,0.8825970040298852
D740,0.039286400477433384,0.22015094583561645,0.0,0.19047619,0.18086454535818308,0.19047619,2.7158705982995586,222709.5,1.1035474250323132e-25,0.6589532726988312,-0.04949832699835568,2.493902009588389,2.543400336586745,0.5367047308319739,0.1232876712328767,-0.4134170595990972,6,0.0598325709830033,0.0639268344693526,2.249165573013072e-25,True,2.543400336586745,0.6589532726988312
D417,0.026701232555193043,0.21175707763013696,0.0,0.166666667,0.1850558450749439,0.166666667,2.712668369906682,215107.0,2.173168123385899e-32,0.6023225844897837,-0.04944715784609877,2.491323925451387,2.5407710832974857,0.7732463295269169,0.2602739726027397,-0.5129723569241771,6,0.0522777613045674,0.086940669879788,5.051343965729766e-32,True,2.5407710832974857,0.6023225844897837
D418,0.022430668841761828,0.20616438356164385,0.0,0.15,0.18373371471988204,0.15,2.702838107944276,224343.5,7.162137979180287e-47,0.671124866849911,-0.049289938368544034,2.4834026482123948,2.532692586580939,0.8221859706362153,0.2054794520547945,-0.6167065185814209,6,0.0511993622796921,0.0743779545472676,2.3703266169191903e-46,True,2.532692586580939,0.671124866849911
D664,0.009898561007612832,0.1253199897808219,0.0,0.0741,0.11542142877320907,0.0741,2.700742828771113,201662.5,1.0551221183288592e-40,0.5021750951604134,-0.04925640051908398,2.4817128919067244,2.5309692924258083,0.8955954323001631,0.4246575342465753,-0.4709378980535878,6,0.044740622854466,0.0609360946048043,3.0682421432575614e-40,True,2.5309692924258083,0.5021750951604134
D128,0.08036274240701469,0.2662105023013699,0.0667,0.266666667,0.1858477598943552,0.19996666700000004,2.6806115145757357,223272.5,6.293177212871906e-23,0.6631470349430528,-0.04893368501520747,2.4654533354237307,2.5143870204389382,0.17971723762914626,0.0547945205479452,-0.12492271708120106,6,0.0532193717684594,-0.0684387507402722,1.2115673581567797e-22,True,2.5143870204389382,0.6631470349430528
D741,0.027655889307504077,0.17362126263013697,0.0,0.108695652,0.1459653733226329,0.108695652,2.6662142813186054,225588.0,1.903373337471732e-29,0.6803950926277682,-0.04870235096625339,2.4537979021079477,2.502500253074201,0.6082109842305601,0.1232876712328767,-0.4849233129976834,6,0.0604926188718082,0.0531150927837731,4.226340158283878e-29,True,2.502500253074201,0.6803950926277682
D131,0.15198334494834148,0.41193711676712325,0.142857143,0.428571429,0.25995377181878176,0.28571428600000004,2.6644656436192338,246943.0,4.87035101105154e-35,0.8394675486230605,-0.04867422339071021,2.4523807346716744,2.5010549580623844,0.07612833061446438,0.0,-0.07612833061446438,6,0.0541769553282923,0.049592918416689,1.226410852420587e-34,True,2.5010549580623844,0.8394675486230605
D44,0.04902280596764546,0.24224097036986303,0.0183,0.163063084,0.19321816440221756,0.144763084,2.6613622206349716,229850.5,1.6378650786414578e-26,0.7121462677005819,-0.048624287244416864,2.4498647737666484,2.4984890610110653,0.3458401305057096,0.0273972602739726,-0.318442870231737,6,0.0451107094684233,-0.0728340973905861,3.387845921594682e-26,True,2.4984890610110653,0.7121462677005819
D291,0.002392604676454595,0.0958904109589041,0.0,0.0,0.09349780628244951,0.0,2.661190536031581,180798.5,5.613017333550487e-119,0.3467600765752681,-0.04862152411693635,2.4497255575629038,2.49834708167984,0.9904839586731919,0.6438356164383562,-0.34664834223483576,6,0.0252586740405392,-0.0281325492308918,5.653691372199403e-118,True,2.49834708167984,0.3467600765752681
D47,0.20875181173463836,0.4603731413561644,0.201410152,0.446325929,0.25162132962152606,0.244915777,2.6569402679002665,249480.0,2.836083051475206e-36,0.858365550068158,-0.048553099119680296,2.446278062495668,2.4948311616153482,0.000543773790103317,0.0,-0.000543773790103317,6,0.0445447349913871,0.0254638324574542,7.466203487785106e-36,True,2.4948311616153482,0.858365550068158
D951,0.14234500329554106,0.3907153729726027,0.122222222,0.277777778,0.24837036967706166,0.15555555599999998,2.6538593287745633,240271.0,4.655673251646032e-31,0.7897681139988231,-0.04850347473947222,2.4437778094764084,2.492281284215881,0.006797172376291463,0.0,-0.006797172376291463,6,0.0443739978216186,-0.0313886757708858,1.050549646069478e-30,True,2.492281284215881,0.7897681139988231
D95,0.002174625800435019,0.05988927064383562,0.000326,0.00838,0.0577146448434006,0.008054,2.6485049081680385,242867.0,2.0269243720901127e-32,0.8091056038496205,-0.04841718287576038,2.439430118041736,2.4878473009174966,0.0008156606851549756,0.0,-0.0008156606851549756,6,0.0336558923399832,-0.0252210561589071,4.7272229483309674e-32,True,2.4878473009174966,0.8091056038496205
D708,0.0007094829415443176,0.06790440732876712,0.0,0.0,0.06719492438722281,0.0,2.6459250034670494,182941.0,7.97941261221958e-139,0.3627194648669989,-0.04837558304300796,2.437334170303881,2.4857097533468893,0.9918433931484503,0.6301369863013698,-0.36170640684708044,6,0.0583130674971425,-0.0162216445217679,1.0664791856716555e-137,True,2.4857097533468893,0.3627194648669989
D289,0.0020935290918977704,0.0684931506849315,0.0,0.0,0.06639962159303374,0.0,2.618107224211349,180157.5,4.2135114241550665e-87,0.34198529576079917,-0.04792612319150628,2.4146887821693164,2.4626149053608226,0.9847743338771071,0.6438356164383562,-0.3409387174387509,6,0.0265244560345481,-0.025502622106504,2.5244745170584233e-86,True,2.4626149053608226,0.34198529576079917
D348,0.006865144100054377,0.13184931506849315,0.0,0.125,0.12498417096843878,0.125,2.6136082060958046,207041.5,1.1019346299450058e-112,0.5422430296393961,-0.04785327502287741,2.4110184319745636,2.458871706997441,0.967373572593801,0.4246575342465753,-0.5427160383472256,6,0.0478082149037464,-0.003973552853967,9.69423503559214e-112,True,2.458871706997441,0.5422430296393961
D33,0.054255261848559,0.26605306169863013,0.0183,0.239932308,0.21179779985007113,0.221632308,2.6073239804108215,239509.5,4.021868899997917e-34,0.7840957339828822,-0.047751448077033506,2.405888027771635,2.4536394758486684,0.48776508972267535,0.0273972602739726,-0.46036782944870275,6,0.0461512888652589,0.0163275524654078,9.84224959682589e-34,True,2.4536394758486684,0.7840957339828822
D91,0.4293059435676999,0.31554605097260274,0.438007641,0.348365347,-0.11375989259509717,-0.08964229400000001,-2.60034514836782,23564.0,1.332609346554441e-33,-0.8244728001370608,0.0476382668571486,-2.400185554802625,-2.4478238216597736,0.0,0.0136986301369863,0.0136986301369863,6,-0.0467990149690586,0.0250913058971527,3.215845471719919e-33,True,2.4478238216597736,0.8244728001370608
D947,0.0690645403898858,0.28731928339726026,0.0513,0.230769231,0.21825474300737446,0.179469231,2.597377227207581,247881.5,3.0321481077754386e-36,0.846458393856101,-0.04759010214079437,2.3977588448471563,2.445348946987951,0.2253942359978249,0.0,-0.2253942359978249,6,0.0479815220038805,-0.0354580384010107,7.952237490203508e-36,True,2.445348946987951,0.846458393856101
D434,0.003379165699021207,0.09589041097260273,0.0,0.0,0.09251124527358152,0.0,2.586238722273282,172447.0,4.809615525503021e-54,0.28455012030064,-0.04740917364315916,2.3886430227334188,2.4360521963765778,0.9806960304513322,0.6986301369863014,-0.28206589346503086,6,0.05461931807318,0.0223683186222835,1.8570459945692218e-53,True,2.4360521963765778,0.28455012030064
D554,0.008757375904295813,0.12523718197260275,0.0,0.0714,0.11647980606830693,0.0714,2.5770532235379853,205050.5,9.07576939481897e-59,0.5274121581860303,-0.04725976949613107,2.3811155096817838,2.428375279177915,0.9271343121261555,0.410958904109589,-0.5161754080165665,6,0.0408607831904476,-0.0527937776904045,3.732343035147446e-58,True,2.428375279177915,0.5274121581860303
D615,0.001733278955954323,0.06335616438356165,0.0,0.0,0.06162288542760733,0.0,2.564502281153934,171593.5,8.976856966550143e-80,0.2781924363300483,-0.04705533490638178,2.3708153669270144,2.417870701833396,0.989668297988037,0.7123287671232876,-0.2773395308647494,6,0.0340372798209681,0.064606061788079,4.7991658398094993e-79,True,2.417870701833396,0.2781924363300483
D115,0.003915171288743882,0.09452054794520548,0.0,0.0,0.0906053766564616,0.0,2.5585665316756185,179014.0,7.947267030447695e-55,0.3334674145418519,-0.04695853436068677,2.3659382106658335,2.4128967450265204,0.9725394235997825,0.6438356164383562,-0.32870380716142633,6,0.0484054330081963,-0.0455380089477534,3.1562003349492274e-54,True,2.4128967450265204,0.3334674145418519
D164,0.017672648178357803,0.1815068493150685,0.0,0.0,0.16383420113671068,0.0,2.549828730320173,187036.5,1.7310476429711803e-25,0.3932266642830007,-0.04681590156834842,2.35875186258062,2.4055677641489686,0.8926046764545948,0.5342465753424658,-0.35835810111212907,6,0.0382711461529867,0.0780039243341029,3.517772256915118e-25,True,2.4055677641489686,0.3932266642830007
D504,0.06640656771642196,0.2576092215479452,0.0488,0.170731707,0.19120265383152324,0.121931707,2.5443889593359685,234150.5,2.420842825565244e-28,0.7441767786244757,-0.046727022818603574,2.354273834614031,2.4010008574326345,0.2262098966829799,0.0,-0.2262098966829799,6,0.0535721744210766,-0.0471675327301949,5.2089342531512215e-28,True,2.4010008574326345,0.7441767786244757
D772,0.001761773883632409,0.05420637282191781,0.0,0.0,0.052444598938285396,0.0,2.54428002746011,188883.5,2.6829617402787604e-102,0.4069848860682175,-0.046725242373199305,2.3541841294332446,2.400909371806444,0.9815116911364872,0.5753424657534246,-0.40616922538306255,6,0.0487941433459322,-0.0463685544494077,2.0050090424663853e-101,True,2.400909371806444,0.4069848860682175
D443,0.017140968564165308,0.13657824336986302,0.0,0.117647059,0.11943727480569771,0.117647059,2.5314253995365754,223709.0,6.0541998974799045e-37,0.6663985042496294,-0.04651496241796721,2.3435894763463474,2.3901044387643147,0.7520391517128875,0.1917808219178082,-0.5602583297950793,6,0.0461613137391729,-0.0518292213363649,1.624582597972407e-36,True,2.3901044387643147,0.6663985042496294
D936,0.017740619902120718,0.1969178082191781,0.0,0.125,0.17917718831705737,0.125,2.523378902554477,202537.0,6.996496715859251e-43,0.5086892072076099,-0.04638315743670707,2.3369486719480634,2.3833318293847707,0.8991299619358347,0.4246575342465753,-0.4744724276892594,6,0.0444867118654922,-0.0071887077328867,2.1233909246821745e-42,True,2.3833318293847707,0.5086892072076099
D712,0.006585704784937466,0.12785388124657535,0.0,0.0,0.12126817646163789,0.0,2.517855678942238,179843.5,2.1912898994857376e-46,0.33964632356775204,-0.04629260556852136,2.3323863463153662,2.3786789518838876,0.9643828167482328,0.6301369863013698,-0.33424583044686296,6,0.0418074747754197,0.0337528006583218,7.217755830059657e-46,True,2.3786789518838876,0.33964632356775204
D416,0.033345269168026104,0.22218698630136988,0.0,0.0938,0.18884171713334377,0.0938,2.5109658149809353,214875.0,6.279195730811711e-28,0.6005944266910992,-0.04617955775754958,2.3266905949625665,2.372870152720116,0.7177814029363785,0.1917808219178082,-0.5260005810185703,6,0.0446805530900846,0.0953613368667572,1.3427818562812737e-27,True,2.372870152720116,0.6005944266910992
D814,0.012489912990212073,0.15525342464383562,0.0,0.133333333,0.14276351165362355,0.133333333,2.509420447727376,210283.5,9.580340817705155e-59,0.5663925450848064,-0.04615418787424829,2.3254123698833573,2.3715665577576055,0.9135399673735726,0.3698630136986301,-0.5436769536749424,6,0.050113402873156,-0.0473563561069617,3.916668746061813e-58,True,2.3715665577576055,0.5663925450848064
D672,0.051613819641381176,0.2720129158493151,0.0,0.142857143,0.2203990962079339,0.142857143,2.502782951991561,189478.5,1.0076838032667393e-11,0.4114170149053611,-0.04604516468005522,2.3199193930581243,2.3659645577381796,0.5938009787928222,0.3561643835616438,-0.23763659523117842,6,0.0441428768757016,0.0622263039455909,1.5224787897182256e-11,True,2.3659645577381796,0.4114170149053611
D765,0.009069405569059273,0.09335962509589041,0.0,0.0263,0.08429021952683113,0.0263,2.492362332198223,196820.5,2.5562420656112885e-26,0.46610725006890275,-0.04587381538806971,2.311286205442746,2.3571600208308157,0.844752582925503,0.4246575342465753,-0.4200950486789277,6,0.0441577887618182,-0.0754867825216212,5.256178211833862e-26,True,2.3571600208308157,0.46610725006890275
D663,0.01617804617781403,0.153845627,0.0,0.115384615,0.137667580822186,0.115384615,2.4885021064852926,207984.0,3.3767963703215806e-36,0.5492636706965519,-0.04581028266453205,2.3080852005499826,2.3538954832145147,0.8480152256661229,0.3561643835616438,-0.49185084210447905,6,0.0422169878384433,0.061490347233079,8.789788304769658e-36,True,2.3538954832145147,0.5492636706965519
D129,0.01993294984665579,0.18024253794520548,0.0,0.105263158,0.1603095880985497,0.105263158,2.4826046663996237,207143.5,1.651728254445196e-37,0.5430028231543349,-0.045713160502270186,2.303191840100684,2.3489050006029544,0.8594344752582925,0.3561643835616438,-0.5032700916966487,5,0.0313705885308377,-0.0064517415743133,4.48418412827895e-37,True,2.3489050006029544,0.5430028231543349
D774,0.0005383102580206634,0.05505543379452054,0.0,0.0,0.05451712353649988,0.0,2.480915924423314,183777.0,1.8977874001349535e-94,0.36894679210708614,-0.0456853359763105,2.3017899413817804,2.347475277358091,0.9836867862969005,0.6164383561643836,-0.36724843013251696,6,0.0412021361535892,-0.0428306215305505,1.268232926051724e-93,True,2.347475277358091,0.36894679210708614
D117,0.11584847099836869,0.7375187448904109,0.0,0.840304902,0.6216702738920422,0.840304902,2.4715404932855636,244597.5,7.953313637836114e-67,0.8219960222574807,-0.04553075323345884,2.2940015122282404,2.3395322654616995,0.8143012506797173,0.1232876712328767,-0.6910135794468406,6,0.0413753501661988,-0.0174875509409714,3.636548012036908e-66,True,2.3395322654616995,0.8219960222574807
D334,0.0169589450788472,0.1815068493150685,0.0,0.0,0.1645479042362213,0.0,2.4693768254916337,182502.5,2.357919028394414e-24,0.35945309764836453,-0.04549505241004982,2.2922027775912768,2.3376978300013267,0.9078303425774877,0.5753424657534246,-0.3324878768240631,6,0.0345560293677949,0.0774809751807501,4.6955694118456105e-24,True,2.3376978300013267,0.35945309764836453
D395,0.005029907558455683,0.15753424657534246,0.0,0.0,0.1525043390168868,0.0,2.4653867609833893,176673.0,1.5349989099558101e-84,0.31602940847840166,-0.04542919011890143,2.288884400785199,2.3343135909041006,0.9869494290375204,0.6712328767123288,-0.3157165523251916,6,0.0429897754716671,-0.0051365865037666,8.673367824547058e-84,True,2.3343135909041006,0.31602940847840166
D751,0.021282094312126153,0.18688767128767123,0.0,0.142857143,0.16560557697554507,0.142857143,2.456162238330384,210177.0,3.038079133975564e-35,0.5655992312677378,-0.04527679757604446,2.2812063217081033,2.326483119284148,0.8295269168026101,0.3424657534246575,-0.48706116337795263,6,0.0522380639278733,0.0108040521207672,7.734304022392004e-35,True,2.326483119284148,0.5655992312677378
D274,0.0033985861881457315,0.1506849315068493,0.0,0.0,0.14728634531870358,0.0,2.4499139136998083,162859.0,5.688183482832881e-69,0.21312952989638512,-0.04517347210639,2.276000416538389,2.321173888644779,0.9934747145187602,0.7808219178082192,-0.21265279671054105,6,0.0272046257308388,0.0402662406339233,2.6532131010529207e-68,True,2.321173888644779,0.21312952989638512
D768,0.007349818738444807,0.10365159815068493,0.0,0.0,0.09630177941224012,0.0,2.43962966394414,189648.0,2.6319157213755196e-32,0.41267961295224476,-0.045003229514999965,2.2674229884406842,2.312426217955684,0.911636759108211,0.5205479452054794,-0.39108881390273154,6,0.0429893610189705,-0.0599668414577539,6.097271421186621e-32,True,2.312426217955684,0.41267961295224476
D943,0.0016992930940728658,0.0976027397260274,0.0,0.0,0.09590344663195453,0.0,2.436236156254525,175554.0,8.966709935021024e-108,0.3076940266821604,-0.04494700607918756,2.2645902514965988,2.309537257575786,0.9918433931484503,0.684931506849315,-0.30691188629913524,6,0.044459286225992,-0.0286866241822921,7.246352796325129e-107,True,2.309537257575786,0.3076940266821604
D556,0.0046673463833605214,0.08995114153424656,0.0,0.0,0.08528379515088604,0.0,2.4345763531580187,188845.0,5.964113801894798e-47,0.40669810126110817,-0.044919497847337585,2.2632042888014734,2.308123786648811,0.9469820554649266,0.547945205479452,-0.3990368499854746,6,0.0415273666764602,-0.0633446939832382,1.9832818623525767e-46,True,2.308123786648811,0.40669810126110817
D361,0.01899809679173464,0.20034246575342465,0.0,0.0,0.18134436896169,0.0,2.418032451618739,184014.5,5.938676838653234e-25,0.3707159191639291,-0.044645000278370636,2.2493741236143423,2.294019123892713,0.9040239260467645,0.5616438356164384,-0.34238009043032613,6,0.037690396438213,0.0939559905321871,1.1860288513977006e-24,True,2.294019123892713,0.3707159191639291
D110,0.029318470202555735,0.2374429224383562,0.0,0.166666667,0.20812445223580048,0.166666667,2.399907468112375,233697.5,1.382542507290129e-70,0.7408024015434236,-0.04434361918616595,2.234189470776962,2.278533089963128,0.8692224034801522,0.1506849315068493,-0.7185374719733029,6,0.0409916111046477,-0.0146147269002703,6.536510493650609e-70,True,2.278533089963128,0.7408024015434236
D767,0.01714855900870038,0.1959929399589041,0.0,0.0769,0.17884438095020372,0.0769,2.381490079575277,195549.5,3.6595508184404647e-34,0.456639626956282,-0.04403668227521446,2.2187248960032724,2.2627615782784867,0.8955954323001631,0.4657534246575342,-0.4298420076426289,6,0.0424351856798946,-0.062032998639043,8.987236108890894e-34,True,2.2627615782784867,0.456639626956282
D473,0.02310036252011963,0.17865342465753423,0.0,0.125,0.1555530621374146,0.125,2.378612540844657,219394.0,1.8695187452965363e-33,0.6342562589853031,-0.043988663365879956,2.2163055323247436,2.2602941956906237,0.7490483958673192,0.2328767123287671,-0.5161716835385521,6,0.05172678244366,0.0226747468459004,4.480398372348596e-33,True,2.2602941956906237,0.6342562589853031
D458,0.05201196302338228,0.2616438356164384,0.0,0.1,0.2096318725930561,0.1,2.3756245033977614,178725.5,7.04420907408826e-08,0.33131839072753944,-0.043938782525386175,2.2137923579228844,2.2577311404482705,0.5701468189233279,0.4246575342465753,-0.14548928467675254,6,0.0424183331991877,0.0607488270961217,1.0032223988711764e-07,True,2.2577311404482705,0.33131839072753944
D426,0.027596519847743337,0.2106164383561644,0.0,0.125,0.18301991850842106,0.125,2.371963517680207,193484.5,3.1844386089537135e-23,0.44125753275678403,-0.04387764285360122,2.2107119235006194,2.2545895663542206,0.8387710712343664,0.4520547945205479,-0.38671627671381853,6,0.0445964097890475,0.0790534701267233,6.164860259673624e-23,True,2.2545895663542206,0.44125753275678403
D180,0.446385670547852,0.36869383057534244,0.452221385,0.399930151,-0.07769183997250956,-0.052291233999999964,-2.370862118579871,68959.5,2.0171024263327887e-15,-0.4863237167311001,0.04385924374886006,-2.2097849110727057,-2.2536441548215658,0.0,0.0,0.0,6,-0.0386098272249814,0.0512539690488704,3.4192346007348493e-15,True,2.2536441548215658,0.4863237167311001
D4,0.0339178901576944,0.2945205479452055,0.0,0.25,0.26060265778751107,0.25,2.3655677435057556,202230.5,6.092652630379121e-38,0.5064061021847788,-0.04377076541640793,2.2053270575554604,2.2490978229718683,0.8828167482327351,0.410958904109589,-0.47185784412314613,4,0.0342806783057633,0.0231695759244807,1.6870093936707128e-37,True,2.2490978229718683,0.5064061021847788
D262,0.002058245942359978,0.06750919767123288,0.0,0.0,0.0654509517288729,0.0,2.360998161743029,185298.0,3.1752329398688133e-92,0.38027665422691004,-0.04369435353282076,2.2014771547084218,2.2451715082412425,0.9817835780315389,0.6027397260273972,-0.3790438520041417,6,0.0326968572626149,0.0087104374664518,2.0061699029171142e-91,True,2.2451715082412425,0.38027665422691004
D65,0.050864178625883626,0.20741042047945207,0.0346,0.111993336,0.15654624185356844,0.07739333600000001,2.3587850835757456,214477.5,1.1311816859720093e-18,0.5976334666696463,-0.04365733141401847,2.199611848503563,2.2432691799175815,0.23953235454051114,0.0,-0.23953235454051114,6,0.04028570384362,-0.0550280439367763,2.010668214195771e-18,True,2.2432691799175815,0.5976334666696463
D816,0.004051611899401849,0.09000965426027398,0.0,0.0476,0.08595804236087212,0.0476,2.3535820218958556,203558.0,3.216100326577256e-93,0.5162945913130275,-0.04357025107460251,2.1952244308546303,2.2387946819292326,0.9622077215878194,0.4520547945205479,-0.5101529270672716,6,0.0489186222699344,-0.0383113471871106,2.0889623616553202e-92,True,2.2387946819292326,0.5162945913130275
D940,0.004112289287656335,0.09931506849315068,0.0,0.0,0.09520277920549435,0.0,2.352533461492537,164347.5,4.4203129257129005e-27,0.2242173009452726,-0.04355269529306721,2.1943399080534407,2.237892603346508,0.9722675367047309,0.7534246575342466,-0.21884287917048428,6,0.044137563428908,-0.0277293300215535,9.253365913766462e-27,True,2.237892603346508,0.2242173009452726
D378,0.005771627560087003,0.09483445738356164,0.0,0.0,0.08906282982347463,0.0,2.3471290811342653,174750.5,9.797526828102295e-29,0.3017087905130096,-0.04346217554940774,2.189779200968792,2.2332413765181998,0.9499728113104948,0.6575342465753424,-0.2924385647351524,6,0.0482305163895532,0.0588510996554957,2.1345708920160174e-28,True,2.2332413765181998,0.3017087905130096
D555,0.00502895595622621,0.09588767124657534,0.0,0.0,0.09085871529034913,0.0,2.3458451956294,173874.5,1.7141380713067336e-32,0.2951835050317697,-0.04344066257547868,2.1886953007206924,2.2321359632961713,0.9592169657422512,0.6712328767123288,-0.28798408902992245,6,0.0439366704360876,-0.0406729991229468,4.0111985170309085e-32,True,2.2321359632961713,0.2951835050317697
D567,3.4437194127243065e-05,0.046979065246575344,0.0,0.0,0.046944628052448104,0.0,2.3381656325478644,196501.0,2.7665840068870695e-284,0.4637273086176972,-0.043311912594698854,2.1822084181274297,2.2255203307221287,0.9970092441544317,0.5342465753424658,-0.4627626688119659,6,0.0570662933106034,-0.0311979820218873,9.613879423932566e-282,True,2.2255203307221287,0.4637273086176972
D272,0.004418162044589451,0.11643835616438356,0.0,0.0,0.11202019411979411,0.0,2.3353385420923045,165451.5,3.413553757554303e-43,0.23244094840108165,-0.04326448542800355,2.1798188685506443,2.223083353978648,0.9836867862969005,0.7534246575342466,-0.23026212876265395,6,0.0335125518145572,0.0459147275237937,1.0405350269737897e-42,True,2.223083353978648,0.23244094840108165
D318,0.005437737906199021,0.12100456626027396,0.0,0.0,0.11556682835407495,0.0,2.335001742073611,184484.5,2.4731061151162217e-72,0.374216928497471,-0.043258834199881274,2.179534139550184,2.2227929737500656,0.975258292550299,0.6027397260273972,-0.37251856652290183,6,0.0276458647711702,-0.0273644371654066,1.2104286971871648e-71,True,2.2227929737500656,0.374216928497471
D773,0.001238495155791191,0.04160218160273973,0.0,0.0,0.040363686446948537,0.0,2.3348312112597527,178355.0,1.7267276714345724e-81,0.32855855251886457,-0.043255972744740974,2.1793899692487284,2.2226459419934694,0.9847743338771071,0.6575342465753424,-0.3272400873017647,6,0.0460464454414678,-0.0390747422317948,9.375591653492406e-81,True,2.2226459419934694,0.32855855251886457
D71,0.07108376340837413,0.26210414504109586,0.0624,0.220748987,0.19102038163272173,0.158348987,2.3304447754115136,239238.5,9.986535858767737e-32,0.7820770668990742,-0.04318234937919295,2.1756805618722206,2.2188629112514135,0.3512778684067428,0.0,-0.3512778684067428,6,0.049467527970449,-0.0155915972668539,2.2831060598169665e-31,True,2.2188629112514135,0.7820770668990742
D472,0.036953501094344754,0.24657281354794522,0.0,0.153846154,0.20961931245360046,0.153846154,2.3259549061720057,209308.5,6.5030367520861075e-28,0.5591298129567142,-0.043106949493092656,2.171881647062941,2.2149885965560334,0.7694399129961936,0.2876712328767123,-0.4817686801194813,6,0.0528376573919634,0.034898670954391,1.3821438968501054e-27,True,2.2149885965560334,0.5591298129567142
D32,0.09413021656498097,0.24588002902739728,0.0881,0.221700936,0.1517498124624163,0.133600936,2.31871142846178,236960.5,3.541929673389746e-29,0.765108345065439,-0.04298522115280777,2.165748539726402,2.20873376087921,0.06443719412724307,0.0,-0.06443719412724307,6,0.0446681029171765,0.0305564180296601,7.790003553816055e-29,True,2.20873376087921,0.765108345065439
D770,0.00302354293257205,0.053548401808219175,0.0,0.0,0.05052485887564712,0.0,2.3122321874355536,182552.5,3.6601482785222016e-42,0.35982554544980516,-0.042876245957396586,2.160257981250751,2.2031342272081478,0.9540511147362697,0.6027397260273972,-0.35131138870887246,6,0.0432442470446612,-0.0507389434703813,1.0824693844991192e-41,True,2.2031342272081478,0.35982554544980516
D442,0.014540136229744425,0.11209971163013702,0.0,0.0526,0.09755957540039259,0.0526,2.305064044236323,220806.5,5.803693504506579e-33,0.6447779093760009,-0.04275558512896533,2.1541786589634886,2.196934244092454,0.7308319738988581,0.1643835616438356,-0.5664484122550225,6,0.0428109087783039,-0.0662249229082743,1.3719615597388e-32,True,2.196934244092454,0.6447779093760009
D222,0.9736092493586188,0.6279346844931507,1.0,1.0,-0.3456745648654681,0.0,-2.3033221942822326,80635.0,5.601016642526747e-62,-0.39935343061669903,0.0427262490253678,-2.152700601579491,-2.195426850604859,0.0002718868950516585,0.0,-0.0002718868950516585,5,-0.0296798934453981,-0.0381440421817873,2.373601564973225e-61,True,2.195426850604859,0.39935343061669903
D119,0.054756620405383365,0.4391725730958904,0.0,0.547223614,0.38441595269050705,0.547223614,2.2992534515846232,234402.5,2.2679218619163777e-71,0.7460539155437365,-0.04265769972420816,2.1492468436388723,2.1919045433630804,0.8692224034801522,0.1506849315068493,-0.7185374719733029,6,0.0403477861073275,-0.0357591930279254,1.0945872875221406e-70,True,2.1919045433630804,0.7460539155437365
