feature,feature_cluster,activity_0_mean,activity_1_mean,mean_difference_1_minus_0,activity_0_median,activity_1_median,mann_whitney_u,mann_whitney_p_value,rank_biserial_correlation,point_biserial_correlation,point_biserial_p_value,mutual_information,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_rank_biserial
D17,6,0.574921990910891,0.5859281550358899,0.011006164124998885,0.572553872,0.592855124,1896470.5,5.420609464418456e-06,0.08606256252902744,0.05099472826462166,0.0017829852138692324,0.008627025061490379,2.092957543206015e-05,True,0.08606256252902744
D625,6,0.011715070749563192,0.019576378057522124,0.007861307307958932,0.0,0.0,1896383.0,8.667900686286227e-13,0.08601245340567365,0.08426347176551942,2.3632901970521873e-07,0.00973639438273266,6.548033670618399e-12,True,0.08601245340567365
D449,6,0.04156959813628422,0.020188053097345133,-0.021381545038939086,0.0,0.0,1596816.5,1.8276861726068882e-12,-0.08554200032184378,-0.1214607405229074,8.388227267350292e-14,0.003761981178733942,1.3658514945825669e-11,True,0.08554200032184378
D44,6,0.05671020822714037,0.04946806472959686,-0.007242143497543506,0.0365,0.0173,1597676.0,4.438626988284806e-06,-0.08504978556158582,-0.04665628808346092,0.004262029639666245,0.02933433254787987,1.7428507100892314e-05,True,0.08504978556158582
D742,6,0.009718080628421666,0.014658450778269421,0.004940370149847755,0.0,0.0,1893961.0,8.223781332021467e-12,0.08462543287124125,0.055039166710211515,0.0007453535720299024,0.015240193889126674,5.495700024764346e-11,True,0.08462543287124125
D310,6,0.029897107335468843,0.01119851413913471,-0.018698593196334132,0.0,0.0,1599390.5,9.536151040601863e-19,-0.08406793308169969,-0.12081816190117303,1.1337669714167084e-13,0.021224595135186375,1.4101329730251693e-17,True,0.08406793308169969
D842,6,0.05717311204834013,0.033103294020157326,-0.024069818028182803,0.0,0.0,1599930.0,4.725006600478613e-11,-0.08375897454399261,-0.10817002955598973,3.090217938100755e-11,0.009885981472561145,2.9060881303828636e-10,True,0.08375897454399261
D843,6,0.037369287536983105,0.020320190112094395,-0.01704909742488871,0.0,0.0,1600231.0,2.549482002103424e-11,-0.08358659915965572,-0.10354076906251355,2.0657277818392767e-10,0.004621334235783481,1.6108090831471636e-10,True,0.08358659915965572
D802,6,0.05778974956319161,0.046472468043264506,-0.011317281519927107,0.025,0.025,1601466.0,6.319210613698008e-06,-0.0828793446757482,-0.0773726095692868,2.0927960748146768e-06,0.005322157147302331,2.39991878498367e-05,True,0.0828793446757482
D145,6,0.12769636217414093,0.1382212049090462,0.010524842734905282,0.115384615,0.134615385,1889729.5,1.3145189796120706e-05,0.08220215566585298,0.04828727488882599,0.0030952791690559527,0.006202658238799952,4.843941233201188e-05,True,0.08220215566585298
D164,6,0.013249854397204426,0.02728613569321534,0.014036281296010913,0.0,0.0,1889594.5,3.861789526036302e-15,0.08212484444696422,0.10267829498212958,2.9166935539550256e-10,0.005713148284353542,4.0665813948412575e-14,True,0.08212484444696422
D752,6,0.019219156042516016,0.028648453579154375,0.009429297536638358,0.0,0.0,1886989.0,2.354809611441193e-12,0.08063273792241277,0.062366492701176064,0.0001323151109196385,0.017493866408330616,1.7410560425017333e-11,True,0.08063273792241277
D701,6,0.014173616765288295,0.027173926569321535,0.01300030980403324,0.0,0.0,1885911.5,6.399480467139242e-12,0.08001567986054203,0.09672776838000949,2.9191664862950575e-09,0.02287000590437316,4.360430318295856e-11,True,0.08001567986054203
D202,6,0.6531807507891673,0.6392149825039333,-0.013965768285233993,0.593172082,0.593172082,1606892.0,5.926278853129919e-06,-0.07977200635211878,-0.064435374191259,7.84260223035563e-05,0.025391423125153967,2.263057034574337e-05,True,0.07977200635211878
D214,6,0.03282244709435061,0.06451587059095379,0.03169342349660318,0.0,0.0,1885449.5,2.4150088634984577e-14,0.079751103689234,0.11087206342759222,9.818179557880873e-12,0.012146814792177496,2.2681502163938218e-13,True,0.079751103689234
D229,6,0.03712871287128713,0.01352015732546706,-0.023608555545820066,0.0,0.0,1608501.5,3.878681668406413e-18,-0.07885028482025713,-0.13442556351862917,1.3650601971768852e-16,0.014965021315544114,5.184007229889341e-17,True,0.07885028482025713
D25,6,0.48934527649155507,0.4968373070132744,0.007492030521719317,0.48445881,0.4919832955,1883675.5,3.173975463728023e-05,0.0787351770054674,0.04931296783002806,0.002519212493615087,0.04243107607043983,0.00011084989684879278,True,0.0787351770054674
D311,6,0.028596389050669774,0.010766961651917404,-0.01782942739875237,0.0,0.0,1609827.0,2.9902524227690886e-17,-0.07809120318590945,-0.1169593857543064,6.69564355396079e-13,0.012186894321156494,3.6460095330254673e-16,True,0.07809120318590945
D609,6,0.018491555037856728,0.03324729596853491,0.01475574093067818,0.0,0.0,1880807.0,7.372680666837517e-11,0.07709245677300691,0.10619250266438603,7.027075516971621e-11,0.0,4.379498344830833e-10,True,0.07709245677300691
D9,6,0.7555829853121725,0.7443957172158309,-0.01118726809634163,0.745799449,0.7351829795,1613584.0,5.9980821660873365e-05,-0.07593966059802237,-0.0777432911496301,1.8694426637023041e-06,0.030986679149610508,0.0001994577562407033,True,0.07593966059802237
D62,6,0.07943563148223645,0.06284538066568339,-0.016590250816553062,0.0718,0.0331,1614667.0,4.384467829320303e-05,-0.07531945281982644,-0.09450218636456653,6.676046190598036e-09,0.06226137436399992,0.00014996891328783308,True,0.07531945281982644
D68,6,0.05605107567617938,0.04697065282399213,-0.009080422852187249,0.0231,0.017,1615610.5,4.4019652245637336e-05,-0.07477913330114894,-0.06080200039368749,0.00019450409214939152,0.039579784900179105,0.00014996891328783308,True,0.07477913330114894
D97,5,0.022032630354688408,0.013307258192232054,-0.008725372162456354,0.0,0.0,1616713.5,1.4745015983475894e-06,-0.0741474720090437,-0.10961723772436438,1.6779789016739257e-11,0.01984231845730222,5.992857373401021e-06,True,0.0741474720090437
D334,6,0.012085032032615026,0.026978859390363815,0.014893827357748789,0.0,0.0,1875384.0,4.047501901748041e-14,0.07398683647646398,0.10541827163561593,9.653896777762804e-11,0.014593765095594291,3.653264703525829e-13,True,0.07398683647646398
D49,6,0.06645540073791496,0.05367127238839725,-0.012784128349517712,0.0491,0.0391,1617546.0,7.251674569295633e-05,-0.07367071949256354,-0.09084076046421619,2.5002914109342187e-08,0.055057672213886244,0.00023441459654234719,True,0.07367071949256354
D48,6,0.0914888723704135,0.1035346235619469,0.012045751191533394,0.0701,0.07665,1874326.0,0.00010419456426216874,0.07338094559065489,0.06272784589484368,0.00012089796570739105,0.0631144450171579,0.0003232822417955682,True,0.07338094559065489
D460,6,0.028284732515433893,0.040802050865290075,0.012517318349856182,0.0,0.0,1874098.0,5.308426955661572e-07,0.07325037553208724,0.0805093538063417,7.925194703429962e-07,0.0018307044978527198,2.2496077647468245e-06,True,0.07325037553208724
D140,5,0.03232382061735586,0.013716814159292037,-0.01860700645806382,0.0,0.0,1619250.5,3.334895419586307e-14,-0.07269459376963205,-0.10728538124434231,4.470911030166533e-11,0.0,3.0496741008058994e-13,True,0.07269459376963205
D661,6,0.05257853021141526,0.06536849469075712,0.012789964479341859,0.0,0.0,1871905.0,8.77502395710885e-06,0.07199449773191802,0.057495830549338024,0.00042653608861391485,0.0,3.278839596876694e-05,True,0.07199449773191802
D750,6,0.029630168899242866,0.048242379547689285,0.01861221064844642,0.0,0.0,1871691.5,4.403574423209037e-09,0.0718722314709348,0.08461305077925921,2.1058551787927338e-07,0.003220551457054688,2.283943450843493e-08,True,0.0718722314709348
D685,6,0.0192195690157251,0.04473942969518191,0.02551986067945681,0.0,0.0,1871133.0,4.936192659306863e-13,0.07155239209501385,0.11637068309573634,8.735195856627192e-13,0.012972867063811844,3.898470338884398e-12,True,0.07155239209501385
D147,5,0.03366336633663366,0.014355948869223208,-0.01930741746741045,0.0,0.0,1621307.5,5.095415927869752e-14,-0.07151659986404679,-0.10430410034950327,1.518643452973283e-10,0.004033117782953344,4.540146243422407e-13,True,0.07151659986404679
D75,6,0.09312622049854397,0.11857807822468043,0.025451857726136465,0.0723,0.0792,1868104.0,0.00017511655655560928,0.06981775741342999,0.10583222739272505,8.148545795464841e-11,0.06102085650512579,0.0005157034186701206,True,0.06981775741342999
D598,6,0.025480489225393126,0.04658308751229105,0.021102598286897926,0.0,0.0,1867111.0,1.2547424449710254e-10,0.06924909044782668,0.09875790427083539,1.3504763596557266e-09,0.012416306420208079,7.20699172937903e-10,True,0.06924909044782668
D610,6,0.017666472543972044,0.03441494594444444,0.016748473400472398,0.0,0.0,1866476.5,8.644809534908504e-11,0.06888572771905,0.10047291876767389,6.956950909905685e-10,0.0052638381283003355,5.091646293865601e-10,True,0.06888572771905
D154,5,0.008613426817705298,0.003640333559980334,-0.004973093257724964,0.0,0.0,1626042.0,1.8344585407914632e-13,-0.06880526678383614,-0.08542842368740557,1.6063251127803346e-07,0.010438637505714166,1.4999396304118434e-12,True,0.06880526678383614
D198,6,0.20036709654222482,0.17337888933087514,-0.026988207211349674,0.225608369,0.0,1627400.5,0.00013150600904729312,-0.0680272868515378,-0.06783566729384959,3.2100609293577906e-05,0.027195531027885522,0.000399112123527811,True,0.0680272868515378
D675,6,0.013977868375072802,0.023906096361848574,0.009928227986775772,0.0,0.0,1864922.5,5.5281262705861903e-11,0.06799578968828679,0.07737712751458259,2.0899256352603314e-06,0.005728366515827865,3.3702173316293e-10,True,0.06799578968828679
D40,6,0.015508930560279558,0.019547745427236973,0.0040388148669574155,0.0,0.0,1863998.5,8.666223692040804e-08,0.06746663734567115,0.036499277831678,0.025390252829511767,0.025034793257749932,3.812041434157189e-07,True,0.06746663734567115
D46,6,0.489200582813046,0.4755911982251721,-0.013609384587873918,0.48848566,0.46856180999999997,1630129.5,0.00044443780636034194,-0.06646445487859565,-0.0478376783100932,0.0033837410852346657,0.02580836735454528,0.0012404990980740467,True,0.06646445487859565
D141,5,0.012842166569598136,0.004818092428711898,-0.00802407414088624,0.0,0.0,1630427.5,1.7007075165187747e-13,-0.06629379752134501,-0.10326051952485163,2.311471859906256e-10,0.011876318143319242,1.407133004738748e-12,True,0.06629379752134501
D153,5,0.026947252953407108,0.011209832837758112,-0.015737420115648996,0.0,0.0,1630694.0,1.0805313251304341e-13,-0.06614117944850184,-0.09914720930911289,1.1628376809537201e-09,0.01453245416484883,9.27122556747718e-13,True,0.06614117944850184
D440,6,0.014997087944088527,0.03367748279252704,0.01868039484843851,0.0,0.0,1860082.5,4.255606066834274e-12,0.06522403932220389,0.1105816240416849,1.1120803739821248e-11,0.012133046315841556,3.0180063433161435e-11,True,0.06522403932220389
D312,6,0.022888759464181715,0.00929203539823009,-0.013596724065951625,0.0,0.0,1632652.0,8.31933384299913e-15,-0.06501988043676832,-0.09851028482057447,1.4848444602701103e-09,0.01002581970312555,8.143573268851261e-14,True,0.06501988043676832
D583,6,0.03283825337041352,0.02025206089577188,-0.012586192474641638,0.0,0.0,1632653.5,6.51692256891149e-07,-0.06501902142322513,-0.0905927198182083,2.729300817031575e-08,0.003865528883781666,2.7450067790263547e-06,True,0.06501902142322513
D99,6,0.514433532062318,0.524634273849066,0.010200741786748013,0.517667445,0.534715289,1859655.5,0.0005953496735098227,0.06497950680023745,0.043372522212116016,0.007890199435774813,0.059701262530897914,0.0016162813401926826,True,0.06497950680023745
D649,2,0.021353018839836927,0.008151769916420847,-0.01320124892341608,0.0,0.0,1636442.0,2.54888262983398e-11,-0.06284943955093059,-0.11412206850722113,2.3825797094177675e-12,0.011621819663536037,1.6108090831471636e-10,True,0.06284943955093059
D132,5,0.024992894592894586,0.014010734190757127,-0.010982160402137458,0.0,0.0,1636997.5,6.85712511787909e-10,-0.06253131820209612,-0.0798026454322194,9.894625694780767e-07,0.016135468885533966,3.7343454717524e-09,True,0.06253131820209612
D313,6,0.015231244130460104,0.006807090997050147,-0.008424153133409957,0.0,0.0,1637452.0,7.649314922352755e-15,-0.062271037098504234,-0.08375374003168058,2.7938269550358844e-07,0.01904254151382645,7.704744740630673e-14,True,0.062271037098504234
D612,6,0.008080955154338963,0.020095870206489674,0.012014915052150712,0.0,0.0,1852151.0,2.480635195716367e-12,0.06068186204357029,0.09927197678979865,1.1082688772411028e-09,0.0,1.814780485287237e-11,True,0.06068186204357029
D33,6,0.054235810358182875,0.061873077776794495,0.007637267418611621,0.0,0.0285,1851958.0,0.0006909390996187264,0.06057133563434425,0.04407992646046069,0.006931745745614032,0.021098967790021073,0.0018258656815019576,True,0.06057133563434425
D102,6,0.16944952918870124,0.17249264458407076,0.003043115395369528,0.144083187,0.15990053,1851821.5,0.0013903680978394621,0.0604931654019123,0.014102679388811448,0.3878739329561759,0.047339880383262756,0.0034884686931351125,True,0.0604931654019123
D12,6,0.07651426907396622,0.08207350049164208,0.005559231417675864,0.0625,0.0625,1847903.5,0.001348706244979169,0.05824942202705441,0.032080400112864046,0.049457311078998104,0.0,0.003396198696596096,True,0.05824942202705441
D480,6,0.00786255096097845,0.025442477876106196,0.017579926915127747,0.0,0.0,1847421.0,3.192419982656187e-14,0.057973106003989194,0.11656476569726365,8.003226797274066e-13,0.02177549559945069,2.9583091839280665e-13,True,0.057973106003989194
D82,3,0.07251019219569016,0.08480825958702065,0.012298067391330492,0.0,0.0,1847249.0,7.61625453165634e-05,0.057874605784368205,0.042630291642836826,0.009021813795333533,0.002271769884195418,0.00024506004164357207,True,0.057874605784368205
D936,6,0.01638031450203844,0.025319567354965586,0.008939252852927147,0.0,0.0,1845615.5,2.998651505316591e-08,0.05693914003581524,0.05924020807249929,0.0002832349185678302,0.016437743415351536,1.4372846870310556e-07,True,0.05693914003581524
D377,6,0.009245777518928364,0.01978859390363815,0.010542816384709787,0.0,0.0,1845542.5,1.022535904395726e-10,0.056897334710045655,0.08582079131551595,1.40884324416447e-07,0.012104374758669545,5.922187112958579e-10,True,0.056897334710045655
D472,6,0.03592844857076296,0.04534200895673549,0.009413560385972533,0.0,0.0,1845008.0,6.39312546899683e-05,0.05659123955081613,0.0495573041239252,0.0023973050774641165,0.0,0.00021057925122999036,True,0.05659123955081613
D30,6,0.29357918168899244,0.2735327884414946,-0.02004639324749785,0.26433793,0.252416985,1647845.5,0.002919752666961068,-0.0563189322576193,-0.07391396902803984,5.854367447813098e-06,0.027656470714171766,0.006832417857030109,True,0.0563189322576193
D516,6,0.02004411764705882,0.02572554080629302,0.0056814231592342,0.0,0.0,1844471.5,8.717651294291216e-05,0.05628399904019554,0.04573104181970024,0.0050889549003431634,0.0,0.00027665605705627373,True,0.05628399904019554
D130,6,0.10959570956901572,0.10888826614110128,-0.000707443427914442,0.0833,0.111111111,1842861.0,0.0032315506200169958,0.05536170483263847,-0.004056390129369208,0.8038609177648876,0.009459967084509247,0.0074615537571821,True,0.05536170483263847
D144,5,0.005911978257425742,0.0015045841897738446,-0.004407394067651897,0.0,0.0,1649557.5,4.3605737860353445e-13,-0.055338511466971774,-0.09472062190126854,6.160508994175201e-09,0.011181956495533996,3.4834468750512237e-12,True,0.055338511466971774
D748,6,0.033670646476412346,0.03687315634218289,0.0032025098657705448,0.0,0.0,1842326.0,0.00022443398114884764,0.05505532333556107,0.02148613184768309,0.18829483918794923,0.0,0.0006499234037435379,True,0.05505532333556107
D15,6,0.5214952844059406,0.5123109202133728,-0.009184364192567851,0.542396993,0.535332297,1650408.5,0.0037495136478459513,-0.05485116445012539,-0.05185206968439822,0.0014892008963845148,0.11954629025679853,0.00846075319887317,True,0.05485116445012539
D211,6,0.10692242261560861,0.1510292543117011,0.0441068316960925,0.0,0.0,1841811.5,4.806876229779844e-06,0.05476068169024084,0.07220530458278906,9.575311831507943e-06,0.017955060063983952,1.866356971897761e-05,True,0.05476068169024084
D476,6,0.007290334128130462,0.011981208340707965,0.004690874212577504,0.0,0.0,1841211.0,5.4614803612502444e-08,0.05441678993511001,0.05546006720999982,0.0006784128076102864,0.015733736380838748,2.497190033597974e-07,True,0.05441678993511001
D314,6,0.021355076668608038,0.00759313885594887,-0.013761937812659168,0.0,0.0,1651173.0,3.2581066979347863e-13,-0.054413353880937265,-0.09763402560298962,2.0732384311683633e-09,0.020835197500224556,2.633004831470554e-12,True,0.054413353880937265
D228,6,0.028052805303436228,0.015322844987217307,-0.012729960316218921,0.0,0.0,1651752.5,4.516039395070564e-08,-0.054081488315411486,-0.09172443130396257,1.826344138222672e-08,0.0,2.0924315863826948e-07,True,0.054081488315411486
D611,6,0.008734478747815959,0.015033202239921335,0.006298723492105376,0.0,0.0,1840420.0,6.471976714756008e-08,0.05396380345999208,0.07717596087030665,2.221469172396252e-06,0.01001779177508344,2.901950849519629e-07,True,0.05396380345999208
D76,6,0.07521886670646477,0.06706163376745329,-0.00815723293901148,0.0638,0.0586,1652905.0,0.004670101664716054,-0.053421479576380326,-0.05541259829469662,0.0006856726772132478,0.0420755720685142,0.010174672905886074,True,0.053421479576380326
D674,6,0.022539312754804895,0.030776794493608657,0.008237481738803763,0.0,0.0,1838852.0,3.7340072742293226e-05,0.05306584796949232,0.059518746771824914,0.0002650429292958015,0.0,0.00012975675277946896,True,0.05306584796949232
D913,6,0.0062274238025626085,0.001888966459685349,-0.00433845734287726,0.0,0.0,1655010.0,3.188962952119348e-10,-0.05221599723741244,-0.0704327519426424,1.577296276619009e-05,0.007394081323802704,1.7589914696213863e-09,True,0.05221599723741244
D662,6,0.038070593531741415,0.04022766156981318,0.002157068038071766,0.0,0.0,1836686.5,0.0005448353908364145,0.051825718750948546,0.012253414748382065,0.4531081110840542,0.009356174486950142,0.0014966822001237473,True,0.051825718750948546
D59,2,0.03327869567617938,0.017719774235988202,-0.015558921440191179,0.0,0.0,1656196.0,7.645138088046096e-07,-0.05153680386258308,-0.09372910310063945,8.859751977527475e-09,0.0,3.1816592641868483e-06,True,0.05153680386258308
D237,6,0.004638175154921374,0.030471021010324482,0.02583284585540311,0.0,0.0,1836084.5,1.1914411512595426e-16,0.05148096798227453,0.13431326048249295,1.4471906768762145e-16,0.012091106481630032,1.38008600020897e-15,True,0.05148096798227453
D912,6,0.013569007048922539,0.005423728529006883,-0.008145278519915656,0.0,0.0,1657825.0,8.545944971544036e-08,-0.05060391515465967,-0.08703146814468378,9.364988932800729e-08,0.005606544218158538,3.7830775510975187e-07,True,0.05060391515465967
D927,6,0.07918315211357019,0.08156694455850541,0.0023837924449352232,0.0465,0.0465,1834477.5,0.006534543313651379,0.05056067813965148,0.012572891192639615,0.4414152014245793,0.01505638985153368,0.013762144251477903,True,0.05056067813965148
D461,6,0.018877907213744903,0.02511170109832842,0.0062337938845835154,0.0,0.0,1834127.0,1.617732558788468e-05,0.05035995530838866,0.046766438644297983,0.004172167777370137,0.009494598796101261,5.886513761036573e-05,True,0.05035995530838866
D811,6,0.018250145608037276,0.026487479523598822,0.008237333915561546,0.0,0.0,1832946.0,0.00020470173172629558,0.04968362531203674,0.06386431053305941,9.07465386106327e-05,0.005049771767451361,0.0005952623579488512,True,0.04968362531203674
D81,5,0.013783731302853815,0.03179285477630285,0.018009123473449035,0.0,0.0,1832657.5,1.1263412216559597e-09,0.0495184083738931,0.09777527496334734,1.965015253246313e-09,0.0025131349972689065,6.02159345423763e-09,True,0.0495184083738931
D156,6,0.02288043932673267,0.033572130948377576,0.010691691621644905,0.0,0.0,1832066.0,3.857931769367626e-05,0.049179670700021605,0.0721494164261635,9.728894259038953e-06,0.0,0.00013339614824430348,True,0.049179670700021605
D753,6,0.010975323690739664,0.016449636950835792,0.005474313260096128,0.0,0.0,1831418.5,3.7679589303823027e-07,0.04880886318720368,0.04682493617283641,0.004125146722467192,0.0,1.626541277401056e-06,True,0.04880886318720368
D386,6,0.014560279557367502,0.04105211406096362,0.026491834503596115,0.0,0.0,1830473.5,9.28995211457097e-11,0.04826768465498299,0.10696386140749134,5.109453892719661e-11,0.0018818387376715595,5.425644302207415e-10,True,0.04826768465498299
D673,6,0.044166181346534654,0.04941002954228122,0.005243848195746567,0.0,0.0,1830044.0,0.0002705990500714648,0.04802172044377784,0.023811345779617236,0.1448250415019164,0.0,0.0007739355547311443,True,0.04802172044377784
D627,6,0.006718462430984274,0.012358521784169126,0.005640059353184852,0.0,0.0,1829235.0,2.7777371298620946e-07,0.047558425806141225,0.07216717637507676,9.679836186701171e-06,0.00275926093655543,1.2065795657838474e-06,True,0.047558425806141225
D160,6,0.0316954072760629,0.02076720045280236,-0.010928206823260535,0.0,0.0,1663540.0,0.0022298501882549926,-0.04733107355503896,-0.08491199754704988,1.9073845859635102e-07,0.0014483958943907194,0.00541869189103923,True,0.04733107355503896
D626,6,0.014909726266744323,0.021976401179941,0.0070666749131966765,0.0,0.0,1828590.5,7.048466694335318e-06,0.04718933632040967,0.05727690895207242,0.00044868038652431377,0.0,2.6623284524799164e-05,True,0.04718933632040967
D416,6,0.031055562026790915,0.042055629301868236,0.01100006727507732,0.0,0.0,1827845.0,0.0020959904685392125,0.046762406589435646,0.06886284033259192,2.430716625253348e-05,0.0,0.005111275002227202,True,0.046762406589435646
D159,6,0.03416565464938846,0.029302455039331366,-0.004863199610057097,0.0323,0.0323,1664588.5,0.008269190598093541,-0.046730623088336976,-0.05947595079165787,0.00026776496018564755,0.0,0.017155484972164212,True,0.046730623088336976
D13,6,0.022060151806057075,0.012849462366273353,-0.009210689439783723,0.0,0.0,1664754.0,0.0003822363431146615,-0.046635845260736386,-0.07884989338087504,1.330696690157878e-06,0.0,0.0010711865260672974,True,0.046635845260736386
D107,6,0.6467968429004077,0.6474271754542772,0.0006303325538694615,0.66323586,0.655417206,1666820.0,0.016312178202923508,-0.045452697273891896,0.0032993807090762224,0.8399127232836366,0.06283439512422873,0.031756201263394505,True,0.045452697273891896
D197,2,0.018616347361094934,0.036274391686824,0.017658044325729063,0.0,0.0,1825453.0,2.8871256778798848e-08,0.04539256632586741,0.0804520624972313,8.069634845290252e-07,0.006255228955518,1.3971034270356345e-07,True,0.04539256632586741
D172,2,0.007696755150844497,0.012298686765978367,0.00460193161513387,0.0,0.0,1824850.0,3.672044489566585e-08,0.04504724288149786,0.04934812191890936,0.0025013307002466688,0.0021148645989998993,1.7361026668359023e-07,True,0.04504724288149786
D137,6,0.08455882352941177,0.08351769911504425,-0.001041124414367517,0.0625,0.0625,1822442.0,0.016589035795099794,0.043668239806802234,-0.005736737310497291,0.7254123515707863,0.005361458200176417,0.0321413246739109,True,0.043668239806802234
D470,6,0.023492292761793827,0.025670435922812193,0.0021781431610183657,0.0,0.0,1821835.5,0.003489077843661285,0.04332091199749866,0.01937797939983106,0.2354138123950438,0.014351318852452444,0.007950521643752765,True,0.04332091199749866
D361,6,0.017399534071054164,0.026855948869223205,0.009456414798169041,0.0,0.0,1821825.0,1.3781754679761721e-05,0.04331489890269613,0.05959818461124901,0.0002600589088267232,0.0,5.041220790754945e-05,True,0.04331489890269613
D63,6,0.05595330088759465,0.0481762432640118,-0.007777057623582849,0.0379,0.0249,1671721.5,0.019191585989875578,-0.042645727352537466,-0.052580362813664835,0.0012753886541718056,0.025963585024249225,0.03664327544770199,True,0.042645727352537466
D207,6,0.6753996128474085,0.6831083971455261,0.00770878429811761,0.705213061,0.705213061,1820630.5,0.012062299083721991,0.04263083778445509,0.05434744021653688,0.0008688255741979629,0.028074010354438572,0.02408993638846777,True,0.04263083778445509
D29,6,0.06746262863948747,0.07202556541199606,0.004562936772508588,0.0,0.0,1819834.0,0.0033408197720501795,0.042174701593012065,0.015632934296929867,0.33847398084640795,0.0,0.00766293644084117,True,0.042174701593012065
D676,6,0.010353976564356434,0.016715830859882007,0.006361854295525573,0.0,0.0,1819059.0,7.518708278288592e-06,0.041730877929021526,0.05964067528187347,0.0002574291889888183,0.0,2.8245958126543628e-05,True,0.041730877929021526
D139,6,0.11152041489924286,0.11116979913618485,-0.00035061576305800424,0.0952,0.0952,1818949.0,0.026876881695872486,0.041667883602519495,-0.0020218341672219933,0.9014839935294731,0.023083116724661457,0.04839863112047372,True,0.041667883602519495
D360,6,0.01608910891089109,0.025995575221238937,0.009906466310347847,0.0,0.0,1818883.0,5.902536546908636e-05,0.04163008700661841,0.06970835692859786,1.927805916515787e-05,0.0,0.0001972241778894953,True,0.04163008700661841
D462,6,0.011610891082119976,0.01540698130383481,0.0037960902217148342,0.0,0.0,1818270.0,5.403469532832293e-05,0.04127903680529421,0.03808248256559796,0.019677247921491576,0.0015683926277401117,0.00018230152064652638,True,0.04127903680529421
D699,6,0.028479906814210833,0.035742379547689274,0.00726247273347844,0.0,0.0,1818076.0,0.0010712370222058622,0.04116793772037286,0.04280757913379377,0.00873908785076881,0.00782115382980475,0.0027676941651787147,True,0.04116793772037286
D690,6,0.004012165919627257,0.01021522996951819,0.006203064049890934,0.0,0.0,1817997.0,7.562230798371297e-09,0.04112269634043053,0.07887214097167256,1.321572176231188e-06,0.00594949779269438,3.836314164137264e-08,True,0.04112269634043053
D260,6,0.010142399538730345,0.003236217635201573,-0.006906181903528772,0.0,0.0,1677216.0,6.87764345876701e-10,-0.03949916074376825,-0.07393443733367092,5.819587499041941e-06,0.0027350510699133412,3.7343454717524e-09,True,0.03949916074376825
D58,6,0.049213561605707626,0.05374831728810226,0.004534755682394635,0.0,0.0,1814308.5,0.02307119760728881,0.039010382037683256,0.02368771633556351,0.14692364641034023,0.020953562978420992,0.04241926544197281,True,0.039010382037683256
D167,6,0.07503437126674432,0.07699173668289085,0.0019573654161465226,0.0769,0.0769,1813408.0,0.031083737520019254,0.038494687573910946,0.011078790518344744,0.49756900340985727,0.000915059730491441,0.054279390895511016,False,0.038494687573910946
D475,6,0.011502912055329061,0.014647345135201571,0.00314443307987251,0.0,0.0,1812287.0,0.0007208890538277766,0.03785271811928714,0.031140847257625427,0.05651272656642602,0.006876218770619946,0.00189779504700873,True,0.03785271811928714
D127,6,0.11541448265637741,0.10078662738151425,-0.014627855274863155,0.0,0.0,1680996.0,0.026374611101506636,-0.037334446614885275,-0.04882114048164742,0.002781952343075176,0.0,0.04773529873840394,True,0.037334446614885275
D92,6,0.06522133468841002,0.06566261454818091,0.0004412798597708961,0.0526,0.0526,1811351.5,0.03977332404344421,0.03731698000617345,0.003109253510458411,0.8490235207292239,0.0017162211623167334,0.06693089639272089,False,0.03731698000617345
D703,6,0.005454545453698311,0.00978938947148476,0.004334844017786449,0.0,0.0,1811161.0,1.9251368067879986e-05,0.037207885286186126,0.05443602551984726,0.0008520176320601194,0.0,6.968594170404475e-05,True,0.037207885286186126
D937,6,0.015783343040186373,0.01696165191740413,0.0011783088772177562,0.0,0.0,1810812.5,0.0002717692665929962,0.037008307806314145,0.009592526478195081,0.5569915653618521,0.005293049395428406,0.0007740968864021817,True,0.037008307806314145
D453,6,0.01607274315666861,0.008421091445427728,-0.007651651711240881,0.0,0.0,1681586.0,0.00010679065712423397,-0.03699656795455708,-0.06624544896418115,4.900177652581423e-05,0.005225621941114422,0.0003298644742281894,True,0.03699656795455708
D451,6,0.014269345751892837,0.0074239593564405125,-0.006845386395452325,0.0,0.0,1681837.5,8.818067627792022e-05,-0.036852540017145885,-0.07304122141801858,7.5370184182660595e-06,0.008909611374074311,0.0002785707727870662,True,0.036852540017145885
D376,6,0.01960784314210833,0.0303998689006883,0.01079202575857997,0.0,0.0,1810351.5,7.719258867695979e-05,0.03674430431070186,0.05630274666260732,0.0005608523951313444,0.0010389406683124491,0.00024722971949533203,True,0.03674430431070186
D689,6,0.011575422248107163,0.01733038348082596,0.005754961232718797,0.0,0.0,1809752.0,2.8941531559227834e-05,0.03640098523126656,0.045550638066696465,0.005266152186345505,0.0,0.0001021033727597124,True,0.03640098523126656
D417,6,0.027445932830518344,0.03271422484513274,0.005268292014614397,0.0,0.0,1809397.0,0.01022219720620867,0.036197685359373954,0.036036792413472046,0.027309219463390474,0.0,0.020795395768759366,True,0.036197685359373954
