row_index,binary_selected,binary_k2,binary_k3,binary_k4,binary_k2_aligned_to_mixed,binary_k4_aligned_to_mixed,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k4,Activity
574,3,0,0,0,0,0,1,1,0,0,0
575,2,1,1,2,1,2,0,0,1,2,0
576,3,0,0,0,0,0,1,1,0,0,1
577,3,0,0,0,0,0,1,1,0,0,1
578,0,0,0,1,0,1,1,3,0,1,0
579,0,0,0,1,0,1,1,3,0,1,0
580,3,0,0,0,0,0,1,1,0,0,0
581,1,1,2,3,1,3,1,2,1,3,1
582,3,0,0,0,0,0,1,1,0,0,1
583,1,1,2,3,1,3,1,2,1,3,0
584,1,1,2,3,1,3,1,2,1,3,0
585,1,1,2,3,1,3,1,2,1,3,1
586,2,1,1,2,1,2,0,0,1,2,1
587,3,0,0,0,0,0,1,1,0,0,1
588,1,1,2,3,1,3,1,2,1,3,0
589,1,1,2,3,1,3,1,2,1,3,1
590,1,1,2,3,1,3,1,2,1,3,1
591,3,0,0,0,0,0,1,1,0,0,1
592,2,1,1,2,1,2,0,0,1,2,1
593,0,0,0,1,0,1,1,3,0,1,0
594,1,1,2,3,1,3,1,2,1,3,0
595,0,0,0,1,0,1,1,3,0,1,0
596,2,1,1,2,1,2,0,0,1,2,0
597,1,1,2,3,1,3,1,2,1,3,1
598,2,1,1,2,1,2,0,0,1,2,1
599,1,1,2,3,1,3,1,2,1,3,1
600,1,1,2,3,1,3,1,2,1,3,0
601,3,0,0,0,0,0,1,1,0,0,1
602,1,1,2,3,1,3,1,2,1,3,1
603,1,1,2,3,1,3,1,2,1,3,1
604,1,1,2,3,1,3,1,2,1,3,1
605,2,1,1,2,1,2,0,0,1,2,1
606,3,0,0,0,0,0,1,1,0,0,0
607,2,1,1,2,1,2,0,0,1,2,1
608,1,1,2,3,1,3,1,2,1,3,0
609,2,1,1,2,1,2,0,0,1,2,1
610,1,1,2,3,1,3,1,2,1,3,1
611,2,1,1,2,1,2,0,0,1,2,0
612,3,0,0,0,0,0,1,1,0,0,1
613,3,0,0,0,0,0,1,1,0,0,1
614,2,1,1,2,1,2,0,0,1,2,1
615,2,1,1,2,1,2,0,0,1,2,1
616,2,1,1,2,1,2,0,0,1,2,1
617,2,1,1,2,1,2,0,0,1,2,1
618,1,1,2,3,1,3,1,2,1,3,1
619,0,0,0,1,0,1,1,3,0,1,1
620,2,1,1,2,1,2,0,0,1,2,1
621,1,1,2,3,1,3,1,2,1,3,0
622,1,1,2,3,1,3,1,2,1,3,1
623,2,1,1,2,1,2,0,0,1,2,1
624,3,0,0,0,0,0,1,1,0,0,1
625,1,1,2,3,1,3,1,2,1,3,0
626,2,1,1,2,1,2,0,0,1,2,1
627,0,0,0,1,0,1,1,3,0,1,1
628,1,1,2,3,1,3,1,2,1,3,0
629,3,0,0,0,0,0,1,1,0,0,1
630,2,1,1,2,1,2,0,0,1,2,0
631,3,0,0,0,0,0,1,1,0,0,0
632,1,1,2,3,1,3,1,2,1,3,1
633,2,1,1,2,1,2,0,0,1,2,1
634,2,1,1,2,1,2,0,0,1,2,1
635,2,1,1,2,1,2,0,0,1,2,0
636,2,1,1,2,1,2,0,0,1,2,1
637,1,1,2,3,1,3,1,2,1,3,1
638,3,0,0,0,0,0,1,1,0,0,0
639,2,1,1,2,1,2,0,0,1,2,1
640,1,1,2,3,1,3,1,2,1,3,0
641,1,1,2,3,1,3,1,2,1,3,0
642,3,0,0,0,0,0,1,1,0,0,0
643,1,1,2,3,1,3,1,2,1,3,1
644,0,0,0,1,0,1,1,3,0,1,0
645,2,1,1,2,1,2,0,0,1,2,1
646,3,0,0,0,0,0,1,1,0,0,1
647,0,0,0,1,0,1,1,3,0,1,1
648,2,1,1,2,1,2,0,0,1,2,1
649,0,0,0,1,0,1,1,3,0,1,1
650,0,0,0,1,0,1,1,3,0,1,1
651,2,1,1,2,1,2,0,0,1,2,1
652,0,0,0,1,0,1,1,3,0,1,1
653,2,1,1,2,1,2,0,0,1,2,0
654,3,0,0,0,0,0,1,1,0,0,1
655,2,1,1,2,1,2,0,0,1,2,1
656,0,0,0,1,0,1,1,3,0,1,1
657,1,1,2,3,1,3,1,2,1,3,1
658,2,1,1,2,1,2,0,0,1,2,1
659,2,1,1,2,1,2,0,0,1,2,0
660,1,1,2,3,1,3,1,2,1,3,1
661,1,1,2,3,1,3,1,2,1,3,1
662,2,1,1,2,1,2,0,0,1,2,0
663,3,0,0,0,0,0,1,1,0,0,1
664,0,0,0,1,0,1,1,3,0,1,1
665,1,1,2,3,1,3,1,2,1,3,0
666,2,1,1,2,1,2,0,0,1,2,1
667,0,0,0,1,0,1,1,3,0,1,1
668,2,1,1,2,1,2,0,0,1,2,0
669,3,0,0,0,0,0,1,1,0,0,0
670,3,0,0,0,0,0,1,1,0,0,1
671,1,1,2,3,1,3,1,2,1,3,1
672,1,1,2,3,1,3,1,2,1,3,1
673,2,1,1,2,1,2,0,0,1,2,1
674,1,1,2,3,1,3,1,2,1,3,1
675,2,1,1,2,1,2,0,0,1,2,1
676,1,1,2,3,1,3,1,2,1,3,1
677,2,1,1,2,1,2,0,0,1,2,1
678,3,0,0,0,0,0,1,1,0,0,1
679,1,1,2,3,1,3,1,2,1,3,0
680,3,0,0,0,0,0,1,1,0,0,1
681,1,1,2,3,1,3,1,2,1,3,1
682,1,1,2,3,1,3,1,2,1,3,0
683,3,0,0,0,0,0,1,1,0,0,0
684,3,0,0,0,0,0,1,1,0,0,0
685,1,1,2,3,1,3,1,2,1,3,0
686,3,0,0,0,0,0,1,1,0,0,1
687,1,1,2,3,1,3,1,2,1,3,1
688,2,1,1,2,1,2,0,0,1,2,1
689,1,1,2,3,1,3,1,2,1,3,1
690,0,0,0,1,0,1,1,3,0,1,1
691,3,0,0,0,0,0,1,1,0,0,1
692,1,1,2,3,1,3,1,2,1,3,1
693,3,0,0,0,0,0,1,1,0,0,1
694,1,1,2,3,1,3,1,2,1,3,1
695,3,0,0,0,0,0,1,1,0,0,0
696,2,1,1,2,1,2,0,0,1,2,0
697,0,0,0,1,0,1,1,3,0,1,1
698,0,0,0,1,0,1,1,3,0,1,0
699,0,0,0,1,0,1,1,3,0,1,0
700,2,1,1,2,1,2,0,0,1,2,1
701,0,0,0,1,0,1,1,3,0,1,0
702,1,1,2,3,1,3,1,2,1,3,0
703,2,1,1,2,1,2,0,0,1,2,1
704,2,1,1,2,1,2,0,0,1,2,0
705,2,1,1,2,1,2,0,0,1,2,1
706,3,0,0,0,0,0,1,1,0,0,1
707,0,0,0,1,0,1,1,3,0,1,1
708,1,1,2,3,1,3,1,2,1,3,0
709,2,1,1,2,1,2,0,0,1,2,1
710,2,1,1,2,1,2,0,0,1,2,1
711,0,0,0,1,0,1,1,3,0,1,0
712,1,1,2,3,1,3,1,2,1,3,1
713,2,1,1,2,1,2,0,0,1,2,1
714,1,1,2,3,1,3,1,2,1,3,1
715,0,0,0,1,0,1,1,3,0,1,0
716,2,1,1,2,1,2,0,0,1,2,1
717,1,1,2,3,1,3,1,2,1,3,0
718,1,1,2,3,1,3,1,2,1,3,1
719,3,0,0,0,0,0,1,1,0,0,1
720,2,1,1,2,1,2,0,0,1,2,0
721,1,1,2,3,1,3,1,2,1,3,0
722,3,0,0,0,0,0,1,1,0,0,0
723,1,1,2,3,1,3,1,2,1,3,1
724,1,1,2,3,1,3,1,2,1,3,0
725,2,1,1,2,1,2,0,0,1,2,0
726,1,1,2,3,1,3,1,2,1,3,1
727,1,1,2,3,1,3,1,2,1,3,1
728,2,1,1,2,1,2,0,0,1,2,1
729,1,1,2,3,1,3,1,2,1,3,1
730,2,1,1,2,1,2,0,0,1,2,0
731,1,1,2,3,1,3,1,2,1,3,1
732,2,1,1,2,1,2,0,0,1,2,1
733,2,1,1,2,1,2,0,0,1,2,1
734,2,1,1,2,1,2,0,0,1,2,1
735,2,1,1,2,1,2,0,0,1,2,0
736,1,1,2,3,1,3,1,2,1,3,1
737,2,1,1,2,1,2,0,0,1,2,0
738,1,1,2,3,1,3,1,2,1,3,1
739,1,1,2,3,1,3,1,2,1,3,1
740,1,1,2,3,1,3,1,2,1,3,1
741,3,0,0,0,0,0,1,1,0,0,0
742,1,1,2,3,1,3,1,2,1,3,0
743,3,0,0,0,0,0,1,1,0,0,1
744,1,1,2,3,1,3,1,2,1,3,1
745,2,1,1,2,1,2,0,0,1,2,1
746,2,1,1,2,1,2,0,0,1,2,0
747,3,0,0,0,0,0,1,1,0,0,0
748,3,0,0,0,0,0,1,1,0,0,0
749,1,1,2,3,1,3,1,2,1,3,0
750,1,1,2,3,1,3,1,2,1,3,0
751,3,0,0,0,0,0,1,1,0,0,1
752,1,1,2,3,1,3,1,2,1,3,1
753,2,1,1,2,1,2,0,0,1,2,1
754,3,0,0,0,0,0,1,1,0,0,0
755,0,0,0,1,0,1,1,3,0,1,1
756,1,1,2,3,1,3,1,2,1,3,1
757,1,1,2,3,1,3,1,2,1,3,1
758,2,1,1,2,1,2,0,0,1,2,0
759,0,0,0,1,0,1,1,3,0,1,0
760,3,0,0,0,0,0,1,1,0,0,0
761,2,1,1,2,1,2,0,0,1,2,1
762,1,1,2,3,1,3,1,2,1,3,0
763,1,1,2,3,1,3,1,2,1,3,0
764,1,1,2,3,1,3,1,2,1,3,0
765,2,1,1,2,1,2,0,0,1,2,1
766,0,0,0,1,0,1,1,3,0,1,0
767,2,1,1,2,1,2,0,0,1,2,1
768,1,1,2,3,1,3,1,2,1,3,0
769,1,1,2,3,1,3,1,2,1,3,0
770,1,1,2,3,1,3,1,2,1,3,1
771,1,1,2,3,1,3,1,2,1,3,0
772,1,1,2,3,1,3,1,2,1,3,0
773,3,0,0,0,0,0,1,1,0,0,1
774,3,0,0,0,0,0,1,1,0,0,0
775,1,1,2,3,1,3,1,2,1,3,1
776,1,1,2,3,1,3,1,2,1,3,0
777,2,1,1,2,1,2,0,0,1,2,0
778,1,1,2,3,1,3,1,2,1,3,1
779,3,0,0,0,0,0,1,1,0,0,1
780,0,0,0,1,0,1,1,1,0,0,0
781,3,0,0,0,0,0,1,1,0,0,1
782,1,1,2,3,1,3,1,2,1,3,1
783,2,1,1,2,1,2,0,0,1,2,1
784,3,0,0,0,0,0,1,1,0,0,1
785,2,1,1,2,1,2,0,0,1,2,0
786,1,1,2,3,1,3,1,2,1,3,1
787,3,0,0,0,0,0,1,1,0,0,0
788,1,1,2,3,1,3,1,2,1,3,1
789,1,1,2,3,1,3,1,2,1,3,1
790,1,1,2,3,1,3,1,2,1,3,0
791,3,0,0,0,0,0,1,1,0,0,0
792,3,0,0,0,0,0,1,1,0,0,0
793,0,0,0,1,0,1,1,3,0,1,1
794,3,0,0,0,0,0,1,1,0,0,0
795,2,1,1,2,1,2,0,0,1,2,1
796,1,1,2,3,1,3,1,2,1,3,1
797,1,1,2,3,1,3,1,2,1,3,1
798,3,0,0,0,0,0,1,1,0,0,0
799,3,0,0,0,0,0,1,1,0,0,1
800,1,1,2,3,1,3,1,2,1,3,1
801,3,0,0,0,0,0,1,1,0,0,0
802,1,1,2,3,1,3,1,2,1,3,0
803,3,0,0,0,0,0,1,1,0,0,1
804,1,1,2,3,1,3,1,2,1,3,1
805,1,1,2,3,1,3,1,2,1,3,1
806,3,0,0,0,0,0,1,1,0,0,0
807,1,1,2,3,1,3,1,2,1,3,0
808,2,1,1,2,1,2,0,0,1,2,0
809,2,1,1,2,1,2,0,0,1,2,1
810,3,0,0,0,0,0,1,1,0,0,1
811,2,1,1,2,1,2,0,0,1,2,1
812,2,1,1,2,1,2,0,0,1,2,1
813,2,1,1,2,1,2,0,0,1,2,1
814,3,0,0,0,0,0,1,1,0,0,0
815,2,1,1,2,1,2,0,0,1,2,0
816,3,0,0,0,0,0,1,1,0,0,0
817,2,1,1,2,1,2,0,0,1,2,1
818,1,1,2,3,1,3,1,2,1,3,0
819,0,0,0,1,0,1,1,3,0,1,1
820,1,1,2,3,1,3,1,2,1,3,1
821,3,0,0,0,0,0,1,1,0,0,1
822,3,0,0,0,0,0,1,1,0,0,0
823,2,1,1,2,1,2,0,0,1,2,1
824,3,0,0,0,0,0,1,1,0,0,1
825,1,1,2,3,1,3,1,2,1,3,1
826,3,0,0,0,0,0,1,1,0,0,0
827,2,1,1,2,1,2,0,0,1,2,1
828,2,1,1,2,1,2,0,0,1,2,1
829,2,1,1,2,1,2,0,0,1,2,0
830,1,1,2,3,1,3,1,2,1,3,1
831,3,0,0,0,0,0,1,1,0,0,1
832,1,1,2,3,1,3,1,2,1,3,1
833,0,0,0,1,0,1,1,3,0,1,0
834,0,0,0,1,0,1,1,3,0,1,0
835,2,1,1,2,1,2,0,0,1,2,1
836,0,0,0,1,0,1,1,3,0,1,0
837,1,1,2,3,1,3,1,2,1,3,0
838,3,0,0,0,0,0,1,1,0,0,1
839,2,1,1,2,1,2,0,0,1,2,1
840,2,1,1,2,1,2,0,0,1,2,1
841,1,1,2,3,1,3,1,2,1,3,1
842,3,0,0,0,0,0,1,1,0,0,1
843,2,1,1,2,1,2,0,0,1,2,1
844,1,1,2,3,1,3,1,2,1,3,1
845,3,0,0,0,0,0,1,1,0,0,0
846,2,1,1,2,1,2,0,0,1,2,1
847,1,1,2,3,1,3,1,2,1,3,0
848,3,0,0,0,0,0,1,1,0,0,0
849,1,1,2,3,1,3,1,2,1,3,1
850,0,0,0,1,0,1,1,3,0,1,0
851,2,1,1,2,1,2,0,0,1,2,0
852,3,0,0,0,0,0,1,1,0,0,0
853,3,0,0,0,0,0,1,1,0,0,1
854,2,1,1,2,1,2,0,0,1,2,0
855,3,0,0,0,0,0,1,1,0,0,1
856,2,1,1,2,1,2,0,0,1,2,0
857,2,1,1,2,1,2,0,0,1,2,1
858,0,0,0,1,0,1,1,3,0,1,0
859,0,0,0,1,0,1,1,3,0,1,0
860,3,0,0,0,0,0,1,1,0,0,1
861,1,1,2,3,1,3,1,2,1,3,0
862,1,1,2,3,1,3,1,2,1,3,0
863,2,1,1,2,1,2,0,0,1,2,0
864,3,0,0,0,0,0,1,1,0,0,0
865,2,1,1,2,1,2,0,0,1,2,1
866,1,1,2,3,1,3,1,2,1,3,1
867,2,1,1,2,1,2,0,0,1,2,0
868,1,1,2,3,1,3,1,2,1,3,0
869,0,0,0,1,0,1,1,3,0,1,0
870,2,1,1,2,1,2,0,0,1,2,1
871,2,1,1,2,1,2,0,0,1,2,0
872,2,1,1,2,1,2,0,0,1,2,1
873,0,0,0,1,0,1,1,3,0,1,0
874,1,1,2,3,1,3,1,2,1,3,1
875,3,0,0,0,0,0,1,1,0,0,0
876,0,0,0,1,0,1,1,3,0,1,0
877,1,1,2,3,1,3,1,2,1,3,0
878,0,0,0,1,0,1,1,3,0,1,0
879,0,0,0,1,0,1,1,3,0,1,1
880,1,1,2,3,1,3,1,2,1,3,0
881,2,1,1,2,1,2,0,0,1,2,1
882,2,1,1,2,1,2,0,0,1,2,1
883,3,0,0,0,0,0,1,1,0,0,0
884,2,1,1,2,1,2,0,0,1,2,0
885,2,1,1,2,1,2,0,0,1,2,1
886,1,1,2,3,1,3,1,2,1,3,1
887,2,1,1,2,1,2,0,0,1,2,0
888,1,1,2,3,1,3,1,2,1,3,1
889,2,1,1,2,1,2,0,0,1,2,0
890,2,1,1,2,1,2,0,0,1,2,0
891,1,1,2,3,1,3,1,2,1,3,0
892,2,1,1,2,1,2,0,0,1,2,1
893,3,0,0,0,0,0,1,1,0,0,0
894,0,0,0,1,0,1,1,3,0,1,0
895,2,1,1,2,1,2,0,0,1,2,0
896,3,0,0,0,0,0,1,1,0,0,1
897,2,1,1,2,1,2,0,0,1,2,1
898,0,0,0,1,0,1,1,3,0,1,0
899,1,1,2,3,1,3,1,2,1,3,1
900,1,1,2,3,1,3,1,2,1,3,0
901,1,1,2,3,1,3,1,2,1,3,0
902,1,1,2,3,1,3,1,2,1,3,0
903,2,1,1,2,1,2,0,0,1,2,0
904,3,0,0,0,0,0,1,1,0,0,0
905,1,1,2,3,1,3,1,2,1,3,1
906,2,1,1,2,1,2,0,0,1,2,0
907,3,0,0,0,0,0,1,1,0,0,1
908,2,1,1,2,1,2,0,0,1,2,1
909,0,0,0,1,0,1,1,3,0,1,1
910,0,0,0,1,0,1,1,3,0,1,1
911,3,0,0,0,0,0,1,1,0,0,1
912,1,1,2,3,1,3,1,2,1,3,0
913,3,0,0,0,0,0,1,1,0,0,1
914,3,0,0,0,0,0,1,1,0,0,1
915,0,0,0,1,0,1,1,3,0,1,1
916,1,1,2,3,1,3,1,2,1,3,0
917,2,1,1,2,1,2,0,0,1,2,1
918,1,1,2,3,1,3,1,2,1,3,1
919,3,0,0,0,0,0,1,1,0,0,0
920,1,1,2,3,1,3,1,2,1,3,1
921,3,0,0,0,0,0,1,1,0,0,0
922,3,0,0,0,0,0,1,1,0,0,0
923,3,0,0,0,0,0,1,1,0,0,0
924,0,0,0,1,0,1,1,3,0,1,0
925,2,1,1,2,1,2,0,0,1,2,1
926,1,1,2,3,1,3,1,2,1,3,1
927,2,1,1,2,1,2,0,0,1,2,1
928,0,0,0,1,0,1,1,3,0,1,0
929,0,0,0,1,0,1,1,3,0,1,0
930,1,1,2,3,1,3,1,2,1,3,0
931,3,0,0,0,0,0,1,1,0,0,1
932,3,0,0,0,0,0,1,1,0,0,1
933,3,0,0,0,0,0,1,1,0,0,1
934,2,1,1,2,1,2,0,0,1,2,0
935,1,1,2,3,1,3,1,2,1,3,0
936,0,0,0,1,0,1,1,3,0,1,1
937,0,0,0,1,0,1,1,3,0,1,0
938,2,1,1,2,1,2,0,0,1,2,1
939,2,1,1,2,1,2,0,0,1,2,0
940,2,1,1,2,1,2,0,0,1,2,1
941,1,1,2,3,1,3,1,2,1,3,0
942,1,1,2,3,1,3,1,2,1,3,1
943,3,0,0,0,0,0,1,1,0,0,0
944,1,1,2,3,1,3,1,2,1,3,1
945,3,0,0,0,0,0,1,1,0,0,0
946,3,0,0,0,0,0,1,1,0,0,1
947,0,0,0,1,0,1,1,3,0,1,1
948,2,1,1,2,1,2,0,0,1,2,1
949,2,1,1,2,1,2,0,0,1,2,1
950,2,1,1,2,1,2,0,0,1,2,1
951,3,0,0,0,0,0,1,1,0,0,1
952,0,0,0,1,0,1,1,3,0,1,0
953,2,1,1,2,1,2,0,0,1,2,1
954,3,0,0,0,0,0,1,1,0,0,1
955,2,1,1,2,1,2,0,0,1,2,1
956,2,1,1,2,1,2,0,0,1,2,0
957,3,0,0,0,0,0,1,1,0,0,1
958,0,0,0,1,0,1,1,3,0,1,1
959,1,1,2,3,1,3,1,2,1,3,0
960,1,1,2,3,1,3,1,2,1,3,0
961,2,1,1,2,1,2,0,0,1,2,1
962,2,1,1,2,1,2,0,0,1,2,1
963,1,1,2,3,1,3,1,2,1,3,1
964,1,1,2,3,1,3,1,2,1,3,0
965,3,0,0,0,0,0,1,1,0,0,1
966,2,1,1,2,1,2,0,0,1,2,0
967,1,1,2,3,1,3,1,2,1,3,0
968,0,0,0,1,0,1,1,3,0,1,1
969,3,0,0,0,0,0,1,1,0,0,1
970,1,1,2,3,1,3,1,2,1,3,0
971,1,1,2,3,1,3,1,2,1,3,1
972,1,1,2,3,1,3,1,2,1,3,0
973,1,1,2,3,1,3,1,2,1,3,0
974,0,0,0,1,0,1,1,3,0,1,1
975,1,1,2,3,1,3,1,2,1,3,1
976,2,1,1,2,1,2,0,0,1,2,1
977,2,1,1,2,1,2,0,0,1,2,1
978,2,1,1,2,1,2,0,0,1,2,0
979,3,0,0,0,0,0,1,1,0,0,0
980,0,0,0,1,0,1,1,1,0,0,1
981,2,1,1,2,1,2,0,0,1,2,1
982,3,0,0,0,0,0,1,1,0,0,1
983,0,0,0,1,0,1,1,3,0,1,1
984,2,1,1,2,1,2,0,0,1,2,0
985,3,0,0,0,0,0,1,1,0,0,1
986,1,1,2,3,1,3,1,2,1,3,0
987,1,1,2,3,1,3,1,2,1,3,0
988,2,1,1,2,1,2,0,0,1,2,1
989,3,0,0,0,0,0,1,1,0,0,0
990,3,0,0,0,0,0,1,1,0,0,0
991,0,0,0,1,0,1,1,3,0,1,0
992,1,1,2,3,1,3,1,2,1,3,0
993,2,1,1,2,1,2,0,0,1,2,1
994,2,1,1,2,1,2,0,0,1,2,0
995,0,0,0,1,0,1,1,3,0,1,0
996,0,0,0,1,0,1,1,3,0,1,0
997,2,1,1,2,1,2,0,0,1,2,0
998,1,1,2,3,1,3,1,2,1,3,0
999,1,1,2,3,1,3,1,2,1,3,0
1000,3,0,0,0,0,0,1,1,0,0,0
1001,3,0,0,0,0,0,1,1,0,0,0
1002,2,1,1,2,1,2,0,0,1,2,1
1003,1,1,2,3,1,3,1,2,1,3,1
1004,2,1,1,2,1,2,0,0,1,2,0
1005,0,0,0,1,0,1,1,3,0,1,1
1006,0,0,0,1,0,1,1,3,0,1,0
1007,3,0,0,0,0,0,1,1,0,0,1
1008,1,1,2,3,1,3,1,2,1,3,0
1009,1,1,2,3,1,3,1,2,1,3,0
1010,1,1,2,3,1,3,1,2,1,3,1
1011,3,0,0,0,0,0,1,1,0,0,1
1012,2,1,1,2,1,2,0,0,1,2,0
1013,3,0,0,0,0,0,1,1,0,0,0
1014,0,0,0,1,0,1,1,3,0,1,0
1015,1,1,2,3,1,3,1,2,1,3,0
1016,2,1,1,2,1,2,0,0,1,2,1
1017,1,1,2,3,1,3,1,2,1,3,0
1018,3,0,0,0,0,0,1,1,0,0,1
1019,2,1,1,2,1,2,0,0,1,2,1
1020,1,1,2,3,1,3,1,2,1,3,1
1021,1,1,2,3,1,3,1,2,1,3,1
1022,3,0,0,0,0,0,1,1,0,0,0
1023,3,0,0,0,0,0,1,1,0,0,0
1024,1,1,2,3,1,3,1,2,1,3,0
1025,0,0,0,1,0,1,1,3,0,1,0
1026,1,1,2,3,1,3,1,2,1,3,0
1027,1,1,2,3,1,3,1,2,1,3,1
1028,2,1,1,2,1,2,0,0,1,2,0
1029,2,1,1,2,1,2,0,0,1,2,0
1030,1,1,2,3,1,3,1,2,1,3,1
1031,1,1,2,3,1,3,1,2,1,3,1
1032,1,1,2,3,1,3,1,2,1,3,0
1033,2,1,1,2,1,2,0,0,1,2,0
1034,2,1,1,2,1,2,0,0,1,2,0
1035,3,0,0,0,0,0,1,1,0,0,0
1036,2,1,1,2,1,2,0,0,1,2,0
1037,1,1,2,3,1,3,1,2,1,3,1
1038,3,0,0,0,0,0,1,1,0,0,0
1039,3,0,0,0,0,0,1,1,0,0,1
1040,1,1,2,3,1,3,1,2,1,3,0
1041,3,0,0,0,0,0,1,1,0,0,1
1042,2,1,1,2,1,2,0,0,1,2,0
1043,1,1,2,3,1,3,1,2,1,3,1
1044,0,0,0,1,0,1,1,3,0,1,1
1045,2,1,1,2,1,2,0,0,1,2,0
1046,3,0,0,0,0,0,1,1,0,0,0
1047,1,1,2,3,1,3,1,2,1,3,0
1048,2,1,1,2,1,2,0,0,1,2,1
1049,3,0,0,0,0,0,1,1,0,0,0
1050,3,0,0,0,0,0,1,1,0,0,1
1051,2,1,1,2,1,2,0,0,1,2,0
1052,1,1,2,3,1,3,1,2,1,3,0
1053,2,1,1,2,1,2,0,0,1,2,0
1054,1,1,2,3,1,3,1,2,1,3,1
1055,3,0,0,0,0,0,1,1,0,0,0
1056,1,1,2,3,1,3,1,2,1,3,1
1057,2,1,1,2,1,2,0,0,1,2,0
1058,1,1,2,3,1,3,1,2,1,3,0
1059,1,1,2,3,1,3,1,2,1,3,1
1060,3,0,0,0,0,0,1,1,0,0,0
1061,2,1,1,2,1,2,0,0,1,2,0
1062,2,1,1,2,1,2,0,0,1,2,1
1063,2,1,1,2,1,2,0,0,1,2,1
1064,2,1,1,2,1,2,0,0,1,2,1
1065,2,1,1,2,1,2,0,0,1,2,1
1066,1,1,2,3,1,3,1,2,1,3,0
1067,3,0,0,0,0,0,1,1,0,0,0
1068,3,0,0,0,0,0,1,1,0,0,1
1069,1,1,2,3,1,3,1,2,1,3,1
1070,3,0,0,0,0,0,1,1,0,0,1
1071,3,0,0,0,0,0,1,1,0,0,0
1072,2,1,1,2,1,2,0,0,1,2,0
1073,2,1,1,2,1,2,0,0,1,2,1
1074,1,1,2,3,1,3,1,2,1,3,0
1075,1,1,2,3,1,3,1,2,1,3,1
1076,1,1,2,3,1,3,1,2,1,3,1
1077,1,1,2,3,1,3,1,2,1,3,0
1078,2,1,1,2,1,2,0,0,1,2,1
1079,3,0,0,0,0,0,1,1,0,0,1
1080,1,1,2,3,1,3,1,2,1,3,1
1081,1,1,2,3,1,3,1,2,1,3,0
1082,2,1,1,2,1,2,0,0,1,2,0
1083,3,0,0,0,0,0,1,1,0,0,0
1084,1,1,2,3,1,3,1,2,1,3,1
1085,1,1,2,3,1,3,1,2,1,3,1
1086,1,1,2,3,1,3,1,2,1,3,0
1087,2,1,1,2,1,2,0,0,1,2,1
1088,2,1,1,2,1,2,0,0,1,2,1
1089,3,0,0,0,0,0,1,1,0,0,0
1090,3,0,0,0,0,0,1,1,0,0,1
1091,2,1,1,2,1,2,0,0,1,2,0
1092,2,1,1,2,1,2,0,0,1,2,0
1093,1,1,2,3,1,3,1,2,1,3,1
1094,1,1,2,3,1,3,1,2,1,3,1
1095,3,0,0,0,0,0,1,1,0,0,1
1096,3,0,0,0,0,0,1,1,0,0,0
1097,1,1,2,3,1,3,1,2,1,3,0
1098,3,0,0,0,0,0,1,1,0,0,1
1099,0,0,0,1,0,1,1,3,0,1,0
1100,0,0,0,1,0,1,1,3,0,1,1
1101,3,0,0,0,0,0,1,1,0,0,1
1102,1,1,2,3,1,3,1,2,1,3,1
1103,2,1,1,2,1,2,0,0,1,2,1
1104,3,0,0,0,0,0,1,1,0,0,1
1105,2,1,1,2,1,2,0,0,1,2,1
1106,2,1,1,2,1,2,0,0,1,2,1
1107,1,1,2,3,1,3,1,2,1,3,0
1108,1,1,2,3,1,3,1,2,1,3,1
1109,0,0,0,1,0,1,1,3,0,1,1
1110,0,0,0,1,0,1,1,3,0,1,1
1111,1,1,2,3,1,3,1,2,1,3,0
1112,1,1,2,3,1,3,1,2,1,3,0
1113,1,1,2,3,1,3,1,2,1,3,0
1114,3,0,0,0,0,0,1,1,0,0,0
1115,3,0,0,0,0,0,1,1,0,0,0
1116,3,0,0,0,0,0,1,1,0,0,1
1117,1,1,2,3,1,3,1,2,1,3,1
1118,3,0,0,0,0,0,1,1,0,0,0
1119,1,1,2,3,1,3,1,2,1,3,1
1120,2,1,1,2,1,2,0,0,1,2,0
1121,3,0,0,0,0,0,1,1,0,0,0
1122,1,1,2,3,1,3,1,2,1,3,0
1123,3,0,0,0,0,0,1,1,0,0,0
1124,3,0,0,0,0,0,1,1,0,0,0
1125,2,1,1,2,1,2,0,0,1,2,1
1126,1,1,2,3,1,3,1,2,1,3,1
1127,2,1,1,2,1,2,0,0,1,2,1
1128,1,1,2,3,1,3,1,2,1,3,1
1129,1,1,2,3,1,3,1,2,1,3,1
1130,3,0,0,0,0,0,1,1,0,0,1
1131,0,0,0,1,0,1,1,3,0,1,0
1132,2,1,1,2,1,2,0,0,1,2,1
1133,2,1,1,2,1,2,0,0,1,2,0
1134,3,0,0,0,0,0,1,1,0,0,1
1135,3,0,0,0,0,0,1,1,0,0,0
1136,1,1,2,3,1,3,1,2,1,3,1
1137,3,0,0,0,0,0,1,1,0,0,1
1138,1,1,2,3,1,3,1,2,1,3,0
1139,3,0,0,0,0,0,1,1,0,0,0
1140,0,0,0,1,0,1,1,3,0,1,0
1141,1,1,2,3,1,3,1,2,1,3,1
1142,2,1,1,2,1,2,0,0,1,2,1
1143,3,0,0,0,0,0,1,1,0,0,0
1144,3,0,0,0,0,0,1,1,0,0,0
1145,3,0,0,0,0,0,1,1,0,0,0
